Gene	m_GR_in_01d_1	m_GR_in_01d_2	m_GR_in_02d_1	m_GR_in_02d_2	m_GR_in_04d_1	m_GR_in_04d_3	m_GR_in_07d_1	m_GR_in_07d_3	m_GR_in_10d_1	m_GR_in_10d_2	m_GR_in_15d_2	m_GR_in_15d_3	m_GR_in_20d_1	m_GR_in_20d_2	m_GR_in_25d_1	m_GR_in_25d_2	m_GR_un_01d_1	m_GR_un_01d_2	m_GR_un_02d_1	m_GR_un_02d_2	m_GR_un_04d_2	m_GR_un_04d_3	m_GR_un_07d_1	m_GR_un_07d_2	m_GR_un_10d_1	m_GR_un_10d_2	m_GR_un_15d_1	m_GR_un_15d_2	m_GR_un_20d_2	m_GR_un_20d_3	m_GR_un_25d_1	m_GR_un_25d_2
GlmaCp073	80.4128059669336	67.1850365486599	101.796446259959	53.2867529132258	129.099706741156	109.48555474962	51.1125073552145	85.9502771593797	91.0507486907133	66.0023205026366	55.7616331666865	37.5306466285649	115.132648630976	113.189273741876	82.4829947559145	67.9254288940088	196.736811659739	159.599178064233	41.7865854614023	26.4042088308876	83.5804867423619	102.647555861551	126.953781355717	101.714581350318	188.072120253746	129.00584471108	56.2844169392534	75.1598134981751	83.7122413732332	125.005504503749	69.4816128853651	113.723871940422
GlmaCp074	1495.98163553578	1539.28383737041	2171.65752021247	1941.71728908193	2574.40003442659	1986.91398789936	3713.75998563863	3597.8059678546	1969.69277863834	2070.38857997744	4867.90734913357	5281.21468753697	1286.67326408969	1263.80504892245	1612.08430861837	1781.66564166583	1868.99971076752	1725.66611281952	2085.41178068311	1928.82745509634	2803.74541890287	2785.25380234086	3166.37666440141	3228.49615619341	2546.53974320589	3004.45016856053	5102.24784253976	4824.73258929513	2000.2819780762	1875.08256755624	1814.12148642883	2140.17496146927
I638_mgp001	103.17114727833	111.975060914433	32.6270661089614	41.5896608103226	69.6125869682706	82.1141660622152	47.3725677926378	85.9502771593797	81.8304197093752	49.7912242388311	68.2455808905715	98.7219183055729	262.78367893635	253.612056955481	165.882467231339	168.895661033752	138.009405194145	135.37430282234	70.5148629661163	43.5669445709646	73.4495186523786	61.3381736245853	53.5197313558415	53.9966296057241	151.322395606462	67.1683323702319	56.2844169392534	79.1155931559738	113.084957644543	258.5341115873	108.565020133383	119.139294413775
I638_mgp014	890.609756652642	915.209497873967	413.71119826163	386.004039395806	469.568541185971	525.033001185679	543.537883094476	674.285977151753	546.30449214428	456.226566281383	312.930956278718	276.584547980076	631.911254699785	719.985906658848	519.642866962261	476.395913459332	731.156210496643	766.646051772833	443.982470527399	365.698292307794	564.801471016567	515.741378231207	492.879386439843	465.877897295899	555.569366726583	534.148166944225	494.779293093902	419.312643726661	415.623935239035	494.339949628464	564.538104693592	574.034782175462
I638_mgp026	25.7927868195825	35.8320194926186	20.8813223097353	18.1954766045161	24.0479845890389	12.4415403124568	9.97317216687112	16.9479419750889	35.728774802685	40.5277406595137	34.9550536268781	40.7941811180053	38.6705079371218	60.4243491403998	20.1625098292235	26.6194248368413	27.8955180711571	28.4998532257559	20.8932927307011	14.5223148569882	20.2619361799665	31.2949865431558	23.6482533897904	12.5573557222614	27.0218563582968	26.6541001469174	19.6340989322977	22.4160847275259	24.9668088306134	28.4103419326703	21.7130040266766	27.0771123667671
I638_mgp038	3557.88735834829	2869.54756103387	1448.64173523788	1562.21163418774	1778.28517618946	1288.94357637053	2712.70282938894	2738.3031962608	2951.65781515084	2709.56894695035	5168.35435768841	4984.23304899789	4797.77960974427	4443.31727974686	3481.6988564191	3712.03289793745	3673.39927442289	3378.65759991336	1546.10366207188	1495.79843026979	1451.2611788901	1490.89315891594	2448.21654830093	2605.65131236925	1872.07420850281	1794.35402189048	2865.26950418664	2827.0638621068	2376.25274634897	2471.69974814232	2265.7519701837	2583.15651978958
I638_mgp046	356.547347211876	335.925182743299	326.270661089613	389.903070096774	594.871197728858	516.323922966959	655.736069971776	760.236254311133	463.321531312237	495.596371493482	764.017600701764	726.136423900495	445.589716457289	464.671755361384	1264.73925292402	1162.99349200958	406.687289774237	376.198062579978	319.928544938861	283.845244932042	482.487355285453	464.417600300432	581.249175422744	632.890728401976	786.876457153604	887.048452889411	1284.07007017227	1286.94698200384	359.815774323546	372.175479317981	610.135413149612	596.779556563546
I638_mgp050	62.2061329178166	117.947064163203	43.067727263829	37.6906301093548	53.1587027757703	46.0336991560903	38.6460421466256	59.3177969128113	94.5083720587151	135.478447347517	84.0585813408259	69.350107900609	188.079288603274	240.846349390608	120.058581255831	110.149344152447	74.8774432436321	71.2496330643897	79.655678535798	76.5722056095742	59.5194375286516	76.3597671653001	33.6054127118074	15.0688268667137	73.4994492945674	47.9773802644513	49.7397172951542	47.4693558935843	55.8081609154888	61.0822351552412	29.3125554360134	49.8218867548514
I638_mgp052	29852.8749095356	30461.6955711624	27161.3799943881	26686.2657943235	29413.2165191935	28318.189905183	26708.1550628809	26022.3543354651	30904.2376631998	30680.6576146993	51458.8325178541	52407.4685986791	39490.4984804248	42223.8543415746	39569.8420175707	37710.5458817914	28174.4732518686	28669.4273524491	28254.2609258863	27742.9022186136	29906.6178016306	30456.2809037992	24991.2252533475	26105.4868110093	30156.3916958593	31047.7620151353	37681.7626708657	37881.8645962995	28465.0993385264	33160.5511038128	27083.7155726751	27554.7526289168
I638_mgp053	5952.06486430718	6052.62529262816	3457.16392490554	3321.97415722451	4395.71844619643	3834.4827242992	2881.00010970489	3072.41976662684	5906.77325366969	3622.02207951311	3235.839250031	2738.10543664052	9821.43014084854	8891.74084251968	6324.61274233962	6252.81110305389	6041.58194014796	6090.41863434403	3068.70236982173	3173.78590147269	4052.3872359933	4627.90261000188	3165.13201948616	2722.43472058628	6116.66740526407	4567.44660117577	2862.651624329	2759.81560792422	4543.95920717164	6537.21967870744	5364.19764479045	5643.95330172893
I638_mgp059	112.274483802888	101.524055229086	30.0169008202444	36.3909532090322	58.2214363734627	0	49.8658608343556	49.6332586413319	72.6100907280372	56.7388369233192	21.6388427214007	20.3970905590027	157.318657289654	173.613622882276	82.4829947559145	89.0373865232277	127.732109062667	119.699383548175	31.3399390960517	31.6850505970652	50.6548404499163	50.0719784690493	60.9876008473543	42.6950094556889	77.8229463118949	50.1097082762047	19.6340989322977	23.7346779467921	60.2140683561853	132.108089986917	53.1968598653577	69.3174076589237
I638_mgp062	103.17114727833	125.412068224165	63.9490495735642	58.4854605145161	58.2214363734627	84.6024741247065	33.65945606319	36.3170185180477	114.101571144058	111.161802951809	88.2198972487876	62.0071552993681	332.214818187091	344.674104251576	278.609226731089	294.649495607795	104.241146476429	131.099324838477	62.6798781921034	67.3307325187635	81.0477447198661	82.6187644739313	24.8928983050426	40.1835383112366	94.036060126873	79.9623004407522	18.3251590034779	22.4160847275259	70.4945190511438	68.1848206384088	61.8820614760283	62.8189006908996
I638_mgp064	462.752939998392	453.872246906502	296.253760269369	313.222132977742	268.324880677697	182.890642593116	95.9917821061345	165.847717899085	623.524747362986	398.329793910649	193.917321311014	162.360840849661	808.565165958	590.626736668133	263.945583218926	248.753935544275	496.246584634268	474.522556208836	395.666731087653	301.007980672119	260.872428317069	296.676472429117	123.219846609961	138.130912944876	295.078671432602	207.901981145956	146.601272027823	135.815101584422	299.601705967361	417.632026410254	205.187888052094	188.456702072699
I638_mgp068	39.4477916064203	28.3670154316564	0	6.4983845016129	12.656833994231	9.95323224996547	3.73993956257667	13.3162401232842	14.9830345946743	10.4214190267321	5.82584227114635	0	27.2451305920631	22.1272264457802	15.5801212316727	20.1940464279486	38.172814202636	22.7998825806047	13.0583079566882	9.24147309081068	13.930081123727	12.5179946172623	8.71251440676489	7.53441343335686	12.9704910519825	7.46314804113687	0	5.27437287706492	22.0295372034824	12.7846538697016	19.5417036240089	17.3293519147309
I638_mgp075	552.269082489884	389.673211982227	112.237107414827	187.153473646452	270.856247476544	257.539884467857	162.064047711656	154.95261234367	508.27063509626	260.535475668302	203.904479490122	184.389698653384	1538.03156568098	1188.91289787519	307.020036035904	353.3958124891	704.728877587126	584.246991127996	124.053925588538	99.0157831158287	220.348555957136	194.028916567566	204.121766101349	139.386648517102	485.312540195011	186.578701028422	112.568833878507	137.133694803688	177.704933441425	521.3297744645	178.046633018748	197.121378030064
NM_001248017.2	113.791706556982	225.443122641059	160.52516525609	155.96122803871	215.166177901927	278.690502999033	316.648216298158	277.219908021098	336.542007818839	324.22192527611	440.267223062346	410.389462047134	80.8565165958	81.7005284151885	96.2301605485669	85.3657417181462	384.664512349639	592.796947095722	124.053925588538	159.74546342687	425.500659779297	500.719784690493	456.784683897531	448.297599284733	576.105977558889	586.390203232183	86.3900353021099	114.717610076162	108.679050203847	96.5951625710791	92.2802671133755	100.726858004373
NM_001248034.2	373.2367975069	346.376188428647	871.795206431447	785.004847794838	740.424788662514	644.471788185265	310.414983693864	301.431253699796	38.0338570480195	37.0539343172697	0	0	0	0	0	0	296.573402651249	327.748312096193	688.172829317468	757.800793446475	602.792601354004	594.60474431996	353.479155931604	494.7598154571	62.6907067512487	65.0360043584785	613.892826616508	520.84432161016	237.91900179761	267.057214167101	555.852903082921	559.954683744743
NM_001248043.2	0	4.47900243657733	0	0	2.5313667988462	0	28.6728699797545	19.3690765429588	0	0	0	0	0	0	3.66591087804064	7.34328961016311	2.93637032327969	1.42499266128779	0	0	0	0	4.97857966100851	7.53441343335686	2.16174850866375	0	3.92681978645954	10.5487457541298	0	0	11.9421522146721	20.578605398743
NM_001248075.2	40.9650143605134	47.7760259901581	27.4067355315275	15.596122803871	6.32841699711551	21.1506185311766	38.6460421466256	13.3162401232842	108.338865530722	86.8451585561008	31.6260009005088	26.1082759155234	45.7015093802348	52.7649246014759	16.4965989511829	24.7836024343005	44.0455548491954	37.0498091934827	16.9758003436947	18.4829461816214	18.9955651687186	26.2877886962509	22.4036084745383	27.6261825889751	18.3748623236419	18.1247880999038	19.6340989322977	11.8673389733961	16.1549939492204	18.4667222562357	14.1134526173398	9.74776045203614
NM_001248082.1	251.858977179453	246.345134011753	159.220082611731	127.368336231613	153.147691330195	175.425718405642	196.970150295705	118.635593825623	76.067714096039	54.4229660284898	66.5810545273869	87.2995475925314	72.9466399722979	94.4662359800617	81.5665170364043	101.888143341013	217.291403922697	215.173891854457	143.64138752357	167.666726076137	121.571617079799	117.669149402266	177.984222881054	169.524302250529	51.8819642079299	77.8299724289988	272.259505194528	249.214118441317	267.29171806892	279.841868036803	198.673986844091	187.373617578028
NM_001248089.3	87.9989197373991	132.877072285127	99.1862809712425	166.35864324129	154.413374729618	98.2881684684091	47.3725677926378	23.0007783947636	1.15254112266726	3.47380634224403	0	0	0	0	12.8306880731423	5.50746720762233	155.627627133824	176.699089999686	94.0198172881551	80.5328369342073	63.3185505623954	65.093572009764	75.9233398303798	80.3670766224731	10.8087425433187	18.1247880999038	36.6503180069557	40.8763897972531	16.1549939492204	31.2513761259374	84.6807157040387	95.3114355310201
NM_001248106.1	1.51722275409309	1.49300081219244	2.61016528871691	1.29967690032258	2.5313667988462	2.48830806249137	48.6192143134967	30.2641820983731	412.609721914878	401.803600252893	960.431711557556	921.13260964456	670.581762636907	623.817576336804	989.795937070974	914.239556465307	4.40455548491954	11.3999412903024	5.22332318267528	2.64042088308876	3.79911303374372	7.51079677035739	2.48928983050426	0	0	0	7.85363957291908	0	2.93727162713099	2.84103419326703	4.34260080533532	4.33233797868273
NM_001248108.2	18.2066730491171	34.3390186804262	75.6947933727903	63.6841681158064	75.9410039653861	68.4284717185126	145.85764294049	125.898997529232	51.8643505200266	42.8436115543431	79.0650022512719	75.0612932571298	3.51550072155652	1.70209434198309	3.66591087804064	2.75373360381117	45.5137400108352	65.5496624192385	53.5390626224216	44.887155012509	77.2486316861224	78.8633660887526	95.8376584744138	85.3900189113777	81.0655690748905	67.1683323702319	66.7559363698122	56.6995084284479	24.9668088306134	21.3077564495027	113.993271140052	140.800984307189
NM_001248110.2	273.100095736756	203.048110458172	73.0846280840734	106.573505826452	137.959490537118	124.415403124568	56.09909343865	49.6332586413319	69.1524673600354	63.6864496078073	34.1227904452858	24.4765086708032	11.4253773450587	7.65942453892392	48.5733191340385	37.634359252086	223.164144569257	170.999119354535	95.3256480838239	101.656203998917	221.614926968384	166.489328409589	125.709136440465	128.085028367067	298.321294195597	262.276345445667	51.048657223974	38.2392033587207	111.616321830978	107.959299344147	42.3403578520194	33.5756193347912
NM_001248118.2	57.6544646555373	77.636042234007	39.1524793307536	48.0880453119355	25.313667988462	18.6623104686853	18.6996978128833	6.05283641967462	3.45762336800177	4.63174178965871	0	1.63176724472021	6.15212626272392	9.36151888090701	0	7.34328961016311	61.6637767888735	28.4998532257559	33.9516006873893	50.1679967786865	27.860162247454	27.5395881579771	37.3393474575638	40.1835383112366	31.3453533756243	17.0586240940271	52.3575971527939	46.150762674318	123.365408339502	95.1746454744456	86.8520161067064	67.1512386695823
NM_001248127.1	242.755640654894	276.205150255602	383.694297441385	422.394992604838	370.845236030969	325.968356186369	341.581146715336	387.381530859176	422.982592018883	396.01392301582	153.968688594582	158.281422737861	174.896160897437	137.018594529639	221.787608121459	204.694197883297	277.486995549931	292.123495563998	585.012196459632	536.005439267019	468.557274161726	496.964386305314	268.84330169446	234.822552006289	665.818540668434	691.940439813976	418.860777222351	363.931728517479	334.848965492933	350.867722868479	250.785196508115	230.696997364855
NM_001248151.2	720.680808194217	695.738378481678	664.287065978453	713.522618277096	470.834224585394	497.661612498274	464.999152280366	389.802665427046	425.287674264218	445.805147254651	93.2134763383416	91.3789657043319	197.746915587554	228.080641825734	145.719957402116	119.328456165151	628.383249181854	662.621587498824	744.323553531228	806.648579783617	588.862520230277	579.583150779245	403.264952541689	411.881267690175	182.667748982087	248.41621336927	498.706112880362	458.870440304648	609.483862629681	561.104253170239	375.634969661505	344.420869305277
NM_001248155.2	1.51722275409309	2.98600162438488	0	1.29967690032258	6.32841699711551	7.46492418747411	1.24664652085889	0	11.5254112266726	11.5793544741468	0.832263181592336	3.26353448944043	0	1.70209434198309	7.33182175608129	17.4403128241374	0	4.27497798386338	0	1.32021044154438	0	0	0	0	0	2.13232801175339	0	1.31859321926623	1.4686358135655	0	0	0
NM_001248161.1	1.51722275409309	10.4510056853471	0	19.4951535048387	10.1254671953848	6.22077015622842	2.49329304171778	0	0	1.15793544741468	0	0	1.75775036077826	1.70209434198309	0	2.75373360381117	10.2772961314789	11.3999412903024	10.4466463653506	3.96063132463315	6.33185505623954	3.75539838517869	2.48928983050426	7.53441343335686	1.08087425433187	7.46314804113687	22.2519787899374	25.0532711660584	23.4981730170479	19.8872393528692	9.77085181200447	7.58159146269478
NM_001248166.1	10.6205592786516	11.9440064975395	9.13557851050918	15.596122803871	5.06273359769241	6.22077015622842	7.47987912515334	6.05283641967462	17.2881168400089	20.8428380534642	14.1484740870697	18.7653233142825	1.75775036077826	7.65942453892392	17.4130766706931	12.8507568177854	8.80911096983907	11.3999412903024	2.61166159133764	11.8818939738994	5.06548404499163	6.25899730863116	8.71251440676489	12.5573557222614	2.16174850866375	3.19849201763009	23.5609187187572	15.8231186311947	32.3099878984409	24.1487906427698	5.42825100666915	7.58159146269478
NM_001248173.2	559.855196260349	470.295255840619	238.830123917597	282.02988737	234.151428893274	317.259277967649	164.557340753373	129.530699381037	367.660618130855	314.958441696792	98.2070554278956	92.194849326692	195.989165226776	213.612839918878	93.4807273900364	114.738900158799	549.101250453302	511.572365402318	272.918636294783	209.913460205557	288.732590564523	330.475057895725	204.121766101349	179.570186828338	198.880862797065	175.917060969655	113.877773807327	133.177915145889	195.328563204211	235.805838041164	131.363674361393	126.72088587647
NM_001248183.2	6.06889101637235	5.97200324876977	2.61016528871691	5.19870760129032	2.5313667988462	1.24415403124568	0	0	0	0	0	0	0	0	0	0	0	8.54995596772677	1.30583079566882	1.32021044154438	3.79911303374372	2.50359892345246	0	3.76720671667843	2.16174850866375	0	0	2.63718643853246	0	0	0	0
NM_001248184.2	259.445090949918	189.61110314844	63.9490495735642	62.3844912154838	59.4871197728858	57.2310854373015	72.3054982098156	55.6860950610065	70.3050084827027	88.0030940035155	45.7744749875785	52.2165518310468	55.3691363645152	52.7649246014759	234.618296194601	257.015136355709	133.604849709226	88.3495449998432	31.3399390960517	33.0052610386096	49.3884694386684	56.3309757776804	133.177005931978	120.55061493371	36.7497246472837	34.1172481880543	22.2519787899374	31.6462372623895	49.9336176612268	34.0924103192044	80.3381148987034	59.5696472068875
NM_001248193.2	30.3444550818618	25.3810138072715	24.7965702428106	15.596122803871	18.9852509913465	29.8596967498964	64.8256190846623	49.6332586413319	58.7795972560301	86.8451585561008	29.9614745373241	32.6353448944043	29.0028809528413	28.9356038137126	33.909675621876	59.6642280825753	30.8318883944368	44.1747724999216	20.8932927307011	36.9658923632427	31.6592752811977	13.7697940789885	26.1375432202947	23.8589758722967	22.6983593409694	20.2571161116572	57.5933568680733	76.4784067174413	45.5277102205304	34.0924103192044	39.0834072480179	33.5756193347912
NM_001248204.2	213.928408327125	232.908126702021	334.101156955764	284.629241170645	230.354378695004	217.726955467995	188.243624649692	177.953390738434	191.321826362765	247.798185746741	114.852319059742	172.967327940343	111.61714790942	145.529066239554	218.121697243418	172.567305838833	229.036885215816	216.598884515745	249.413681972745	299.687770230575	240.610492137102	224.072103648995	195.409251694584	190.871806978374	138.35190455448	173.784732957901	261.787985763969	216.249287959662	299.601705967361	308.252209969473	194.331386038756	203.619884998088
NM_001248208.2	0	0	2.61016528871691	5.19870760129032	2.5313667988462	3.73246209373705	17.4530512920245	39.9487203698525	12.6779523493398	4.63174178965871	0	0	3.51550072155652	0	0.916477719510161	0	0	1.42499266128779	1.30583079566882	2.64042088308876	1.26637101124791	0	12.4464491525213	8.790149005583	50.8010899535981	49.043544270328	272.259505194528	288.771915019304	1053.01187832646	947.484903454555	347.408064426826	403.990516512165
NM_001248211.2	122.89504308154	128.39806984855	165.745495833524	158.560581839355	155.679058129041	123.171249093323	291.71528588098	208.217572836807	29.9660691893487	32.422192527611	97.3747922463033	127.277845088177	13.183127705837	16.1698962488394	37.5755864999166	52.3209384724122	167.373108426942	180.97406798355	107.078125244843	142.582727686793	132.96895618103	107.654753708456	211.589635592862	194.639013695052	88.6316888552137	88.4916124877658	108.642014092047	130.540728707357	98.3985995088882	95.1746454744456	165.018830602742	205.78605398743
NM_001248213.3	681.233016587796	683.794371984138	566.405867651569	371.707593492258	256.93373008289	195.332182905572	258.05582981779	145.268074072191	304.270856384156	317.274312591622	162.291320410505	182.757931408664	103.707271285917	114.891368083859	154.884734597217	117.49263376261	591.678620140858	467.397592902397	583.706365663963	579.572383837984	410.304207644322	381.798835826501	255.152207626686	263.70447016749	152.403269860794	172.718568952025	489.543533378623	416.675457288128	406.812120357642	467.350124792427	179.132283220082	171.127350157968
NM_001248214.2	379.305688523272	374.743203860303	471.134834613402	456.186592013226	782.192340843477	844.78058721582	841.48640157975	991.454605542703	765.287305451059	657.707334131537	158.962267684136	181.126164163944	92.2818939408587	84.2536699281631	142.970524243585	154.209081813425	378.79177170308	364.798121289675	438.759147344724	409.265236878759	700.303169220093	718.532891030857	1316.83432033675	1310.98793740409	6685.20726304264	6442.82908751287	314.145582916763	290.09050823857	726.97472771492	683.268723480721	876.119712476401	724.583526934687
NM_001248216.3	162.34283468796	143.328077970474	138.338760301996	167.658320141613	172.132942321542	150.542637780728	130.897884690183	112.582757405948	149.830345946743	133.162576452688	58.2584227114635	79.1407113689303	66.7945137095739	73.190056705273	144.803479682605	164.3061050274	140.945775517425	172.424112015823	158.005526275927	191.430514023935	139.30081123727	160.230331100958	119.485911864204	128.085028367067	211.851353849047	248.41621336927	229.064487543473	213.612101521129	207.077649712735	163.359466112854	150.905377985402	185.207448588687
NM_001248217.1	1089.36593743884	971.94352873728	814.371570079675	665.434572965161	794.849174837708	969.195990340388	767.934256849076	790.500436409506	205.152319834772	222.323605903618	50.7680540771325	45.689482852166	100.191770564361	148.082207752529	154.884734597217	142.27623619691	1221.53005448435	1073.01947394971	538.002287815554	611.257434435049	749.691638658761	751.079677035739	868.762150845985	827.529742097028	538.275378657273	594.919515279196	285.348904482727	349.427203105551	375.970768272767	329.559966418976	540.653800264247	543.708416324683
NM_001248220.2	154.756720917495	164.230089341169	156.609917323014	123.469305530645	83.5351043619247	116.950478937094	120.924712523312	85.9502771593797	110.643947776057	89.1610294509302	3.32905272636934	4.89530173416064	63.2790129880174	52.7649246014759	0.916477719510161	4.58955600635195	187.9277006899	155.32420008037	112.301448427519	118.818939738994	132.96895618103	121.424547787444	92.1037237286575	95.4359034891869	52.9628384622618	27.7202641527941	138.747632454904	139.77088124222	293.727162713099	228.703252557996	217.130040266766	170.044265663297
NM_001248222.1	43.9994598686995	32.8460178682337	27.4067355315275	12.9967690032258	7.59410039653861	24.8830806249137	9.97317216687112	9.6845382714794	11.5254112266726	15.0531608163908	37.4518431716551	28.5559267826037	6.15212626272392	9.36151888090701	10.9977326341219	7.34328961016311	30.8318883944368	37.0498091934827	10.4466463653506	7.92126264926629	10.1309680899833	8.76259623208362	12.4464491525213	18.8360335833921	17.29398806931	9.59547605289026	15.7072791458382	18.4603050697272	10.2804506949585	5.68206838653407	7.59955140933681	10.8308449467068
NM_001248247.1	54.6200191473512	55.2410300511203	50.8982231299797	64.983845016129	44.2989189798086	58.4752394685472	29.9195165006133	59.3177969128113	43.7965626613558	37.0539343172697	50.7680540771325	41.6100647403654	27.2451305920631	36.5950283526365	40.3250196584471	49.567204868601	49.9182954957547	68.3996477418141	92.7139864924863	83.1732578172961	51.9212114611642	81.366965012205	59.7429559321021	51.4851584612719	57.2863354795893	53.3082002938348	126.967173095525	123.947762611026	96.9299636953227	130.687572890284	31.4838558386811	34.6587038294618
