name	SRR1944912_sum	SRR1944913_sum	SRR1944914_sum	SRR1944915_sum	SRR1944916_sum	SRR1944917_sum	SRR1944912_mean	SRR1944913_mean	SRR1944914_mean	SRR1944915_mean	SRR1944916_mean	SRR1944917_mean	SRR1944912_CoV	SRR1944913_CoV	SRR1944914_CoV	SRR1944915_CoV	SRR1944916_CoV	SRR1944917_CoV
NM_001178166.1	859	1086	487	1049	890	553	1.050122249388753	1.3276283618581908	0.5953545232273839	1.28239608801956	1.0880195599022005	0.676039119804401	1.5834411931382393	1.3703499900592908	1.793092508588697	1.315112878838506	1.3503925099539835	1.6308899172006468
NM_001178167.1	353	502	226	472	456	248	0.7088353413654619	1.0080321285140563	0.4538152610441767	0.9477911646586346	0.9156626506024096	0.4979919678714859	1.9097804961735823	1.6154735173675077	2.019475413896714	1.8756328564472455	1.6528931512714817	1.8026011302532297
NM_001178168.1	2691	3368	1712	2820	2378	1480	3.6364864864864863	4.551351351351351	2.3135135135135134	3.810810810810811	3.2135135135135133	2.0	1.2340824566760342	1.0430625924507702	1.1972066318509698	1.1676293917731084	1.1224207619667828	1.241752221323171
NM_001178169.1	112	150	69	175	140	92	0.07909604519774012	0.1059322033898305	0.048728813559322036	0.12358757062146893	0.09887005649717515	0.06497175141242938	4.670942506748343	3.637619848547147	4.806979902422593	3.6081747141947815	3.423942357118974	4.21304821092891
NM_001178170.2	628	775	445	811	783	399	2.1881533101045294	2.700348432055749	1.5505226480836236	2.8257839721254356	2.7282229965156795	1.3902439024390243	1.3757619921017872	1.1998284492518476	1.5765658466232106	1.1348720233372667	1.2991333251840231	1.428686267560779
NM_001178171.2	537	636	354	742	539	338	0.40194610778443113	0.47604790419161674	0.26497005988023953	0.5553892215568862	0.40344311377245506	0.25299401197604793	2.4936242712459435	1.935389667538682	2.3738977448167913	1.7794437419931322	1.956229120083605	2.3011910147109735
NM_001178174.1	395	527	280	517	492	291	0.27203856749311295	0.36294765840220383	0.1928374655647383	0.3560606060606061	0.33884297520661155	0.20041322314049587	2.6420108840679393	2.1034746670085744	2.667740650924161	2.0041955719016222	2.1122568883043837	2.54229567777558
NM_001178175.1	174	290	118	304	281	178	1.7755102040816326	2.9591836734693877	1.2040816326530612	3.1020408163265305	2.86734693877551	1.816326530612245	1.2723904948138216	1.064125598165955	1.1863183581886783	1.0731655792343946	1.145946553150663	1.2657538932342653
NM_001178176.1	106	125	83	167	148	76	0.14304993252361672	0.16869095816464239	0.11201079622132254	0.2253711201079622	0.19973009446693657	0.10256410256410256	4.0861710792010815	2.7035280253372247	3.342105332988841	2.426824749844648	2.4859970002052516	3.3661671201948784
NM_001178177.1	109	114	57	113	119	67	0.30277777777777776	0.31666666666666665	0.15833333333333333	0.3138888888888889	0.33055555555555555	0.18611111111111112	2.573678285825842	2.120673695616261	2.9809695867808412	2.014415321187169	2.055049281864683	2.6379418617833843
NM_001178178.1	158	186	90	169	172	101	1.025974025974026	1.2077922077922079	0.5844155844155844	1.0974025974025974	1.1168831168831168	0.6558441558441559	1.7476505976323946	1.2294272542288673	1.8937397663327906	1.2361112317993885	1.3921512990706615	1.6573128052319823
NM_001178179.1	54	62	31	73	52	29	0.2	0.22962962962962963	0.11481481481481481	0.27037037037037037	0.1925925925925926	0.10740740740740741	3.1268117424722677	2.4300877172626145	3.249362368515653	2.3572261523302696	2.532351551775106	3.49401152752316
NM_001178180.1	6782	8548	4264	10063	8423	4848	6.899287894201424	8.695829094608342	4.337741607324517	10.23702950152594	8.568667344862666	4.931841302136317	1.2333955131176308	1.050092657259738	1.170515056649056	1.0000648165245052	0.9524528153420186	1.1097250923268591
NM_001178181.1	1144	1449	736	2053	1934	1099	3.2685714285714287	4.14	2.1028571428571428	5.865714285714286	5.525714285714286	3.14	1.1709996550263968	1.0400250130330337	1.1587867765988895	1.0223513107644102	0.9685890183528428	1.0375316046714087
NM_001178183.1	103697	120511	64354	104764	101695	62509	215.58627858627858	250.54261954261955	133.7920997920998	217.8045738045738	211.42411642411642	129.95634095634097	0.9235296652395036	0.8589792481737486	0.9425614272881199	0.9090409880645708	0.900108132687016	0.8563300461833891
NM_001178184.1	122	151	88	181	157	132	0.488	0.604	0.352	0.724	0.628	0.528	1.9542498685278753	1.7487445815094191	2.1680914797296	1.7417476145374315	1.5968396721523253	1.928998854262007
NM_001178185.1	146	206	98	136	109	69	0.26024955436720143	0.3672014260249554	0.1746880570409982	0.24242424242424243	0.19429590017825313	0.12299465240641712	2.9227447318950532	2.141723009259805	2.809425170101266	2.198213560403732	2.7149159202144446	2.9657658278629615
NM_001178186.1	376	506	243	498	412	255	0.4502994011976048	0.6059880239520958	0.29101796407185626	0.5964071856287425	0.4934131736526946	0.30538922155688625	2.269063978156133	1.8226043801619565	2.31422392535547	1.7369327742115213	1.876170528436392	2.242443313489398
NM_001178187.1	994	1219	680	1316	1208	780	2.51010101010101	3.0782828282828283	1.7171717171717171	3.323232323232323	3.0505050505050506	1.9696969696969697	1.426868578490437	1.1933831171426528	1.4663340402166687	1.2824498476320232	1.2809258920602724	1.4308804178300787
NM_001178188.1	385	489	250	479	393	294	0.5026109660574413	0.6383812010443864	0.3263707571801567	0.6253263707571801	0.5130548302872062	0.3838120104438642	2.1089143587749954	1.6922868025811948	2.1888551076654057	1.6510726308858414	1.745285871379396	1.9740663626703718
NM_001178189.1	1005	1120	548	1531	1415	793	6.655629139072848	7.417218543046357	3.629139072847682	10.139072847682119	9.370860927152318	5.251655629139073	0.9320343214550749	0.8518833427129783	0.9690581709121184	0.9364354994499743	1.0154170666616407	0.9127320650410593
NM_001178191.1	161	184	97	182	166	101	1.6262626262626263	1.8585858585858586	0.9797979797979798	1.8383838383838385	1.6767676767676767	1.02020202020202	1.2441176015094597	1.0398168766629883	1.5769606403372494	1.0033276406549316	1.0838178002919565	1.2285820456854237
NM_001178192.2	89	134	56	111	101	56	0.14759535655058043	0.2222222222222222	0.09286898839137644	0.18407960199004975	0.16749585406301823	0.09286898839137644	3.170970520315797	2.70934153651063	3.7445078942987675	2.73480663373465	2.753869147748243	3.42200358332757
NM_001178193.1	100	123	72	144	144	63	0.15552099533437014	0.19129082426127528	0.1119751166407465	0.223950233281493	0.223950233281493	0.09797822706065319	3.9838779069607657	2.717390636883729	3.2291612465852237	2.375853021233971	2.349563551593284	3.292911810928343
NM_001178194.1	341	467	251	484	444	245	1.502202643171806	2.05726872246696	1.105726872246696	2.13215859030837	1.9559471365638768	1.079295154185022	1.2808988429088728	1.3135008324057234	1.622569237816341	1.1830716316930523	1.221263437514521	1.3397996562847228
NM_001178195.2	190	263	162	352	306	137	0.18482490272373542	0.25583657587548636	0.1575875486381323	0.3424124513618677	0.29766536964980544	0.13326848249027237	3.0617884599618495	2.4385258115330397	3.0578100114197593	2.065014531992859	2.2797001829343086	2.931435342527902
NM_001178196.2	581	731	403	736	645	392	0.7604712041884817	0.9568062827225131	0.5274869109947644	0.9633507853403142	0.8442408376963351	0.5130890052356021	1.7781481205664522	1.4053558592363222	1.6928901368177014	1.5008249987259052	1.3563514971327346	1.7092895913533594
NM_001178199.2	91	116	65	136	127	53	0.10569105691056911	0.13472706155632985	0.07549361207897794	0.15795586527293845	0.14750290360046459	0.06155632984901278	4.199004187123266	3.4921837411213157	4.287319894246525	3.4440882442223377	3.1381532057123516	4.281556020517901
NM_001178200.1	136	150	88	179	141	83	0.2815734989648033	0.3105590062111801	0.18219461697722567	0.37060041407867494	0.2919254658385093	0.17184265010351968	2.676251141000804	2.211785482533714	2.6453656842826327	2.0220162703713482	2.0807380239360476	2.8143549596017645
NM_001178201.2	350	432	243	424	392	200	1.8134715025906736	2.238341968911917	1.2590673575129534	2.1968911917098444	2.0310880829015545	1.0362694300518134	1.3793093263249816	1.3804112084637847	1.5002391302518134	1.3884957429867204	1.408708486581449	1.380170203875836
NM_001178202.2	505	602	290	667	609	350	1.3911845730027548	1.6584022038567494	0.7988980716253443	1.837465564738292	1.677685950413223	0.9641873278236914	1.5752238818615736	1.3362200510008502	1.7754781355706886	1.212690957454015	1.3199868647182016	1.6248805016037493
NM_001178203.1	52	34	45	84	65	72	0.1306532663316583	0.08542713567839195	0.11306532663316583	0.21105527638190955	0.16331658291457288	0.18090452261306533	3.7873119537365447	4.116514460155823	3.1982281221888864	2.564158711310254	2.921603356944418	2.587332401780497
NM_001178209.1	763	854	425	938	751	429	1.4673076923076922	1.6423076923076922	0.8173076923076923	1.8038461538461539	1.4442307692307692	0.825	1.4702582807353564	1.1891487172178405	1.505371527322336	1.1491282695823934	1.1462727212013788	1.384461113065357
NM_001178210.1	135	166	91	166	155	72	0.3316953316953317	0.40786240786240785	0.22358722358722358	0.40786240786240785	0.3808353808353808	0.1769041769041769	2.978286275399849	1.8704686072056462	2.458272845230854	1.7477024188755843	2.1092395300071343	2.795067973191581
NM_001178211.1	873	1101	619	1315	1157	616	1.4501661129568106	1.8289036544850499	1.0282392026578073	2.1843853820598005	1.9219269102990033	1.0232558139534884	1.561317443976277	1.2400749291501103	1.4803667315615865	1.180820425437564	1.1720014520737754	1.376123309954513
NM_001178212.1	105	114	70	120	96	66	0.41015625	0.4453125	0.2734375	0.46875	0.375	0.2578125	2.3943603056762885	2.1291433152319645	2.538493092145722	2.077169181429107	2.1254757252962277	2.29130454606187
NM_001178215.2	419	540	244	626	452	211	0.6072463768115942	0.782608695652174	0.3536231884057971	0.9072463768115943	0.6550724637681159	0.30579710144927535	2.1756023250469934	1.6417259834388205	2.1048434612370728	1.512910233643571	1.7014312163991379	2.1951874411284744
NM_001178216.1	1324	1481	570	1017	977	408	4.613240418118467	5.160278745644599	1.9860627177700347	3.543554006968641	3.4041811846689893	1.421602787456446	1.2951654428334463	0.8935482524456152	1.386270812872475	1.081852973241472	1.1161763205863986	1.296787261986705
NM_001178217.1	82	143	67	146	145	89	0.1971153846153846	0.34375	0.16105769230769232	0.35096153846153844	0.3485576923076923	0.21394230769230768	3.1286660083161286	2.35446869839833	3.1113392970229627	2.1971184387922404	2.2553313991036466	2.575100064503236
NM_001178218.2	69	102	49	121	82	61	0.07225130890052356	0.1068062827225131	0.05130890052356021	0.12670157068062826	0.08586387434554973	0.06387434554973823	5.148623963820017	3.651500271815247	4.987971844829931	3.2690922365408253	3.8260252518163336	4.274106528353284
NM_001178221.1	183	256	147	254	249	127	0.8472222222222222	1.1851851851851851	0.6805555555555556	1.1759259259259258	1.1527777777777777	0.5879629629629629	1.7113255353941574	1.4195735111252152	1.8009034664920125	1.3468585258002759	1.254935265650023	1.4409673960555127
NM_001178222.1	116	157	79	148	150	60	0.5395348837209303	0.7302325581395349	0.3674418604651163	0.6883720930232559	0.6976744186046512	0.27906976744186046	1.9848295172431278	1.7270186356535313	2.0546351807601826	1.5642334121037136	1.4903009376415233	2.365474558259637
NM_001178224.1	73	110	59	99	91	56	0.2616487455197133	0.3942652329749104	0.2114695340501792	0.3548387096774194	0.32616487455197135	0.2007168458781362	2.9345934719618016	2.2389750103238644	3.16486434750803	2.5626463260468557	2.3355177310742556	2.513548389534912
NM_001178225.1	92	110	46	100	91	47	0.42790697674418604	0.5116279069767442	0.21395348837209302	0.46511627906976744	0.4232558139534884	0.2186046511627907	2.1706904191810135	1.7911758164937435	2.3074632210754147	1.7358035656984898	2.1211151072840835	2.137524357312652
NM_001178227.1	325	377	258	324	323	196	0.2780153977758768	0.32249786142001713	0.22070145423438836	0.2771599657827203	0.2763045337895637	0.16766467065868262	2.5965205048812527	2.2653823629774528	2.7075229434654857	2.2989468601832312	2.2755989735505118	2.7435099542164143
NM_001178239.1	2575	3165	1784	855	705	154	5.747767857142857	7.064732142857143	3.982142857142857	1.9084821428571428	1.5736607142857142	0.34375	1.0969752156975463	0.9507635183779608	1.2167377324272575	1.2562067759483786	1.2369057498841791	2.118531674639253
NM_001178241.1	455	559	324	682	599	306	5.352941176470588	6.576470588235294	3.8117647058823527	8.023529411764706	7.047058823529412	3.6	1.0440014862455427	1.0040868691681744	1.3300237935400634	0.7851897846133077	0.8689499462324716	1.0777055013129786
NM_001178242.1	3598	4508	2288	4274	3956	1963	32.125	40.25	20.428571428571427	38.160714285714285	35.32142857142857	17.526785714285715	0.9711271700497094	0.8471954185300878	1.0661795219860537	0.8568730213747783	0.8610308413363724	0.9372664335673865
NM_001178243.1	3744	4351	2218	4532	4210	1981	33.13274336283186	38.50442477876106	19.628318584070797	40.10619469026549	37.256637168141594	17.530973451327434	0.9218242188997614	0.8117554754902104	0.8635014020280662	0.862274577222255	0.8039207275032969	0.9048082297010503
NM_001178244.1	1700	2210	1007	2242	1799	997	0.6871463217461601	0.8932902182700081	0.4070331447049313	0.9062247372675829	0.7271624898949071	0.4029911075181892	2.036733069191327	1.6235788425049638	2.1743835943680416	1.7087885107984577	1.7421597599605594	2.1353176369292153
NM_001178245.1	77	101	85	121	85	73	0.08045977011494253	0.10553814002089865	0.08881922675026123	0.12643678160919541	0.08881922675026123	0.07628004179728318	5.434828243785642	3.4717123269744445	3.8441897368569027	3.7218531138849036	3.80954119704462	3.9189461160183847
NM_001178246.1	193	283	143	230	248	113	1.1987577639751552	1.7577639751552796	0.8881987577639752	1.4285714285714286	1.5403726708074534	0.7018633540372671	1.5234656353905391	1.3946525218963233	1.2460748191371858	1.2660963628413122	1.4370397936596588	1.6619047277108825
NM_001178247.1	2897	3798	1556	3654	2841	1668	2.3648979591836734	3.100408163265306	1.270204081632653	2.9828571428571427	2.3191836734693876	1.3616326530612244	1.2687776692618653	1.058100677274562	1.3650038496431967	1.044823482790977	1.111829783362417	1.2825269631970688
NM_001178248.2	149	231	129	236	187	115	0.1814859926918392	0.28136419001218027	0.15712545676004872	0.2874543239951279	0.22777101096224117	0.14007308160779536	3.354726899611719	2.3153514002738587	3.101443419205979	2.2471876597352294	2.35735302910683	2.9592450809491404
NM_001178249.1	333	458	251	404	328	172	0.5068493150684932	0.6971080669710806	0.3820395738203957	0.6149162861491628	0.4992389649923896	0.2617960426179604	1.9702931701826738	1.622025352221263	1.9420406834318054	1.5855356876343425	1.7665704066430135	2.2369091717799074
NM_001178250.1	81	115	55	112	127	45	0.3103448275862069	0.44061302681992337	0.210727969348659	0.42911877394636017	0.48659003831417624	0.1724137931034483	2.429949252828141	1.7710748493091586	2.8746700521025326	1.79312148487962	1.7438398185394939	2.4194087008065543
NM_001178251.1	366	481	219	318	294	187	0.4945945945945946	0.65	0.2959459459459459	0.4297297297297297	0.3972972972972973	0.2527027027027027	2.138826186020494	1.6810664050754252	2.423619820677922	1.8974750283425115	1.9667271547219944	2.253939767168802
NM_001178254.2	55	91	43	110	93	65	0.06285714285714286	0.104	0.04914285714285714	0.12571428571428572	0.10628571428571429	0.07428571428571429	4.97715909317408	3.7302098093074356	4.713130256097577	3.0933455992236865	3.2317013057861246	3.92154589409641
NM_001178255.1	209	269	164	247	187	126	0.41222879684418146	0.5305719921104537	0.3234714003944773	0.48717948717948717	0.368836291913215	0.2485207100591716	2.394094184003331	1.8627957634519647	2.485020536863365	1.9198803243006362	2.1290585704287284	2.2533673466820647
NM_001178256.1	228	292	169	263	278	170	0.6826347305389222	0.874251497005988	0.5059880239520959	0.7874251497005988	0.8323353293413174	0.5089820359281437	2.2453943350788963	1.8282452479711615	2.0761524522521286	1.675899018557341	1.6559523954162045	1.8191059282549007
NM_001178257.1	1733	2182	1127	2219	2051	1025	1.110897435897436	1.3987179487179486	0.7224358974358974	1.4224358974358975	1.3147435897435897	0.657051282051282	1.534416283054911	1.2887814525642376	1.6910580969574458	1.2832784771432446	1.310834885838494	1.6205414467237618
NM_001178258.1	89	125	90	150	115	71	0.7807017543859649	1.0964912280701755	0.7894736842105263	1.3157894736842106	1.0087719298245614	0.6228070175438597	1.7358133821793515	1.4808770422149475	1.5116980756023155	1.2437454140085327	1.3673451656088087	1.4859413366781065
NM_001178260.1	204	297	173	229	214	102	0.3675675675675676	0.5351351351351351	0.3117117117117117	0.4126126126126126	0.3855855855855856	0.1837837837837838	2.438348919071801	1.743148518179482	2.1682814488380604	1.9056376800830508	2.048041380870107	2.668567203812686
NM_001178261.1	64	102	43	139	119	55	0.512	0.816	0.344	1.112	0.952	0.44	1.9312025730813975	1.479652646304217	2.6132557341747105	1.2044339913005682	1.4604849860281186	1.4830419716704142
NM_001178262.1	1345	1778	868	2686	2083	1420	1.2073608617594256	1.5960502692998204	0.7791741472172352	2.4111310592459607	1.8698384201077198	1.2746858168761221	1.7724618082343533	1.367265664479481	1.621062833227081	1.194333019493481	1.279045438534509	1.3783910292869979
NM_001178263.1	402	627	308	581	457	270	0.4734982332155477	0.7385159010600707	0.3627797408716137	0.6843345111896348	0.5382803297997645	0.31802120141342755	2.1509958894057752	1.6700472203502688	2.2042678690785382	1.6394476985666457	1.8257322050978937	2.1545708702092514
NM_001178264.1	2145	2568	1482	2442	2187	1293	3.225563909774436	3.861654135338346	2.2285714285714286	3.6721804511278195	3.2887218045112783	1.9443609022556392	1.3777824159454741	1.1748529397099072	1.3127682217898249	1.059464827624489	1.0616603331276846	1.2948680585501007
NM_001178265.1	65	85	42	96	64	40	0.5158730158730159	0.6746031746031746	0.3333333333333333	0.7619047619047619	0.5079365079365079	0.31746031746031744	1.9420889138019468	1.5213230446648642	1.8973665961010278	1.4226296074523401	1.5501159230844646	2.095194501710999
NM_001178266.1	266	331	196	249	262	119	3.5	4.355263157894737	2.5789473684210527	3.276315789473684	3.4473684210526314	1.5657894736842106	1.1835608672690276	1.0293672802819813	1.351055346158187	1.0462132338669408	1.1173472737565189	1.4426095560772692
NM_001178267.1	17020	20599	9992	20259	19088	9547	100.11764705882354	121.17058823529412	58.77647058823529	119.17058823529412	112.28235294117647	56.15882352941176	0.796807050847505	0.693214296849159	0.8646989268193728	0.8031561358051655	0.7779750300050214	0.829770324679283
NM_001178268.1	417	502	287	589	472	259	4.793103448275862	5.7701149425287355	3.2988505747126435	6.7701149425287355	5.425287356321839	2.9770114942528734	0.9889367962690905	0.8716378914124188	1.1804978595314373	0.7667529383013122	0.7535227307667764	0.9972216396925841
NM_001178270.1	2815	3724	1769	4258	3920	1915	9.414715719063546	12.454849498327759	5.916387959866221	14.240802675585284	13.110367892976589	6.404682274247492	0.9531456919807769	0.8874922334622783	0.9927753735808261	0.9491853051095088	1.0491487120458554	1.0450461143949046
NM_001178271.1	64	87	42	78	84	41	0.2006269592476489	0.2727272727272727	0.13166144200626959	0.2445141065830721	0.26332288401253917	0.12852664576802508	2.9469391825080042	2.5456008833755432	3.2006454669617224	2.186910955217044	2.2726012432174034	3.8958771914759005
NM_001178272.1	1062	1345	658	1108	917	530	2.9337016574585637	3.7154696132596685	1.8176795580110496	3.0607734806629834	2.5331491712707184	1.4640883977900552	1.1588410774764957	1.111040845318361	1.1221715391572098	1.190677788652262	1.0939318156816167	1.3159423718100576
NM_001178273.1	225	292	174	287	246	160	0.6901840490797546	0.8957055214723927	0.5337423312883436	0.8803680981595092	0.754601226993865	0.49079754601226994	1.7344050335814933	1.5842825082700258	1.6599937149008028	1.3577175502978016	1.5460826706686033	1.572046681632186
NM_001178274.1	280	376	177	411	339	191	0.18741633199464525	0.25167336010709507	0.11847389558232932	0.2751004016064257	0.22690763052208834	0.1278447121820616	2.9794316915274353	2.445116421014274	3.5629754736694945	2.346123820442035	2.3981182861419437	3.087273174181612
NM_001178275.1	390	477	245	540	462	220	0.5685131195335277	0.6953352769679301	0.35714285714285715	0.7871720116618076	0.673469387755102	0.3206997084548105	2.0321408450674845	1.4981311767934418	2.0508855128605576	1.4793668741940078	1.68379646955835	2.0478363777424757
NM_001178276.1	456	688	325	832	677	356	1.915966386554622	2.8907563025210083	1.365546218487395	3.495798319327731	2.8445378151260505	1.495798319327731	1.3426264194054685	1.1943616341121703	1.1874963050873715	1.095122865083237	1.0738233219946764	1.2093235510200357
NM_001178277.1	302	349	213	404	318	204	0.30019880715705766	0.34691848906560635	0.2117296222664016	0.40159045725646125	0.31610337972166996	0.20278330019880716	2.5681405676613918	2.0732900332620794	2.656327979270145	1.838348027122151	2.0728492782048042	2.4724592373710825
NM_001178278.1	186	235	147	313	266	122	0.8732394366197183	1.1032863849765258	0.6901408450704225	1.4694835680751173	1.2488262910798122	0.5727699530516432	1.7684491745781072	1.235212833982889	1.710839633667531	1.2125273121773907	1.2121719991766864	1.6092936654717722
NM_001178279.1	3658	4525	2136	3927	3627	1825	6.5321428571428575	8.080357142857142	3.8142857142857145	7.0125	6.476785714285715	3.2589285714285716	1.175051355220059	1.0891667326431298	1.2624912315171164	1.0697425459106233	1.138969299771614	1.2261241467521264
NM_001178280.1	536	648	312	601	627	344	2.68	3.24	1.56	3.005	3.135	1.72	1.3255831905020208	1.018370461126846	1.2830816629948196	1.0991536263451245	1.0666834760075918	1.257075012074823
NM_001178281.1	1371	1713	842	1542	1365	756	6.175675675675675	7.716216216216216	3.7927927927927927	6.945945945945946	6.148648648648648	3.4054054054054053	1.2538989311153663	1.0224255458058957	1.1401172598528555	1.019824722203456	0.9592538377083664	1.0607084720305935
NM_001178282.1	621	804	373	569	462	305	1.0016129032258065	1.2967741935483872	0.6016129032258064	0.917741935483871	0.7451612903225806	0.49193548387096775	1.734839205229126	1.3081882794202808	1.6723692344485892	1.5214322576680874	1.5405615932022596	1.8140624092640079
NM_001178285.1	741	1025	467	1435	1347	713	1.6917808219178083	2.3401826484018264	1.0662100456621004	3.276255707762557	3.0753424657534247	1.6278538812785388	1.4734361608748157	1.1874140827855988	1.3851001258142068	1.1188161468367002	1.113939377017401	1.248254305340036
NM_001178286.1	118	175	84	207	189	95	0.2796208530805687	0.4146919431279621	0.1990521327014218	0.490521327014218	0.44786729857819907	0.22511848341232227	2.6376163782810313	2.0971987946853496	2.847792262363014	1.9557604675274711	2.138955693144152	2.4264222402499156
NM_001178287.1	2724	3453	1533	4470	3398	1976	2.0	2.5352422907488985	1.1255506607929515	3.2819383259911894	2.4948604992657857	1.4508076358296622	1.4248245183726198	1.2760854952133305	1.6746650961449552	1.1809782324698106	1.2773720364055616	1.4205949162251035
NM_001178290.1	660	899	374	912	816	390	2.4175824175824174	3.293040293040293	1.36996336996337	3.340659340659341	2.989010989010989	1.4285714285714286	1.2475812159432076	1.0680274969349686	1.4049405086707767	0.9342227902216872	1.0432734804180146	1.2710868438882852
NM_001178291.1	885	1158	546	1644	1227	752	1.3636363636363635	1.7842835130970724	0.8412942989214176	2.5331278890600926	1.8906009244992297	1.1587057010785824	1.365326051292309	1.1186903885960289	1.4873849746339547	1.078617753355505	1.124961804005656	1.3298716913191617
