Gene	wt_te_YPD1	ncs2d_elp6d_te_YPD1	ncs2d_elp6d_te_YPD2	ncs2d_elp6d_te_YPD3	wt_te_YPD2	wt_te_YPD3	ncs2d_te_YPD1	ncs2d_te_YPD2	ncs2d_te_YPD3	elp6d_te_YPD1	elp6d_te_YPD2	elp6d_te_YPD3
NM_001178158.2	0.629432624113475	0.6875	0.483682983682984	0.682255845942228	0.524271844660194	0.614963503649635	0.688575899843505	0.57484076433121	0.733652312599681	0.652557319223986	0.576086956521739	0.695059625212947
NM_001178159.1	0.354134165366615	0.366906474820144	0.386754966887417	0.367559523809524	0.332894736842105	0.400316455696203	0.35741935483871	0.350832266325224	0.360839160839161	0.298507462686567	0.321148825065274	0.355126300148588
NM_001178160.1	0.34010152284264	0.511392405063291	0.502450980392157	0.435406698564593	0.311212814645309	0.407608695652174	0.388020833333333	0.374083129584352	0.353741496598639	0.331914893617021	0.325301204819277	0.469973890339426
NM_001178161.1	1.20853743876837	1.45180967873119	1.25345278088839	1.40359281437126	1.14019292604502	1.25142423091531	1.27713625866051	1.36557199566943	1.25044216483905	1.20742049469965	1.23893805309735	1.32516530532867
NM_001178162.2	0.682824025289779	0.585849056603774	0.514636449480642	0.676923076923077	0.634361233480176	0.701041666666667	0.616122840690979	0.592105263157895	0.718120805369127	0.584924623115578	0.604975124378109	0.627720504009164
NM_001178164.1	0.989304812834225	0.893533638145003	1.08094435075885	0.864541832669323	1.09271523178808	1.02585487906589	1.06850393700787	1.02003081664099	0.968616262482168	1.09749784296808	1.05188284518828	1.03011583011583
NM_001178165.2	0.294326241134752	0.365853658536585	0.349462365591398	0.395604395604396	0.246105919003115	0.291338582677165	0.306889352818372	0.349173553719008	0.501052631578947	0.316981132075472	0.328571428571429	0.36
NM_001178166.1	1.65405904059041	1.62885572139303	1.10685335298452	1.54214559386973	1.78265107212476	1.3650126156434	1.21802773497689	1.51954242135367	1.91337719298246	1.2154213036566	1.10744985673352	1.56067316209035
NM_001178167.1	0.558695652173913	0.696238466997871	0.628213166144201	0.767092411720511	0.566807313642757	0.587227414330218	0.599538816295158	0.590163934426229	0.633780584056827	0.573266619013581	0.5411227154047	0.571016582552271
NM_001178168.1	0.806456389752703	0.819907126993741	0.669877551020408	0.829207920792079	0.731240534214512	0.83250773993808	0.715881883479649	0.79035216434336	0.992333195192706	0.717867818000664	0.748645542603842	0.822420115243583
NM_001178169.1	0.591939546599496	0.645360824742268	0.477326968973747	0.623700623700624	0.661333333333333	0.45010183299389	0.610169491525424	0.661333333333333	0.636842105263158	0.596491228070175	0.705729166666667	0.472837022132797
NM_001178170.2	1.35087719298246	1.15774099318403	1.28464017185822	1.03467666354264	1.17254528122021	1.24324324324324	1.40222222222222	1.08286403861625	0.925845932325414	1.17901234567901	1.05534351145038	1.09168241965974
NM_001178171.2	0.879032258064516	0.812136325852037	0.952089704383282	0.846092503987241	0.924578527062999	0.850313479623824	0.859055118110236	0.802325581395349	0.90948275862069	0.9	0.957466063348416	0.790535298681148
NM_001178172.1	0.364035087719298	0.413385826771654	0.701754385964912	0.48780487804878	0.479591836734694	0.46875	0.436936936936937	0.403921568627451	0.328859060402685	0.466666666666667	0.785310734463277	0.372384937238494
NM_001178173.1	0.288135593220339	0.180124223602484	0.25	0.222222222222222	0.263157894736842	0.22972972972973	0.265734265734266	0.23448275862069	0.38655462184874	0.198630136986301	0.233128834355828	0.2578125
NM_001178174.1	0.53646477132262	0.52239674229203	0.553782095766829	0.513593380614657	0.569789674952199	0.431333663857214	0.43200436919716	0.505698860227954	0.525227963525836	0.519417475728155	0.510131108462455	0.523040095751047
NM_001178175.1	1.01197604790419	1.35476718403548	0.981788079470199	1.08764940239044	1.23529411764706	1.10704225352113	1.22558139534884	1.31805929919137	1.18275154004107	1.13550135501355	1.06367924528302	1.1139896373057
NM_001178176.1	0.289747399702823	0.324534161490683	0.322302158273381	0.373397435897436	0.314984709480122	0.368770764119601	0.343582887700535	0.390769230769231	0.443447037701975	0.36608557844691	0.314203730272597	0.38971807628524
NM_001178177.1	0.75	0.607913669064748	0.416167664670659	0.531986531986532	0.710884353741497	0.584717607973422	0.717391304347826	0.693430656934307	0.729903536977492	0.561688311688312	0.526011560693642	0.600638977635783
NM_001178178.1	0.667315175097276	0.727106227106227	1.31722054380665	0.754752851711027	0.503389830508475	0.605633802816901	0.610993657505285	0.622605363984674	0.560855263157895	0.743859649122807	0.796442687747036	0.909747292418773
NM_001178179.1	0.597014925373134	0.435897435897436	0.604166666666667	0.595375722543353	0.556701030927835	0.632978723404255	0.63125	0.593220338983051	0.299595141700405	0.791666666666667	0.698630136986301	0.639751552795031
NM_001178180.1	2.66938624142407	2.00358422939068	2.06320691949434	1.57603921969155	2.24508393285372	2.14783023366714	2.77173717371737	2.70012457732693	1.97479312539784	1.88036767732199	2.22465176546809	2.25580665411174
NM_001178181.1	0.886842105263158	1.07354555433589	1.06588032220944	0.941598360655738	0.788109229173868	0.868451688009313	1.05354796320631	1.1655943108703	1.08706952566602	0.931288705396638	0.985579937304075	1.08689970597844
NM_001178182.1	0.119047619047619	0.139784946236559	0.0930232558139535	0.0887096774193548	0.0975609756097561	0.209090909090909	0.1	0.0841121495327103	0.0403225806451613	0.0642201834862385	0.136363636363636	0.047244094488189
NM_001178183.1	2.44870881475286	2.57155133999618	1.87852248115228	2.21147027294467	1.89226058400639	2.20548824022433	1.99925021312435	2.74464096503383	2.3543822310775	2.17409527924814	2.36189477482353	2.57405813953488
NM_001178184.1	0.608	0.893738140417457	0.731316725978648	0.808743169398907	0.510280373831776	0.736842105263158	0.640562248995984	0.621212121212121	0.818548387096774	0.709369024856597	0.722554890219561	0.612173913043478
NM_001178185.1	0.469953775038521	0.393790849673203	0.274780426599749	0.325874125874126	0.466360856269113	0.511586452762923	0.333333333333333	0.345890410958904	0.436991869918699	0.375930521091811	0.416547788873039	0.416098226466576
NM_001178186.1	0.653810835629017	0.693498452012384	0.677310924369748	0.680736761320031	0.741112123974476	0.69164265129683	0.581395348837209	0.608587943848059	0.707207207207207	0.714741035856574	0.63177431328879	0.63391557496361
NM_001178187.1	0.51421568627451	0.579750998355649	0.47078831532613	0.530424799081516	0.448339911771535	0.549987083440971	0.530284301606922	0.541129831516353	0.588361045130641	0.452161729383507	0.517681523331241	0.556608028867839
NM_001178188.1	0.627942293090357	0.590539541759054	0.421052631578947	0.538307794803464	0.556749496306246	0.612648221343874	0.44211123723042	0.542920029347029	0.744821872410936	0.46900826446281	0.505763688760807	0.609375
NM_001178189.1	0.948839039748131	1.3137339055794	1.3115763546798	1.17314629258517	0.970394736842105	1.026735218509	1.13994800693241	1.21485859012241	1.07668944570995	0.966164030893711	1.00864661654135	1.17138425746413
NM_001178191.1	0.970760233918129	0.938202247191011	0.759550561797753	0.792746113989637	1.05396825396825	0.819951338199513	0.853107344632768	0.881720430107527	0.779443254817987	0.735436893203884	0.676165803108808	0.817258883248731
NM_001178192.2	0.766536964980545	0.683760683760684	1.07936507936508	0.702614379084967	1.06190476190476	0.693548387096774	0.942857142857143	0.664335664335664	0.644827586206897	0.742268041237113	0.647798742138365	0.920634920634921
NM_001178193.1	0.475638051044084	0.670886075949367	0.529292929292929	0.567567567567568	0.488607594936709	0.555012224938875	0.535632183908046	0.571788413098237	0.688311688311688	0.581508515815085	0.486425339366516	0.685096153846154
NM_001178194.1	0.773809523809524	1.02465753424658	0.940944881889764	0.929396662387676	0.816737288135593	0.786624203821656	0.981751824817518	0.949115044247788	0.77880658436214	0.88504326328801	1.01059602649007	1.01354679802956
NM_001178195.2	0.587280108254398	0.573991031390135	0.700797872340426	0.567765567765568	0.648255813953488	0.674324324324324	0.661935483870968	0.668348045397226	0.623465211459754	0.648541114058355	0.6484375	0.597435897435897
NM_001178196.2	0.727844482561464	0.722826086956522	0.682254697286013	0.821357285429142	0.695382882882883	0.813144329896907	0.643086816720257	0.728155339805825	0.939371804236669	0.798259923871669	0.73489932885906	0.727562400424854
NM_001178197.1	0.0877862595419847	0.16600790513834	0.12012012012012	0.119402985074627	0.171673819742489	0.115537848605578	0.0877862595419847	0.0950570342205323	0.0727272727272727	0.0825396825396825	0.0705128205128205	0.0730769230769231
NM_001178198.1	0.555555555555556	0.383333333333333	0.596153846153846	0.507246376811594	0.743589743589744	0.900709219858156	0.682242990654206	0.507142857142857	0.566433566433566	0.632075471698113	0.626168224299065	0.688888888888889
NM_001178199.2	0.16651904340124	0.230699364214351	0.207446808510638	0.234604105571848	0.16651418115279	0.241071428571429	0.17595818815331	0.18346957311535	0.225736095965104	0.223446893787575	0.173383317713215	0.224852071005917
NM_001178200.1	0.39124487004104	0.513201320132013	0.352094240837696	0.462962962962963	0.314720812182741	0.392712550607287	0.394160583941606	0.414110429447853	0.401076716016151	0.390625	0.351778656126482	0.464977645305514
NM_001178201.2	1.13492063492063	1.09036144578313	1.22857142857143	0.944099378881988	0.99581589958159	1.07777777777778	1.10265486725664	1.11295681063123	0.803788903924222	0.996396396396396	0.861878453038674	1.15650406504065
NM_001178202.2	0.617905207723815	0.74238683127572	0.659123055162659	0.721518987341772	0.496548061603824	0.6440329218107	0.71078114912847	0.736878453038674	0.793054571226081	0.649142224681793	0.697072072072072	0.750605326876513
NM_001178203.1	0.263657957244656	0.601063829787234	0.433766233766234	0.630208333333333	0.135983263598326	0.39945652173913	0.311659192825112	0.315634218289086	0.548309178743961	0.323353293413174	0.288801571709234	0.378947368421053
NM_001178204.1	0.170868347338936	0.172757475083056	0.17162471395881	0.148936170212766	0.137299771167048	0.2125	0.196629213483146	0.242914979757085	0.141975308641975	0.168269230769231	0.158620689655172	0.182795698924731
NM_001178205.1	0.124423963133641	0.0801526717557252	0.0522648083623693	0.0786026200873362	0.0514705882352941	0.105072463768116	0.0615384615384615	0.0562248995983936	0.0759493670886076	0.0484581497797357	0.104166666666667	0.0867579908675799
NM_001178208.1	0.06	0.156862745098039	0.212121212121212	0.0882352941176471	0.0851063829787234	0.0434782608695652	0.117647058823529	0.166666666666667	0.0731707317073171	0.152542372881356	0.0952380952380952	0.0833333333333333
NM_001178209.1	0.957998764669549	0.978964401294498	0.960603520536463	0.894899536321484	0.959237343852729	0.874225526641883	1.06368460955269	0.883970489604292	0.907702984038862	0.906944444444444	0.865234375	0.917385057471264
NM_001178210.1	0.316326530612245	0.414473684210526	0.376404494382022	0.324285714285714	0.29236276849642	0.359264497878359	0.307788944723618	0.365821094793057	0.276433121019108	0.327116212338594	0.333333333333333	0.413544668587896
NM_001178211.1	1.02229472539424	1.02416918429003	1.19054441260745	1.01769911504425	1.03844011142061	1.08409610983982	1.29400630914826	1.13793103448276	1.09878682842288	1.01079784043191	1.04603270745003	1.02145110410095
NM_001178212.1	0.446759259259259	0.495283018867925	0.581081081081081	0.423728813559322	0.4225	0.451271186440678	0.507042253521127	0.429577464788732	0.35515873015873	0.540469973890339	0.384937238493724	0.508235294117647
NM_001178213.1	0.128440366972477	0.0918367346938776	0.0588235294117647	0.0561797752808989	0.166666666666667	0.0883977900552486	0.0677966101694915	0.0694444444444444	0.111801242236025	0.181818181818182	0.108695652173913	0.0833333333333333
NM_001178215.2	0.621985815602837	0.667219917012448	0.693563009972801	0.712739383846794	0.594364351245085	0.590733590733591	0.690652818991098	0.589071856287425	0.669014084507042	0.581907090464548	0.506346967559944	0.684416601409554
NM_001178216.1	0.867253948967193	0.886029411764706	0.774220724515586	0.755905511811024	0.77774130006566	0.790587219343696	0.811408016443988	0.924714434060228	0.715277777777778	0.762191780821918	0.820135052179251	0.876207729468599
NM_001178217.1	0.463414634146341	0.719745222929936	0.572695035460993	0.611214953271028	0.592875318066158	0.452054794520548	0.633004926108374	0.572062084257206	0.739946380697051	0.631004366812227	0.68649885583524	0.606911447084233
NM_001178218.2	0.3743961352657	0.387580299785867	0.340823970037453	0.3875	0.372093023255814	0.448275862068966	0.387840670859539	0.403645833333333	0.48	0.388372093023256	0.307531380753138	0.438256658595642
NM_001178219.1	0	0.037037037037037	0	0.037037037037037	0.0555555555555556	0	0.0625	0.04	0.105263157894737	0.0476190476190476	0	0.04
NM_001178220.2	0.0326086956521739	0.024390243902439	0.0319148936170213	0.0606060606060606	0.078125	0.0689655172413793	0.0202020202020202	0.0675675675675676	0.0769230769230769	0.0614035087719298	0.102272727272727	0.0941176470588235
NM_001178221.1	0.55050505050505	0.48502994011976	0.626746506986028	0.59792027729636	0.575957727873184	0.58659217877095	0.646031746031746	0.586206896551724	0.536082474226804	0.597039473684211	0.548644338118022	0.497592295345104
NM_001178222.1	0.632850241545894	0.692307692307692	0.761904761904762	0.684615384615385	0.709424083769634	0.624129930394432	0.568232662192394	0.62227602905569	0.529680365296804	0.615212527964206	0.696385542168675	0.739690721649485
NM_001178223.1	0.0178571428571429	0.08	0.0338983050847458	0.0175438596491228	0.0441176470588235	0	0.037037037037037	0	0	0.06	0	0.0689655172413793
NM_001178224.1	0.576271186440678	0.805825242718447	0.663900414937759	0.994818652849741	0.6328125	0.643109540636042	0.697560975609756	0.728155339805825	0.618257261410788	0.658119658119658	0.713114754098361	0.657004830917874
NM_001178225.1	0.494444444444444	0.635220125786163	0.60427807486631	0.60952380952381	0.524539877300613	0.552346570397112	0.508591065292096	0.435672514619883	0.49002849002849	0.586206896551724	0.476190476190476	0.532110091743119
NM_001178226.1	0.166666666666667	0.511182108626198	0.428240740740741	0.437869822485207	0.11864406779661	0.242236024844721	0.168724279835391	0.205020920502092	0.238095238095238	0.209677419354839	0.246105919003115	0.29874213836478
NM_001178227.1	0.741935483870968	0.606029106029106	0.438905180840665	0.547474747474747	0.609421000981354	0.732536764705882	0.554612937433722	0.667828106852497	0.846567967698519	0.508637236084453	0.633333333333333	0.705263157894737
NM_001178230.1	0.135135135135135	0.0974025974025974	0.0650406504065041	0.0710059171597633	0.0679611650485437	0.112903225806452	0.0838709677419355	0.0769230769230769	0.155844155844156	0.0306122448979592	0.0977011494252874	0.0980392156862745
NM_001178236.1	0.0128755364806867	0.0779816513761468	0.104895104895105	0.174528301886792	0.0666666666666667	0	0.0628571428571429	0.096	0.0677966101694915	0.0512820512820513	0.0909090909090909	0.146067415730337
NM_001178239.1	4.04426705370102	0.586826347305389	0.517045454545455	0.550295857988166	3.70690858339149	4.29684055841293	2.89144050104384	3.03422982885086	2.22844827586207	3.87786259541985	3.62367864693446	3.33731343283582
NM_001178241.1	0.830065359477124	0.997626582278481	1.22311827956989	1.05324459234609	0.785098039215686	0.989603024574669	1.08687615526802	1.02922940655447	0.802930402930403	1.03169307756464	0.970915312232677	1.1078167115903
NM_001178242.1	1.20919747520289	1.61762813639288	1.25219034530149	1.30294396961064	1.06313672922252	1.07092807092807	1.29882955376737	1.3974025974026	1.02640901771337	1.32555014278515	1.17664897649735	1.33877551020408
NM_001178243.1	0.809906690490371	1.03672876205575	1.36381288614298	0.875120656370656	0.832056892778993	0.763028030003948	0.878567787971458	0.863855145542058	0.664099063962558	0.801677406157308	0.901965113711636	0.896657467034652
NM_001178244.1	1.89770240700219	1.69506493506494	1.61275026343519	1.85017026106697	1.97234273318872	1.39152328997063	1.72657054582904	1.76366742596811	1.72737127371274	1.82393669634026	1.82719836400818	1.66372503483511
NM_001178245.1	0.151940545004129	0.162891986062718	0.158600148920328	0.173986486486486	0.15238954012624	0.21594427244582	0.135294117647059	0.120879120879121	0.200612557427259	0.214222222222222	0.191875540190147	0.151736745886654
NM_001178246.1	0.546261089987326	0.734530938123752	0.6284046692607	0.595744680851064	0.658208955223881	0.68107302533532	0.657608695652174	0.647727272727273	0.591836734693878	0.562998405103668	0.571644042232277	0.576751117734724
NM_001178247.1	1.96241830065359	1.78301533857089	1.2257174392936	1.55764163372859	1.90851735015773	1.66610398379473	1.69823036324123	1.83205814843152	2.3828125	1.40681058072362	1.54356306892068	1.6952890076846
NM_001178248.2	0.479876160990712	0.486131386861314	0.465045592705167	0.5125	0.608084358523726	0.654781199351702	0.519877675840979	0.486187845303867	0.547140649149923	0.589018302828619	0.512465373961219	0.537777777777778
NM_001178249.1	0.711675126903553	0.619205298013245	0.557541899441341	0.538940809968847	0.631907308377897	0.671111111111111	0.595092024539877	0.574132492113565	0.597444089456869	0.599794238683128	0.563409563409563	0.523622047244094
NM_001178250.1	0.538699690402477	0.637630662020906	0.701550387596899	0.663299663299663	0.659863945578231	0.570967741935484	0.613970588235294	0.620795107033639	0.498327759197324	0.737051792828685	0.519354838709677	0.681208053691275
NM_001178251.1	0.541029207232267	0.3931330472103	0.334767025089606	0.377593360995851	0.465386852821408	0.529493407356003	0.395138888888889	0.419152276295133	0.47951176983435	0.370795107033639	0.375	0.406298003072197
NM_001178253.1	0.888888888888889	1.26190476190476	0.98	0.798165137614679	1	1.38888888888889	0.815533980582524	0.893939393939394	1.69444444444444	0.631578947368421	0.721311475409836	0.8125
NM_001178254.2	0.135211267605634	0.272984441301273	0.272340425531915	0.216535433070866	0.238636363636364	0.236959761549925	0.2	0.215025906735751	0.285496183206107	0.213025780189959	0.242343541944075	0.243279569892473
NM_001178255.1	0.766830870279146	0.866336633663366	0.590909090909091	0.761702127659574	0.701078582434515	0.903225806451613	0.866379310344828	0.790598290598291	0.967088607594937	0.777153558052434	0.795454545454545	0.932806324110672
NM_001178256.1	0.515864892528147	0.586620926243568	0.554054054054054	0.606611570247934	0.542857142857143	0.627620221948212	0.523584905660377	0.615568862275449	0.591882750845547	0.562770562770563	0.534939759036145	0.633928571428571
NM_001178257.1	2.10254890337878	1.79391249207356	1.35476075398743	2.03835616438356	1.87069864442127	2.05537098560354	2.03001200480192	2.29301423027167	2.25648213034338	1.79050736497545	1.73295158771473	1.913813459268
NM_001178258.1	0.432525951557093	0.513636363636364	0.543325526932084	0.422222222222222	0.478599221789883	0.563279857397504	0.490842490842491	0.384615384615385	0.379426644182125	0.522765598650928	0.453225806451613	0.550413223140496
NM_001178259.1	0.234421364985163	0.347560975609756	0.380952380952381	0.348122866894198	0.213698630136986	0.373188405797101	0.390946502057613	0.270833333333333	0.231023102310231	0.347079037800687	0.4125	0.32
NM_001178260.1	0.501054852320675	0.345202769535114	0.308283518360376	0.38911704312115	0.469447138700291	0.6	0.329320722269991	0.414330218068536	0.417751479289941	0.445263157894737	0.510468594217348	0.465534465534466
NM_001178261.1	0.527659574468085	0.787456445993031	0.7	0.744604316546763	0.710084033613445	0.644144144144144	0.872340425531915	0.893877551020408	0.701694915254237	0.615969581749049	0.579124579124579	0.759493670886076
NM_001178262.1	1.17538081515027	1.5197773220041	1.62027768808524	1.47717359697587	1.16906622788976	1.1023930953315	1.27211509029691	1.1694393099199	1.39928756476684	1.34427797258527	1.33760683760684	1.45709459459459
NM_001178263.1	0.852112676056338	1.02264150943396	0.845153664302601	1.01931034482759	0.879671832269827	1.10459770114943	0.926910299003322	0.911483253588517	1.12404092071611	0.972151898734177	0.856334841628959	1.0126742712294
NM_001178264.1	1.66407766990291	1.5281173594132	1.6765625	1.33098591549296	1.54482253933407	1.54379438620223	1.51731078904992	1.76034172661871	1.38464175522797	1.39427722036418	1.40234375	1.59572752922209
NM_001178265.1	0.556603773584906	0.565217391304348	0.562790697674419	0.555023923444976	0.612334801762115	0.491525423728814	0.6	0.497991967871486	0.470802919708029	0.464435146443515	0.706185567010309	0.513636363636364
NM_001178266.1	0.935023771790808	1.04090909090909	1.53846153846154	0.904867256637168	1.25968109339408	1.10291858678955	1.03186274509804	1.16252821670429	0.626760563380282	1.11802575107296	1.11286681715576	1.03281853281853
NM_001178267.1	1.68778427550357	1.94025956649719	1.82788534070908	1.57473841554559	1.40149094781683	1.30565371024735	1.91497130933751	1.97107151122425	1.28330301620204	1.4504126178036	1.54472685690524	1.68334869598222
NM_001178268.1	1.52448657187994	1.27836879432624	2.51851851851852	0.982229402261712	1.73234200743494	1.36034732272069	2.18266978922717	1.52256944444444	0.919191919191919	1.02503912363067	1.45436105476673	1.22466216216216
NM_001178269.1	0.248888888888889	0.259668508287293	0.218446601941748	0.147208121827411	0.232365145228216	0.235	0.292682926829268	0.19831223628692	0.121359223300971	0.311764705882353	0.282828282828283	0.208333333333333
NM_001178270.1	1.74642431466031	1.84132420091324	1.50306406685237	1.61392405063291	1.28446622629448	1.77781220948249	1.49966894725226	1.82620539362571	1.57985757884028	1.5435092724679	1.67597633136095	1.74660745127066
NM_001178271.1	0.416901408450704	0.576802507836991	0.472312703583062	0.517571884984026	0.55793991416309	0.477815699658703	0.516233766233766	0.531914893617021	0.366666666666667	0.536277602523659	0.452513966480447	0.51875
NM_001178272.1	1.04179635393508	0.941496598639456	0.896840747904578	0.967003367003367	0.796244784422809	1.09741248097412	1.0277932184547	1.03796728971963	0.942485078676072	0.837879567678847	0.866011381272633	0.915441176470588
NM_001178273.1	0.697777777777778	0.754464285714286	0.607661822985469	0.665610142630745	0.639502762430939	0.858784893267652	0.752411575562701	0.721633888048411	0.814285714285714	0.754946727549467	0.625	0.745508982035928
NM_001178274.1	1.4127358490566	1.09939148073022	1.41935483870968	1.05791505791506	1.64021164021164	1.12811387900356	1.68681318681319	1.43023255813953	1.25477707006369	1.28663793103448	1.20164609053498	1.22929936305732
NM_001178275.1	0.982737361282367	0.843085106382979	0.691046658259773	0.749058971141782	0.800636267232238	0.850909090909091	0.852008456659619	0.917840375586854	0.865853658536585	0.764635603345281	0.784780023781213	0.877525252525252
NM_001178276.1	0.70697012802276	0.953034682080925	1.09142394822006	0.824706694271912	0.741286863270778	0.683322517845555	0.914685314685315	0.809067688378033	0.701641266119578	0.817107093184979	0.957757920389927	0.898208469055375
NM_001178277.1	0.9504	1.09042553191489	0.836538461538462	1.08241082410824	0.752100840336134	0.858887381275441	0.745305164319249	0.924242424242424	0.99406528189911	1.00278940027894	0.834333733493397	0.860727728983689
NM_001178278.1	0.656529516994633	0.873857404021938	1.05376344086022	0.954091816367265	0.718106995884774	0.702608695652174	1.02335456475584	0.777391304347826	0.649122807017544	0.761061946902655	0.858974358974359	0.851694915254237
NM_001178279.1	1.46444662095984	1.7998046875	1.79488	1.71079365079365	1.392138063279	1.44736842105263	1.47775628626692	1.52919618861471	1.40379078694818	1.55639666919001	1.43982169390788	1.65190683388789
NM_001178280.1	0.521379980563654	0.606427818756586	0.721948212083847	0.605303416624171	0.585181179015684	0.512833417211877	0.553191489361702	0.612068965517241	0.508102955195424	0.545705098759761	0.593082400813835	0.519714964370546
NM_001178281.1	1.01671511627907	0.925657298277425	0.957407407407407	0.856329391151993	1.12622149837134	1.03384731101918	1.02166377816291	0.916378979670119	0.859409594095941	0.978358881875564	0.897542690545606	0.895380971180418
NM_001178282.1	0.647744551444501	0.553035844915874	0.562800274536719	0.575757575757576	0.626887481734048	0.662352279122116	0.601298701298701	0.604281767955801	0.662441627751835	0.563025210084034	0.544191217342968	0.553296703296703
NM_001178283.1	0.5	0.2	0.458333333333333	0.275862068965517	0.375	0.416666666666667	0.125	0.588235294117647	0.636363636363636	0.3	0.157894736842105	0.19047619047619
NM_001178284.1	0	0	0	0	0	0	0.4	0	0.333333333333333	0	0.375	0.125
NM_001178285.1	0.927272727272727	1.27491300221449	1.78857951864087	1.2796556122449	0.941538461538462	0.947674418604651	1.20497803806735	1.18077276908924	1.14321482223335	1.16597337770383	1.31675392670157	1.1839908952959
NM_001178286.1	0.468809073724008	0.639514731369151	0.818181818181818	0.642123287671233	0.542801556420233	0.494736842105263	0.751662971175166	0.598566308243728	0.553119730185497	0.606185567010309	0.574837310195228	0.587096774193548
NM_001178287.1	2.7895	2.97102076124567	2.66481164383562	2.69825840421223	2.75050100200401	2.13195057369815	2.97220956719818	2.90252525252525	3.23887711864407	2.29439621152328	2.68421052631579	2.59014321819714
NM_001178289.1	0.0427350427350427	0.16793893129771	0.122950819672131	0.0875912408759124	0.0833333333333333	0.0754716981132075	0.048	0.0495867768595041	0.0970873786407767	0.074468085106383	0.0517241379310345	0.0826446280991736
NM_001178290.1	0.992805755395683	1.09293680297398	1.12045889101338	1.06954887218045	0.889460154241645	0.924846625766871	1.13182199832074	1.06436781609195	0.886590584878745	1.02441150828248	0.936851211072664	1.10961538461538
NM_001178291.1	2.56154910096819	2.16413916146298	1.91614066726781	1.8718152866242	3.10350318471338	1.78730158730159	2.78080568720379	2.67215189873418	2.62694877505568	2.10423116615067	2.46867469879518	1.91587901701323
NM_001178292.1	0.176	0.123255813953488	0.189010989010989	0.15136476426799	0.167434715821813	0.173563218390805	0.227112676056338	0.145933014354067	0.1438127090301	0.225039619651347	0.190095846645367	0.143727161997564
NM_001178294.1	0.945113788487282	0.597339782345828	0.680907877169559	0.584637268847795	0.997126436781609	0.964102564102564	0.692597239648683	0.725563909774436	0.778181818181818	0.604651162790698	0.729761904761905	0.751912568306011
NM_001178295.1	0.485257985257985	0.522	0.459605026929982	0.432246998284734	0.437900128040973	0.427446569178853	0.395061728395062	0.486902927580894	0.431322207958922	0.469182389937107	0.496433666191155	0.554093567251462
NM_001178296.2	0.533232169954477	0.520594193112762	0.596991290577989	0.495110821382008	0.485001485001485	0.588650208400128	0.516936222154409	0.520478890989288	0.532218091697646	0.543029533185138	0.554045307443366	0.582605775688381
NM_001178297.2	0.477955911823647	0.640046296296296	0.657502863688431	0.575482406356413	0.479120879120879	0.461759082217973	0.474973375931842	0.455465587044534	0.432203389830508	0.458171206225681	0.6	0.482456140350877
