Gene	wt_ribo_YPD1	wt_ribo_YPD2	wt_ribo_YPD3	ncs2d_ribo_YPD1	ncs2d_ribo_YPD2	ncs2d_ribo_YPD3	elp6d_ribo_YPD1	elp6d_ribo_YPD2	elp6d_ribo_YPD3	ncs2d_elp6d_ribo_YPD1	ncs2d_elp6d_ribo_YPD2	ncs2d_elp6d_ribo_YPD3
NM_001178178.1	19.8173201297982	18.149472455334	18.754407052006	18.6707763909648	20.6627109972733	22.0095038457574	27.9909779268693	26.4918232625949	31.2869981168207	27.4060567661585	30.3898572596769	27.6663516047634
NM_001178179.1	6.93317322325303	6.59980816557599	7.4145330205605	6.52508102244789	6.67564509142677	4.776255966528	6.27156345059573	6.70512648333668	6.39396985323915	5.86779552927826	6.06403115044011	7.17791993775977
NM_001178180.1	831.749681016255	858.158389529478	841.892186334567	994.719529729012	964.598926925019	1001.20652098354	904.821564777527	902.891296555189	892.300220101549	1119.09215676623	1080.72187342039	1075.36390834535
NM_001178181.1	136.294630280449	139.329283495493	139.443066386676	207.18747365337	218.8340038542	215.964222486523	208.479972389277	206.67566336873	206.531433997346	270.05666012396	258.244085199777	256.17508438063
NM_001178182.1	0.577764435271086	0.488874678931555	1.43306100397388	0.516838100787952	0.572198150693724	0.322719997738378	0.462115201622843	0.591628807353236	0.372464263295484	0.897427551536676	0.557612059810585	0.766573973935509
NM_001178183.1	13701.9724646714	13028.5713028608	13280.4255518266	12575.2524350343	12845.4670176403	13423.3446739292	13286.208145401	13769.6345988734	13742.0069169097	11154.7483340466	11063.162669657	11213.6531563579
NM_001178184.1	17.564038832241	16.6828484185393	20.0628540556343	20.6089192689196	18.2467632498998	26.2048638163563	24.4921056860107	23.7966253624302	21.8512367800017	32.5144905210596	28.6473195727688	30.9417131297606
NM_001178185.1	17.6218152757681	18.6383471342655	17.8821090495871	14.2130477716687	12.8426696044591	13.8769599027503	20.0029865845316	19.195067971905	18.9336000508538	16.6369261477184	15.2646301373148	16.2374305388158
NM_001178186.1	41.1368277913013	49.6818892464192	44.8610401243997	46.8384528839082	46.856670784586	50.6670396449254	59.2167622650986	55.941790561956	54.0693955550611	61.8534681674509	56.1794150259164	61.8137377164361
NM_001178187.1	121.214978519874	118.002125627104	132.651603367843	138.57721577377	138.853417901677	159.875486879593	149.131177209429	162.63218548799	153.206966968876	170.373169014809	164.007647091788	160.980534526457
NM_001178188.1	47.7811187969188	50.6596386042823	48.2879251339024	50.3271100642268	47.0474035014839	58.0250555933604	44.9572074721652	46.1470469735524	48.420354228413	55.1572779752157	51.8579215623844	56.3083428127174
NM_001178189.1	139.299005343859	126.190776499208	124.427079345036	169.975130396638	182.976253077393	183.046782717208	173.425233523315	176.371121125415	187.535756569276	211.309671942597	222.696316386852	203.978365609931
NM_001178191.1	19.1817792510001	20.2882991756595	20.997459058226	19.5106383047452	20.8534437141713	23.4940158353539	20.0029865845316	17.1572354132438	19.9889154635243	23.0569847856346	23.5591095269972	21.3246941840242
NM_001178192.2	11.3819593748404	13.6273816752171	10.7168040297177	12.7917429945018	12.0797387368675	12.0697279154153	14.2595547929334	13.5417260349741	14.4019515140921	16.5678932591386	14.2191075251699	14.983036763285
NM_001178193.1	11.8441709230573	11.7941016292238	14.1436890392204	15.0529096854491	14.4321089119417	13.6833279041072	15.7779333125514	14.1333548423273	17.6920525065355	18.2937154736322	18.2617949587966	16.0980534526457
NM_001178194.1	41.3101571218826	47.1152971820286	46.169487128028	52.1360434169847	54.5495570328016	48.8598076575905	47.2677834802794	50.1569755567243	51.0896814486973	51.6366006576487	49.9759808605237	50.4545051935735
NM_001178195.2	25.0749764907651	27.2547633504342	31.0911930862159	33.1422432130274	33.6961133186304	29.4966077932878	32.2820476562243	32.7367940068791	28.928057782616	35.3448389528291	36.7326944400223	32.4051725345465
NM_001178196.2	73.5494126100092	75.4700285600588	78.631434218045	77.5257151181928	76.2930867591631	83.0035834183109	96.9121594260476	100.774106852501	85.0460067858022	110.176490173272	113.892263216312	114.707341917986
NM_001178197.1	1.3288582011235	2.44437339465777	1.80690300501054	1.48590953976536	1.58943930748257	1.29087999095351	1.71642789174199	1.44620375130791	1.17947016710237	2.89938132034926	2.78806029905292	2.23003337872148
NM_001178198.1	4.91099769980423	5.31651213338066	7.91298902194272	4.71614766969006	4.51400763325049	5.22806396336173	4.42310264410435	4.40434778807409	5.77319608108001	4.76326931200235	4.32149346353203	4.87819801595324
NM_001178199.2	10.8619713830964	11.1218989456929	13.4583120373199	13.0501620448958	12.8426696044591	13.3606079063689	14.7216699945563	12.1612588178165	14.1536420052284	17.534353699255	13.591793957883	16.7252503404111
NM_001178200.1	16.5240628487531	15.1551150468782	18.1313370502782	17.4432859015934	17.1659445208117	19.2341118652073	18.1545257780403	17.551654618146	19.3681416913652	21.4692283483005	18.7497055111309	20.9065629255139
NM_001178201.2	41.3101571218826	43.6320650946412	48.3502321340752	40.2487670988618	42.5969734405328	38.3391357313193	36.5071009282046	30.7646979823683	35.3220276358551	37.4848584988011	35.9659778577827	31.7779756467811
NM_001178202.2	61.0119243646267	57.1372281001254	58.5062731622379	71.1298436209419	67.8372696433559	72.2247354938491	77.4373045005135	81.3818292781451	76.9759477477334	62.2676654989293	64.9618049679331	63.5559512935622
NM_001178203.1	6.41318523150905	3.97210676631888	9.15912902539826	8.98006200119067	6.80280023602538	14.6514878973224	10.6946660947001	9.66327052010286	11.1739278988645	23.4021492285333	23.2803034970919	25.2969411398718
NM_001178204.1	3.52436305515362	3.66656009198666	5.29609501468607	4.52233338189458	3.81465433795816	2.96902397919308	4.62115201622843	4.53582085637481	4.22126165068216	3.5897102061467	5.22761306072423	3.90255841276259
NM_001178205.1	1.55996397523193	0.855530688130221	1.80690300501054	1.0336762015759	0.890086012190237	1.16179199185816	0.72618103112161	1.64341335375899	1.17947016710237	1.44969066017463	1.04552261214485	1.25439377553083
NM_001178208.1	0.173329330581326	0.244437339465777	0.124614000345555	0.258419050393976	0.25431028919721	0.193631998643027	0.594148116372227	0.262946136601438	0.248309508863656	0.552263108637954	0.975821104668523	0.418131258510278
NM_001178209.1	89.6112639105454	89.1585195701423	87.9151772437888	90.6404819256871	83.7952402904808	84.4235514083598	86.2174933313476	87.3638538858279	79.2728107047222	83.5297951814906	79.8779275678663	80.6993328924836
NM_001178210.1	14.3285579947229	14.9717870422789	15.8259780438854	15.828166836631	17.4202548100089	14.0060479018456	15.0517522814297	16.631343140041	17.8162072609673	21.7453599026194	18.6800040036546	15.8192992803055
NM_001178211.1	108.619713830964	113.907800191052	118.071765327413	132.504368089511	127.981653038496	122.762687139679	111.237730676356	113.526994477671	100.503273712565	117.010746142667	115.843905425649	112.198554366925
NM_001178212.1	11.150853600732	10.3274775924291	13.2713910368016	11.6288572677289	11.6346957307724	11.5533759190339	13.6654066765612	12.0955222836662	13.4087134786374	14.4969066017463	11.9886592859276	12.1954950398831
NM_001178213.1	0.80887020937952	0.733312018397332	0.996912002764437	0.516838100787952	0.635775722993026	1.16179199185816	1.05626331799507	0.657365341503596	0.682851149375055	0.621295997217698	0.348507537381615	0.348442715425231
NM_001178214.1	0.0577764435271086	0.0611093348664443	0.186921000518332	0.129209525196988	0.127155144598605	0.193631998643027	0.198049372124076	0.0657365341503596	0	0.0690328885797443	0	0.0696885430850463
NM_001178215.2	50.6699409732742	55.426166723865	47.6648551321746	60.1470339791979	50.0355493995512	49.0534396562335	47.13575056553	47.1988315199582	54.2556276867089	55.5024424181144	53.3216532193872	59.6533928807996
NM_001178216.1	164.951746269895	144.768014298607	114.084117316355	102.010920143022	113.231656265058	86.4244153943377	91.8288922081964	87.8240096248804	90.0742743402913	66.5477045908735	64.0556853707409	60.21090122548
NM_001178217.1	12.0752766971657	14.2384750238815	12.3367860342099	16.603423987813	16.4030136532201	17.8141438751585	19.0787561812859	19.7209602451079	17.4437429976719	23.4021492285333	22.5135869148524	22.7881535888101
NM_001178218.2	8.95534874670183	9.77749357863109	9.71989202695326	11.9518810807214	9.85452370639191	11.6179199185816	11.0247483815735	9.66327052010286	11.2360052760804	12.4949528329337	12.6856743606908	12.9620690138186
NM_001178219.1	0	0.0611093348664443	0	0.129209525196988	0.0635775722993026	0.129087999095351	0.132032914749384	0	0.0620773772159141	0.0690328885797443	0	0.0696885430850463
NM_001178220.2	0.173329330581326	0.305546674332222	0.373842001036664	0.129209525196988	0.317887861496513	0.322719997738378	0.462115201622843	0.591628807353236	0.496619017727312	0.138065777159489	0.209104522428969	0.278754172340185
NM_001178221.1	25.1905293778193	26.6436700017697	26.1689400725665	26.2941383775871	25.9396494981155	23.4940158353539	23.9639740270131	22.6133677477237	19.2439869369334	22.3666558998371	21.8862733475655	24.042547364341
NM_001178222.1	15.1374282041025	16.5606297488064	16.7605830464771	16.4096097000175	16.3394360809208	14.9742078950608	18.1545257780403	18.9978583694539	17.8162072609673	18.638879916531	18.9588100335599	18.6068410037074
NM_001178223.1	0.0577764435271086	0.183328004599333	0	0.129209525196988	0	0	0.198049372124076	0	0.248309508863656	0.276131554318977	0.139403014952646	0.0696885430850463
NM_001178224.1	7.85759631968677	9.89971224836398	11.3398740314455	9.23848105158464	9.53663584489539	9.61705593260367	10.1665344357025	11.4381569421626	8.44252330136431	11.4594595042376	11.1522411962117	13.3802002723289
NM_001178225.1	10.2842069478253	10.449696262162	9.53297102643493	9.56150486457711	9.47305827259609	11.1015679222002	12.3450775290674	11.1752108055611	10.801463635569	13.9446434931083	15.752540689649	13.3802002723289
NM_001178226.1	1.90662263639458	1.71106137626044	2.42997300673832	2.64879526653825	3.11530104266583	2.9044799796454	4.29106972935497	5.19318619787841	5.89735083551184	11.0452621727591	12.8947788831198	10.3139043765869
NM_001178227.1	41.1946042348284	37.9488969520619	49.6586791377035	33.7882908390124	36.557104072099	40.598175715488	34.9887224085867	39.9678127634186	41.5918427346624	40.2461740419909	31.2959768568691	37.7711903520951
NM_001178230.1	0.866646652906629	0.42776534406511	0.872298002418882	0.839861913780422	0.508620578394421	0.774527994572108	0.396098744248151	1.11752108055611	0.931160658238711	1.03549332869616	1.11522411962117	0.836262517020556
NM_001178235.1	0	0	0	0	0	0	0	0	0	0	0	0.0696885430850463
NM_001178236.1	0.173329330581326	0.611093348664443	0	0.710652388583434	0.762930867591631	0.774527994572108	0.528131658997535	1.11752108055611	1.61401180761377	1.17355910585565	2.09104522428969	2.57847609414671
NM_001178239.1	321.988119776576	324.612786810552	364.371337010402	89.4775961989142	78.8997672234345	33.3692477661483	100.60908103903	112.672419533716	69.4025077273919	6.76522308081494	6.3428371803454	6.48103450690931
NM_001178241.1	58.7008666235423	61.1704442013108	65.2354291808979	75.975200815829	73.8771390117896	70.7402235042525	81.6623577724938	74.6109662606581	76.541406107222	87.0504724990575	95.142557705181	88.2256955456686
NM_001178242.1	464.869264619116	484.65813482577	466.617124293929	458.823023974504	478.866274558347	411.403453116885	520.935865143693	510.11550500679	509.034493170495	520.715078557011	508.054287994919	478.063405563418
NM_001178243.1	471.398002737679	464.736491659309	481.695418335741	445.449838116616	479.247739992143	439.609180919219	517.436992902835	537.067484008438	544.542752937998	541.701076685253	538.513846762072	505.451002995841
NM_001178244.1	200.42648259554	222.254650909258	206.61001257293	216.61976899275	196.89974141094	205.701726558442	243.468694797864	234.942373053385	222.361165187404	225.254315435706	213.356314385025	227.184650457251
NM_001178245.1	10.630865608988	10.3274775924291	17.3836530482049	11.8872763181229	9.09159283880027	16.910527881491	15.9099662273007	14.5935105813798	10.3048446178417	12.9091501644122	14.8464210924568	14.3558398755195
NM_001178246.1	24.9016471601838	26.9492166761019	28.4742990789592	23.4515288232533	25.3674513474217	24.3330878294737	23.3038094532662	24.9141464429863	24.0239449825587	25.4041029973459	22.5135869148524	21.4640712701943
NM_001178247.1	346.947543380287	369.711475941988	307.485045852656	353.388051413762	304.47299374136	334.660637654698	305.458148272699	312.117064145907	314.980611993548	329.010746971061	309.614096209827	329.557120249184
NM_001178248.2	17.9106974934037	21.1438298637897	25.172028069802	21.965619283488	22.3793054493545	22.8485758398772	23.3698259106409	24.322517635633	22.5340879293768	22.9879518970548	21.3286612877549	22.8578421318952
NM_001178249.1	40.5012869125031	43.326518420309	47.0417851304469	37.5999718323235	34.7133544754192	36.209183746246	38.4875946494454	35.6292015094949	33.0251646788663	38.7274504932365	34.7810522306852	36.168353861139
NM_001178250.1	10.0531011737169	11.8552109640902	11.0283390305816	10.7889953539485	12.9062471767584	9.61705593260367	12.213044614318	10.5835819982079	12.6017075748306	12.6330186100932	12.6159728532145	13.7286429877541
NM_001178251.1	44.9500730640905	48.8874678931555	47.5402411318291	36.7601099185431	33.9504236078276	35.4991997512216	32.0179818267255	35.6949380436452	32.8389325472185	31.6170629695229	32.5506039914429	31.7082871036961
NM_001178253.1	5.54653857860243	6.17204282151088	6.23070001727773	5.4268000582735	3.75107676565885	3.93718397240821	4.75318493097781	5.78481500523164	4.8420354228413	7.31748618945289	6.83074773267966	6.06290324839903
NM_001178254.2	5.54653857860243	8.98307222536732	9.90681302747159	10.6597858287515	10.5538770016842	12.0697279154153	10.3645838078266	11.9640492153654	11.2360052760804	13.3233474958906	13.382689435454	11.4986096090326
NM_001178255.1	26.9815991271597	27.8047473642322	27.9135360774042	25.9711145645946	23.523701750742	24.6558078272121	27.3968298104971	27.609344343151	29.3005220459114	24.1615110029105	21.7468703326128	24.9484984244466
NM_001178256.1	29.1193275376627	30.1880114240235	31.7142630879436	28.6845145937313	32.6788721618415	33.8855997625297	25.7464183761298	29.1870211627596	30.8524564763093	23.6092478942725	25.7198562587632	25.575695312212
NM_001178257.1	204.933045190654	219.260293500802	231.283584641349	218.493307108107	225.382493801028	207.831678543516	216.666013103739	218.836922186547	201.254856933993	195.294041792097	195.373325456134	207.393104221098
NM_001178258.1	14.4441108817771	15.0328963771453	19.6890120545976	17.3140763763964	14.9407294903361	14.522399898227	20.4651017861545	18.471966096251	20.6717666128994	15.6014328190222	16.170749734507	14.5649055047747
NM_001178259.1	4.56433903864158	4.76652811958266	6.41762101779606	6.13745244685693	5.78555907923654	4.5180799683373	6.66766219484388	8.67722250784746	5.95942821272775	7.86974929809085	7.80656883734819	7.10823139467472
NM_001178260.1	27.4438106753766	29.5769180753591	32.5242540901898	24.7436240752232	25.3674513474217	22.7840318403295	27.9249614694947	33.6571054849841	28.928057782616	24.0924781143308	25.1622441989526	26.4119578292325
NM_001178261.1	7.16427899736147	10.3274775924291	8.90990102470716	13.2439763326913	13.9234883335473	13.3606079063689	10.6946660947001	11.3066838738618	11.1739278988645	15.6014328190222	15.1252271223621	14.4255284186046
NM_001178262.1	164.951746269895	173.672729690435	175.082670485504	268.497393359341	241.340464448153	278.894622045506	278.391400749076	267.481957457813	267.739727932237	358.073593063134	349.762164516189	354.017798872035
NM_001178263.1	48.936647667461	58.9705081461188	59.877027166039	54.0741862949395	48.4461100920686	56.7341756024069	50.7006392637633	49.7625563518222	49.5998243955153	56.1237384153321	49.836577845571	51.4998333398492
NM_001178264.1	247.57206051366	258.003611806128	284.431455788728	243.495350233724	248.90619555177	260.693214173062	247.693748069844	235.994157599791	245.764336397804	215.727776811701	224.369152566284	210.73815428918
NM_001178265.1	6.81762033619881	8.49419754643576	7.22761202004217	9.10927152638765	7.88361896511352	8.32617594165016	7.3278267685908	9.00590517859926	7.01474362539829	8.07684796383008	8.43388240463509	8.08387099786537
NM_001178266.1	34.0881016809941	33.7934621811437	44.7364261240541	27.198605053966	32.7424497341408	28.7220797987157	34.3945742922145	32.4081113361273	33.211396810514	31.6170629695229	32.0626934391086	28.5026141217839
NM_001178267.1	2101.0403688633	2090.91700179026	1979.92954449034	2134.47675149164	2165.96073309264	1958.00677027829	1960.88683340047	1953.62405841454	1927.25425304527	2002.16086747832	2026.78043439652	1908.8388836425
NM_001178268.1	55.7542680036598	56.9539000955261	58.5685801624107	60.2116387417964	55.7575309064884	52.8615356295464	43.2407795804232	47.1330949858078	45.0060984815377	49.7727126659956	52.1367275922897	42.3706341957081
NM_001178269.1	3.23548083751808	3.42212275252088	2.92842900812053	3.10102860472771	2.98814589806722	1.61359998869189	3.49887224085867	3.68124591242014	2.48309508863656	3.24454576324798	3.13656783643454	2.02096774946634
NM_001178270.1	338.627735512383	368.367070574926	357.455259991223	438.989361856767	426.224044694525	400.947325190161	428.5788412765	465.480398318696	439.445753311456	556.750246395638	564.164001513359	568.658511573978
NM_001178271.1	8.55091364201207	7.94421353263776	8.72298002418882	10.2721572531605	9.53663584489539	7.80982394526875	11.2227977536976	10.6493185323582	10.3048446178417	12.7020514986729	10.1067185840668	11.2895439797775
NM_001178272.1	135.370207184015	139.940376844158	134.770041373717	119.454206044615	112.977345975861	112.112927214313	107.474792605998	110.042958167702	108.200868487338	95.5415177943661	96.9547968995654	100.072747870126
NM_001178273.1	27.2127049012681	28.2936220431637	32.5865610903625	30.2350288960952	30.3265019867673	33.1110717679576	32.7441628578472	29.9101230384136	30.9145338535252	34.9996745099303	32.0626934391086	29.2691880957194
NM_001178274.1	34.608089672738	37.8877876171955	39.5026381095408	39.6673242354753	39.1002069640711	38.1455037326763	39.411825052691	38.39013594381	35.9428014080142	37.4158256102214	39.8692622764568	38.1893216106054
NM_001178275.1	46.0478254911055	46.1375478241655	43.7395141212897	52.0714386543862	49.7176615380546	45.8262396788497	42.2505327198028	43.3861125392373	43.1437771650603	43.7668513595579	38.1964260970251	41.6040602217726
NM_001178276.1	57.4297848659459	67.5869243622874	65.6092711819345	84.5030294788301	80.5527841032164	77.2591674585677	77.5693374152629	77.5033737632739	68.4713470691532	91.0543800366827	94.0273335855598	83.2778089866303
NM_001178277.1	34.3192074551025	32.8157128232806	39.440331109368	41.0240242500437	34.9040871923171	43.2444796969427	47.4658328524034	45.6868912344999	42.585080770117	56.6069686353903	54.576280353961	61.3259179148407
NM_001178278.1	21.2039547744489	21.3271578683891	25.172028069802	31.1394955724741	28.4191748177883	26.269407815904	28.3870766711175	26.4260867284445	24.9551056407975	32.9977207411178	34.1537386633983	33.3111235946521
NM_001178279.1	431.936691808664	443.653771130386	435.21439620685	394.864309001995	397.932025021335	377.64694135345	407.189509087099	382.192209550191	400.647392551509	381.682840957406	390.955755434696	375.551558685314
NM_001178280.1	61.9941239045875	66.1203003254928	63.4908331760601	68.8686769299946	76.7381297652583	68.8039035178222	78.4275513611339	76.6487988193193	67.91265067421	79.4568547552857	81.6204652547743	82.72030064195
NM_001178281.1	161.65848898885	169.028420240585	171.281943474965	152.338030207249	151.886820223034	150.322974946537	143.255712503081	141.662231094025	140.791491525693	140.965158479838	144.142717461036	136.241101731266
NM_001178282.1	73.8382948276448	78.6477139731139	73.3353392033589	59.8240101662054	55.6303757618898	64.0921915508419	66.3465396615653	64.356066933202	62.5119188564255	52.1888637662867	57.1552361305849	48.9910457887875
NM_001178283.1	0.173329330581326	0.183328004599333	0.311535000863887	0.129209525196988	0.635775722993026	0.45180799683373	0.198049372124076	0.197209602451079	0.248309508863656	0.345164442898721	0.766716582239554	0.55750834468037
NM_001178284.1	0	0	0	0.129209525196988	0	0.193631998643027	0	0.197209602451079	0.0620773772159141	0	0	0
NM_001178285.1	100.184353076006	112.196738814792	101.560410281627	159.509158855682	163.20362809231	147.353950967344	185.044130021261	198.392860065785	193.743494290868	278.202540976369	264.168713335264	279.660123400291
NM_001178286.1	14.3285579947229	17.049504427738	17.5705740487232	21.9010145208895	21.2349091479671	21.1704318516376	19.4088384681594	17.4201815498453	16.9471239799445	25.4731358859256	25.0925426914763	26.1332036568924
NM_001178287.1	322.334778437739	335.490248416779	301.005117834687	421.481471192575	365.380308004092	394.686557234037	383.819683176458	439.185784658552	381.713792500656	474.186911654263	433.891884040111	464.265074032578
NM_001178289.1	0.288882217635543	0.549984013797999	0.498456001382218	0.387628575590964	0.381465433795816	0.645439995476757	0.462115201622843	0.394419204902157	0.620773772159141	1.51872354875437	1.04552261214485	0.836262517020556
NM_001178290.1	79.7314920674099	84.5753194551589	75.1422422083694	87.0872199827699	88.3092479237313	80.2281914377608	77.5693374152629	71.1926664848394	71.6372933071648	81.1826769697793	81.6901667622507	79.3055620307827
NM_001178291.1	107.001973412205	119.1020936547	105.236523291821	151.627377818665	134.212255123828	152.259294932967	134.607556586997	134.694158474087	125.830843616658	167.47378769446	148.115703387187	163.837764792944
NM_001178292.1	7.62649054557833	6.66091750044243	9.40835702608937	8.33401437520573	7.75646382051492	8.32617594165016	9.37433694720624	7.82264756389279	7.32513051147786	7.31748618945289	5.99432964296379	8.50200225637565
NM_001178294.1	40.7901691301387	42.4098783973124	46.8548641299285	35.6618289543687	36.8114143612962	41.4372477096078	36.0449857265817	40.2964954341704	42.7092355245489	34.1022469583937	35.5477688129248	28.641991207954
NM_001178295.1	22.8216951932079	20.899392524324	23.6766600656554	18.6061716283663	20.0905128465796	21.686783848019	24.6241386007601	22.8763138843251	23.5273259648314	18.0175839193133	17.8435859139387	17.5615128574317
NM_001178296.2	101.51321127713	99.7915438369036	114.395652317219	109.440467841849	105.030149438448	110.886591222907	112.888142110723	112.540946465416	107.704249469611	106.448714189966	105.109873274295	105.856896946185
NM_001178297.2	27.5593635624308	26.6436700017697	30.0942810834514	28.8137241189283	28.6099075346862	29.6256957923831	31.0937514234799	32.1451651995258	27.3140459750022	38.1751873845986	40.0086652914095	35.3320913441185
