##############################################
YHL039W-t26_1	wt_ssb1_flag_1_wt_1	wt_ssb1_flag_1_wt_2	wt_ssb1_flag_2_wt_1	wt_ssb1_flag_2_wt_2
30	0.7239480697630535	0.7074488993432246	0.0	0.0
31	0.0	0.0	1.244262043900808	1.4680077289967814
32	0.0	0.0	0.0	0.0
33	0.0	0.0	0.0	0.0
34	0.0	0.0	0.0	0.0
35	0.0	0.0	0.8295080292672053	0.9786718193311877
36	0.0	0.0	0.0	0.0
37	0.0	0.0	0.4147540146336027	0.3262239397770626
38	0.7784102181305492	0.5694199047614692	0.0	0.0
39	0.7239480697630535	0.4270649285711019	0.4147540146336027	0.24466795483279694
40	0.0	0.0	0.0	0.0
41	0.0	0.0	0.0	0.0
42	0.0	0.0	0.0	0.0
43	0.0	0.0	0.0	0.0
44	0.0	0.0	0.4147540146336027	0.48933590966559387
45	0.0	0.0	0.0	0.0
46	1.447896139526107	1.7082597142844076	0.4147540146336027	0.48933590966559387
47	0.7239480697630535	0.8541298571422038	1.244262043900808	1.4680077289967814
48	0.0	0.0	0.0	0.0
49	0.0	0.0	0.0	0.0
50	0.0	0.0	0.0	0.0
51	0.0	0.0	0.44595569279869934	0.4053015449668381
52	0.7784102181305492	1.7082597142844076	0.44595569279869934	0.9786718193311877
53	0.0	0.0	0.44595569279869934	0.9786718193311877
54	0.4826320465087023	1.7082597142844076	0.0	0.0
55	0.0	0.0	0.4147540146336027	0.9786718193311877
56	1.447896139526107	1.7082597142844076	1.244262043900808	1.4680077289967814
57	0.0	0.0	0.0	0.0
58	0.0	0.0	0.0	0.0
59	0.0	0.0	0.0	0.0
60	0.0	0.0	0.44595569279869934	0.9786718193311877
61	2.1718442092891608	2.562389571426612	2.0737700731680135	2.4466795483279697
62	0.0	0.0	0.0	0.0
63	0.0	0.0	0.0	0.0
64	0.7784102181305492	1.7082597142844076	0.44595569279869934	0.9786718193311877
65	0.7784102181305492	0.7074488993432246	0.0	0.0
66	1.5568204362610985	1.1388398095229384	0.0	0.0
67	0.0	0.0	0.8919113855973987	0.9786718193311877
68	0.7784102181305492	1.7082597142844076	0.0	0.0
69	0.0	0.0	0.0	0.0
70	0.7239480697630535	1.4148977986864493	0.4147540146336027	0.8106030899336762
71	0.7784102181305492	0.7074488993432246	0.0	0.0
72	0.36197403488152674	0.7074488993432246	0.20737700731680134	0.4053015449668381
73	0.0	0.0	0.8919113855973987	0.8106030899336762
74	0.0	0.0	0.8919113855973987	0.2796205198089108
75	0.0	0.0	0.44595569279869934	0.9786718193311877
76	0.7239480697630535	0.7074488993432246	0.0	0.0
77	0.7239480697630535	0.4270649285711019	1.244262043900808	0.7340038644983907
78	0.7784102181305492	1.7082597142844076	0.0	0.0
79	0.1447896139526107	0.12201855102031482	0.33180321170688215	0.2796205198089108
80	0.7784102181305492	1.7082597142844076	1.337867078396098	2.936015457993563
81	0.7239480697630535	0.3416519428568815	0.4147540146336027	0.19573436386623752
82	0.0	0.0	0.8295080292672053	0.9786718193311877
83	1.447896139526107	1.4148977986864493	0.0	0.0
84	0.0	0.0	0.4147540146336027	0.19573436386623752
85	0.0	0.0	0.44595569279869934	0.3262239397770626
86	0.0	0.0	0.8295080292672053	1.9573436386623755
87	0.7239480697630535	0.8541298571422038	0.4147540146336027	0.48933590966559387
88	0.7784102181305492	1.7082597142844076	0.44595569279869934	0.9786718193311877
89	0.0	0.0	0.44595569279869934	0.4053015449668381
90	1.5568204362610985	1.7082597142844076	2.229778463993497	2.4466795483279697
91	0.36197403488152674	0.683303885713763	0.4147540146336027	0.7829374554649501
92	0.7784102181305492	0.8541298571422038	0.44595569279869934	0.48933590966559387
93	0.36197403488152674	0.5694199047614692	1.0368850365840068	1.6311196988853132
94	2.3352306543916477	5.124779142853224	0.44595569279869934	0.9786718193311877
95	3.6197403488152675	2.8470995238073464	1.244262043900808	0.9786718193311877
96	0.1447896139526107	0.2847099523807346	0.16590160585344108	0.3262239397770626
97	0.0	0.0	0.1382513382112009	0.48933590966559387
98	3.113640872522197	1.7082597142844076	0.44595569279869934	0.24466795483279694
99	0.4826320465087023	1.7082597142844076	0.4147540146336026	1.4680077289967814
100	0.7784102181305492	0.7074488993432246	0.8919113855973987	0.8106030899336762
101	0.0	0.0	0.8919113855973987	0.48933590966559387
102	0.0	0.0	1.337867078396098	2.936015457993563
103	2.895792279052214	2.277679619045877	2.488524087801616	1.9573436386623755
104	2.895792279052214	3.416519428568815	2.9032781024352188	3.425351367659157
105	1.447896139526107	2.277679619045877	1.244262043900808	1.9573436386623755
106	0.36197403488152674	0.8541298571422038	1.244262043900808	2.936015457993563
107	2.1718442092891608	1.7082597142844078	2.488524087801616	1.9573436386623755
108	1.447896139526107	0.683303885713763	2.488524087801616	1.174406183197425
109	0.4826320465087023	0.4555359238091754	0.2073770073168013	0.19573436386623755
110	0.7239480697630535	1.7082597142844076	0.311065510975202	0.7340038644983907
111	1.8098701744076338	2.1353246428555095	1.244262043900808	1.4680077289967814
112	0.0	0.0	1.6590160585344107	3.914687277324751
113	2.1718442092891608	2.562389571426612	2.9032781024352188	3.425351367659157
114	3.113640872522197	2.8297955973728985	0.44595569279869934	0.4053015449668381
115	2.1718442092891608	2.122346698029674	1.244262043900808	1.2159046349005143
116	0.7784102181305492	1.7082597142844076	0.8919113855973987	1.9573436386623755
117	0.7239480697630535	3.416519428568815	0.8295080292672053	3.914687277324751
118	0.7239480697630535	0.8541298571422038	0.8295080292672053	0.9786718193311877
119	0.7239480697630535	0.8541298571422038	1.244262043900808	1.4680077289967814
120	0.36197403488152674	0.4270649285711019	1.6590160585344107	1.9573436386623755
121	2.1718442092891608	2.562389571426612	2.0737700731680135	2.4466795483279697
122	0.0	0.0	1.244262043900808	0.9786718193311877
123	1.447896139526107	1.1388398095229384	2.9032781024352188	2.2835675784394383
124	4.670461308783295	5.124779142853224	0.8919113855973987	0.9786718193311877
125	1.5568204362610985	0.683303885713763	1.337867078396098	0.5872030915987125
126	0.24131602325435114	0.8541298571422038	0.8295080292672052	2.936015457993563
127	3.113640872522197	0.9761484081625186	3.121689849590896	0.9786718193311877
128	0.7239480697630535	1.7082597142844076	0.8295080292672053	1.9573436386623755
129	0.4826320465087023	0.3416519428568815	0.9677593674784063	0.6850702735318314
130	2.1718442092891603	6.367040094089021	1.6590160585344105	4.863618539602057
131	7.963428767393588	3.7581713714256963	4.562294160969629	2.1530780025286127
132	0.5791584558104428	1.7082597142844076	1.244262043900808	3.670019322491954
133	0.7239480697630535	1.1388398095229384	1.0368850365840068	1.6311196988853132
134	1.2065801162717558	2.8470995238073464	0.6912566910560045	1.6311196988853132
135	1.5568204362610985	0.8541298571422038	0.44595569279869934	0.24466795483279694
136	4.670461308783295	3.4165194285688156	2.229778463993497	1.6311196988853132
137	6.515532627867481	3.843584357139917	2.488524087801616	1.4680077289967814
138	3.6197403488152675	1.4235497619036732	5.8065562048704376	2.2835675784394383
139	1.447896139526107	1.464222612243778	2.2120214113792143	2.2369641584712863
140	0.7784102181305492	0.18980663492048974	1.7838227711947974	0.4349652530360834
141	6.227281745044394	6.83303885713763	1.7838227711947974	1.9573436386623755
142	2.3352306543916477	2.562389571426612	5.351468313584392	5.872030915987126
143	4.670461308783295	3.4165194285688156	3.121689849590896	2.2835675784394383
144	4.670461308783295	10.249558285706447	2.675734156792196	5.872030915987126
145	10.135272976682748	4.783127199996341	7.465572263404848	3.523218549592275
146	1.8098701744076338	3.537244496716123	2.2811470804848146	4.4583169946352195
147	1.447896139526107	2.277679619045877	1.244262043900808	1.9573436386623755
148	1.5568204362610985	3.416519428568815	2.229778463993497	4.8933590966559395
149	0.7239480697630535	0.5694199047614692	0.4147540146336027	0.3262239397770626
150	1.5568204362610985	1.4148977986864493	3.121689849590896	2.837110814767867
151	2.3352306543916477	2.122346698029674	1.7838227711947974	1.6212061798673525
152	3.113640872522197	3.416519428568815	0.8919113855973987	0.9786718193311877
153	0.0	0.0	0.0	0.0
154	1.5568204362610985	1.4148977986864493	0.8919113855973987	0.8106030899336762
155	0.7784102181305492	0.7074488993432246	0.44595569279869934	0.4053015449668381
156	1.5568204362610985	3.416519428568815	2.229778463993497	4.8933590966559395
157	0.7784102181305492	1.7082597142844076	3.121689849590896	6.850702735318314
158	0.7784102181305492	1.7082597142844076	0.44595569279869934	0.9786718193311877
159	4.3436884185783216	5.124779142853224	1.6590160585344107	1.9573436386623755
160	1.0859221046445804	2.122346698029674	0.8295080292672053	1.6212061798673525
161	2.3352306543916477	2.122346698029674	0.0	0.0
162	1.447896139526107	1.1388398095229384	2.0737700731680135	1.6311196988853132
163	3.113640872522197	2.277679619045877	2.675734156792196	1.9573436386623755
164	0.0	0.0	2.488524087801616	2.4318092698010285
165	1.447896139526107	1.7082597142844076	0.4147540146336027	0.48933590966559387
166	2.3352306543916477	5.124779142853224	1.337867078396098	2.936015457993563
167	1.447896139526107	1.7082597142844076	1.6590160585344107	1.9573436386623755
168	0.7784102181305492	1.7082597142844076	2.229778463993497	4.8933590966559395
169	2.895792279052214	3.416519428568815	0.4147540146336027	0.48933590966559387
170	0.24131602325435114	0.7074488993432246	0.0	0.0
171	0.0	0.0	0.8919113855973987	0.8106030899336762
172	0.7784102181305492	1.7082597142844076	1.337867078396098	2.936015457993563
173	2.1718442092891608	5.124779142853224	0.4147540146336027	0.9786718193311877
174	1.447896139526107	0.4880742040812593	1.244262043900808	0.4194307797133661
175	1.447896139526107	3.416519428568815	1.244262043900808	2.936015457993563
176	6.515532627867481	3.843584357139917	2.0737700731680135	1.2233397741639849
177	0.7784102181305492	0.3416519428568815	2.229778463993497	0.9786718193311877
178	0.24131602325435114	0.7074488993432246	0.5530053528448036	1.6212061798673525
179	0.12065801162717557	0.5694199047614692	0.34562834552800226	1.6311196988853132
180	0.7784102181305492	0.8541298571422038	1.337867078396098	1.4680077289967814
181	0.7239480697630535	0.7074488993432246	0.0	0.0
182	0.0	0.0	0.8919113855973987	1.9573436386623755
183	0.7784102181305492	0.7074488993432246	1.7838227711947974	1.6212061798673525
184	2.1718442092891608	5.124779142853224	4.977048175603232	11.744061831974252
185	2.1718442092891608	5.124779142853224	0.4147540146336027	0.9786718193311877
186	0.7239480697630535	0.8541298571422038	1.244262043900808	1.4680077289967814
187	3.892051090652746	3.537244496716123	1.7838227711947974	1.6212061798673525
188	3.892051090652746	3.537244496716123	10.256980934370086	9.321935534237278
189	3.113640872522197	2.8297955973728985	3.5676455423895947	3.242412359734705
190	7.005691963174942	6.367040094089021	1.337867078396098	1.2159046349005143
191	2.1718442092891608	2.2776796190458772	2.488524087801616	2.6097915182165004
192	2.533818244170687	1.9929696666651424	2.9032781024352188	2.2835675784394383
193	1.8098701744076338	4.270649285711019	2.488524087801616	5.872030915987126
194	7.784102181305492	8.541298571422038	8.919113855973988	9.786718193311879
195	2.1718442092891608	5.124779142853224	1.244262043900808	2.936015457993563
196	3.113640872522197	3.416519428568815	2.229778463993497	2.4466795483279697
197	0.36197403488152674	0.4270649285711019	1.0368850365840068	1.2233397741639849
198	0.0	0.0	1.244262043900808	0.7340038644983907
199	1.5568204362610985	1.4148977986864493	1.337867078396098	1.2159046349005143
200	0.0	0.0	0.44595569279869934	0.9786718193311877
201	0.7239480697630535	0.2847099523807346	1.244262043900808	0.48933590966559387
202	0.7784102181305492	0.8541298571422038	1.337867078396098	1.4680077289967814
203	0.0	0.0	0.0	0.0
204	0.7784102181305492	1.7082597142844076	1.7838227711947974	3.914687277324751
205	1.447896139526107	1.1388398095229384	2.488524087801616	1.9573436386623755
206	0.0	0.0	1.337867078396098	1.2159046349005143
207	0.0	0.0	1.337867078396098	0.9786718193311877
208	1.5568204362610985	0.8541298571422038	0.44595569279869934	0.24466795483279694
209	0.36197403488152674	0.5694199047614692	0.622131021950404	0.9786718193311877
210	1.5568204362610985	1.4148977986864493	0.8919113855973987	0.8106030899336762
211	0.0	0.0	0.44595569279869934	0.48933590966559387
212	0.0	0.0	2.229778463993497	1.6311196988853132
213	0.0	0.0	0.1382513382112009	0.24466795483279694
214	0.0	0.0	0.8919113855973987	0.8106030899336762
215	0.7784102181305492	1.7082597142844076	0.44595569279869934	0.9786718193311877
216	2.895792279052214	2.277679619045877	0.8295080292672053	0.6524478795541252
217	0.0	0.0	1.337867078396098	2.936015457993563
218	2.3352306543916477	2.122346698029674	0.8919113855973987	0.8106030899336762
219	3.113640872522197	2.277679619045877	3.121689849590896	2.2835675784394383
220	5.067636488341374	5.978908999995427	4.562294160969629	5.382695006321532
221	4.705662453459847	7.4024587618991	2.9032781024352188	4.5671351568788765
222	0.0	0.0	2.229778463993497	2.026507724834191
223	2.4131602325435115	8.541298571422038	1.1060107056896071	3.914687277324751
224	1.8098701744076338	5.694199047614693	1.1405735402424073	3.5884633375476884
225	1.8098701744076338	8.541298571422038	0.4147540146336027	1.9573436386623755
226	1.0859221046445804	1.0249558285706446	1.866393065851212	1.7616092747961376
227	2.3352306543916477	2.122346698029674	0.8919113855973987	0.8106030899336762
228	1.447896139526107	3.416519428568815	0.8295080292672053	1.9573436386623755
229	0.7784102181305492	0.4270649285711019	5.351468313584392	2.936015457993563
230	0.0	0.0	0.0	0.0
231	3.113640872522197	6.83303885713763	1.7838227711947974	3.914687277324751
232	1.447896139526107	0.8541298571422038	1.244262043900808	0.7340038644983907
233	1.5568204362610985	1.7082597142844076	0.8919113855973987	0.9786718193311877
234	1.447896139526107	0.8541298571422038	1.244262043900808	0.7340038644983907
235	0.7784102181305492	0.7074488993432246	1.337867078396098	1.2159046349005143
236	0.0	0.0	1.337867078396098	2.936015457993563
237	2.895792279052214	2.277679619045877	1.6590160585344107	1.3048957591082504
238	0.7239480697630535	0.4270649285711019	1.244262043900808	0.7340038644983907
239	4.3436884185783216	5.124779142853224	2.0737700731680135	2.4466795483279697
240	0.0	0.0	0.4147540146336027	0.4053015449668381
241	0.0	0.0	0.8295080292672053	0.8106030899336762
242	1.5568204362610985	1.1388398095229384	0.8919113855973987	0.6524478795541252
243	1.447896139526107	0.5694199047614692	0.0	0.0
244	1.447896139526107	1.7082597142844076	1.6590160585344107	1.9573436386623755
245	0.7784102181305492	1.7082597142844076	1.7838227711947974	3.914687277324751
246	1.447896139526107	0.3416519428568815	1.6590160585344107	0.39146872773247504
247	0.7784102181305492	0.5694199047614692	1.337867078396098	0.9786718193311877
248	0.7239480697630535	0.4270649285711019	1.6590160585344107	0.9786718193311877
249	0.9652640930174046	2.277679619045877	0.5530053528448036	1.3048957591082504
250	1.8098701744076338	4.270649285711019	0.4147540146336027	0.9786718193311877
251	0.0	0.0	2.0737700731680135	1.6311196988853132
252	0.0	0.0	0.8295080292672053	0.6524478795541252
253	0.36197403488152674	0.8541298571422038	0.20737700731680134	0.48933590966559387
254	0.7239480697630535	0.2847099523807346	0.4147540146336027	0.1631119698885313
255	1.0859221046445804	1.281194785713306	1.0368850365840068	1.2233397741639849
256	0.7239480697630535	1.7082597142844076	1.244262043900808	2.936015457993563
257	0.7784102181305492	0.7074488993432246	0.44595569279869934	0.4053015449668381
258	1.0859221046445804	2.562389571426612	0.8295080292672053	1.9573436386623755
259	0.7239480697630535	1.7082597142844076	1.244262043900808	2.936015457993563
260	0.0	0.0	0.44595569279869934	0.9786718193311877
261	2.3352306543916477	0.8541298571422039	1.337867078396098	0.48933590966559387
262	0.4826320465087023	0.4270649285711019	0.5530053528448036	0.48933590966559387
263	1.8098701744076338	1.4235497619036732	0.622131021950404	0.48933590966559387
264	0.0	0.0	0.44595569279869934	0.1398102599044554
265	1.5568204362610985	3.416519428568815	0.44595569279869934	0.9786718193311877
266	0.0	0.0	0.0	0.0
267	0.7239480697630535	0.4270649285711019	0.4147540146336027	0.24466795483279694
268	0.7239480697630535	3.416519428568815	0.20737700731680134	0.9786718193311877
269	0.7784102181305492	0.7074488993432246	2.229778463993497	2.026507724834191
270	0.7784102181305492	0.8541298571422038	0.44595569279869934	0.48933590966559387
271	2.3352306543916477	0.8541298571422039	3.121689849590896	1.1417837892197191
272	0.0	0.0	0.0	0.0
273	0.7239480697630535	0.2847099523807346	0.0	0.0
274	0.7784102181305492	0.5694199047614692	0.0	0.0
275	0.0	0.0	0.8295080292672053	1.9573436386623755
276	2.3352306543916477	1.281194785713306	1.337867078396098	0.7340038644983907
277	0.7239480697630535	1.4148977986864493	0.20737700731680134	0.4053015449668381
278	0.0	0.0	1.244262043900808	2.936015457993563
279	3.113640872522197	2.8297955973728985	0.0	0.0
280	0.7784102181305492	0.7074488993432246	0.44595569279869934	0.4053015449668381
281	1.0859221046445804	1.281194785713306	0.20737700731680134	0.24466795483279694
282	0.7239480697630535	1.7082597142844076	0.4147540146336027	0.9786718193311877
283	0.0	0.0	0.44595569279869934	0.24466795483279694
284	0.0	0.0	0.44595569279869934	0.4053015449668381
285	0.7784102181305492	1.7082597142844076	0.0	0.0
286	0.0	0.0	2.229778463993497	4.8933590966559395
287	3.892051090652746	8.541298571422038	2.229778463993497	4.8933590966559395
288	3.113640872522197	6.83303885713763	0.8919113855973987	1.9573436386623755
289	0.7784102181305492	0.8541298571422038	0.0	0.0
290	0.9652640930174046	0.9761484081625186	0.5530053528448036	0.5592410396178216
291	0.36197403488152674	0.3416519428568815	0.8295080292672053	0.7829374554649501
292	0.0	0.0	0.622131021950404	0.9786718193311877
293	0.7784102181305492	1.7082597142844076	0.44595569279869934	0.9786718193311877
294	1.0859221046445804	2.562389571426612	0.4147540146336027	0.9786718193311877
295	0.7784102181305492	0.8541298571422038	1.7838227711947974	1.9573436386623755
296	1.447896139526107	1.7082597142844076	1.6590160585344107	1.9573436386623755
297	2.3352306543916477	2.122346698029674	0.44595569279869934	0.4053015449668381
298	1.5568204362610985	1.1388398095229384	0.8919113855973987	0.6524478795541252
299	0.7784102181305492	0.7074488993432246	0.0	0.0
300	1.5568204362610985	1.7082597142844076	1.337867078396098	1.4680077289967814
301	1.5568204362610985	3.416519428568815	0.44595569279869934	0.9786718193311877
302	0.0	0.0	0.44595569279869934	0.4053015449668381
303	0.7784102181305492	1.7082597142844076	1.7838227711947974	3.914687277324751
304	0.0	0.0	0.0	0.0
305	1.5568204362610985	1.4148977986864493	0.44595569279869934	0.4053015449668381
306	0.0	0.0	0.4147540146336027	0.9786718193311877
307	0.7784102181305492	0.8541298571422038	0.8919113855973987	0.9786718193311877
308	0.18098701744076337	0.3416519428568815	0.20737700731680134	0.39146872773247504
309	0.7784102181305492	1.7082597142844076	2.675734156792196	5.872030915987126
310	1.5568204362610985	1.1388398095229384	2.229778463993497	1.6311196988853132
311	0.0	0.0	0.44595569279869934	0.48933590966559387
312	0.0	0.0	0.0	0.0
313	0.0	0.0	0.44595569279869934	0.48933590966559387
314	4.3436884185783216	5.124779142853224	0.4147540146336027	0.48933590966559387
315	0.0	0.0	0.8919113855973987	0.8106030899336762
316	0.0	0.0	0.44595569279869934	0.48933590966559387
317	0.0	0.0	1.337867078396098	1.2159046349005143
318	0.7239480697630535	2.562389571426612	0.2765026764224018	0.9786718193311877
319	1.447896139526107	3.416519428568815	0.4147540146336027	0.9786718193311877
320	0.7784102181305492	0.7074488993432246	0.0	0.0
321	0.0	0.0	1.337867078396098	2.936015457993563
322	0.0	0.0	0.44595569279869934	0.9786718193311877
323	0.7784102181305492	1.7082597142844076	0.44595569279869934	0.9786718193311877
324	0.0	0.0	0.0	0.0
325	0.0	0.0	0.0	0.0
326	0.7784102181305492	0.5694199047614692	1.337867078396098	0.9786718193311877
327	0.36197403488152674	0.3416519428568815	0.0	0.0
328	0.7239480697630535	0.8541298571422038	0.0	0.0
329	0.24131602325435114	0.3416519428568815	0.0	0.0
330	0.7784102181305492	0.8541298571422038	0.44595569279869934	0.48933590966559387
331	0.7239480697630535	0.8541298571422038	1.6590160585344107	1.9573436386623755
332	0.7239480697630535	0.4270649285711019	0.0	0.0
333	0.36197403488152674	1.7082597142844076	0.20737700731680134	0.9786718193311877
334	0.0	0.0	0.8919113855973987	0.8106030899336762
335	0.7239480697630535	1.7082597142844076	0.4147540146336027	0.9786718193311877
336	0.0	0.0	1.337867078396098	0.9786718193311877
337	0.0	0.0	0.44595569279869934	0.4053015449668381
338	0.7784102181305492	0.4270649285711019	0.0	0.0
339	0.7239480697630535	1.7082597142844076	0.4147540146336027	0.9786718193311877
340	0.0	0.0	0.0	0.0
341	0.7784102181305492	0.7074488993432246	0.0	0.0
342	0.0	0.0	0.0	0.0
343	0.0	0.0	0.0	0.0
344	0.7239480697630535	0.8541298571422038	0.8295080292672053	0.9786718193311877
345	0.7239480697630535	1.7082597142844076	0.4147540146336027	0.9786718193311877
346	0.0	0.0	0.0	0.0
347	0.36197403488152674	0.3416519428568815	0.4147540146336027	0.39146872773247504
348	0.9652640930174046	3.416519428568815	0.4147540146336026	1.4680077289967814
349	0.0	0.0	0.8295080292672053	0.6524478795541252
350	0.0	0.0	3.121689849590896	2.2835675784394383
351	4.670461308783295	3.4165194285688156	1.337867078396098	0.9786718193311877
352	0.0	0.0	0.8919113855973987	0.6524478795541252
353	0.7239480697630535	1.7082597142844076	0.0	0.0
354	0.0	0.0	0.0	0.0
355	0.0	0.0	0.44595569279869934	0.4053015449668381
356	1.5568204362610985	1.1388398095229384	0.44595569279869934	0.3262239397770626
357	0.36197403488152674	0.7074488993432246	0.4147540146336027	0.8106030899336762
358	1.5568204362610985	1.4148977986864493	0.8919113855973987	0.8106030899336762
359	1.5568204362610985	0.683303885713763	0.0	0.0
360	0.0	0.0	1.337867078396098	1.4680077289967814
361	0.7784102181305492	0.7074488993432246	0.0	0.0
362	0.7239480697630535	0.3416519428568815	0.0	0.0
363	0.0	0.0	3.121689849590896	6.850702735318314
364	0.0	0.0	1.337867078396098	2.936015457993563
365	1.5568204362610985	1.4148977986864493	1.337867078396098	1.2159046349005143
366	0.0	0.0	3.3180321170688214	1.3048957591082504
367	1.447896139526107	0.8541298571422038	2.0737700731680135	1.2233397741639849
368	0.7239480697630535	0.4270649285711019	2.0737700731680135	1.2233397741639849
369	0.24131602325435114	0.20097173109228328	0.6912566910560045	0.575689305488934
370	0.36197403488152674	0.5694199047614692	0.4147540146336027	0.6524478795541252
371	0.0	0.0	1.337867078396098	1.4680077289967814
372	0.7784102181305492	0.5694199047614692	0.44595569279869934	0.3262239397770626
373	0.0	0.0	0.0	0.0
374	0.7784102181305492	0.8541298571422038	0.0	0.0
375	0.0	0.0	0.44595569279869934	0.9786718193311877
376	0.7784102181305492	0.7074488993432246	2.675734156792196	2.4318092698010285
377	0.0	0.0	0.0	0.0
378	0.7784102181305492	1.7082597142844076	1.337867078396098	2.936015457993563
379	1.5568204362610985	1.1388398095229384	0.0	0.0
380	0.36197403488152674	0.5694199047614692	0.20737700731680134	0.3262239397770626
381	0.7784102181305492	0.7074488993432246	0.44595569279869934	0.4053015449668381
382	1.447896139526107	1.4148977986864493	0.4147540146336027	0.4053015449668381
383	1.5568204362610985	0.683303885713763	0.8919113855973987	0.39146872773247504
384	0.0	0.0	0.4147540146336027	0.13048957591082505
385	0.0	0.0	0.0	0.0
386	0.7784102181305492	0.7074488993432246	0.44595569279869934	0.4053015449668381
387	0.7784102181305492	0.5694199047614692	0.0	0.0
388	0.7784102181305492	0.7074488993432246	0.0	0.0
389	0.7239480697630535	0.3416519428568815	0.4147540146336027	0.19573436386623752
390	2.3352306543916477	2.122346698029674	1.7838227711947974	1.6212061798673525
391	0.0	0.0	1.337867078396098	1.2159046349005143
392	0.7784102181305492	0.8541298571422038	0.8919113855973987	0.9786718193311877
393	0.0	0.0	0.44595569279869934	0.4053015449668381
394	0.0	0.0	0.0	0.0
395	0.7239480697630535	0.3796132698409795	1.0368850365840068	0.5437065662951044
396	0.0	0.0	0.0	0.0
397	0.0	0.0	0.0	0.0
398	0.0	0.0	0.4147540146336027	0.3262239397770626
399	0.0	0.0	0.8919113855973987	1.9573436386623755
400	0.36197403488152674	1.7082597142844076	0.622131021950404	2.936015457993563
401	2.3352306543916477	5.124779142853224	1.7838227711947974	3.914687277324751
402	1.5568204362610985	1.4148977986864493	2.229778463993497	2.026507724834191
403	3.892051090652746	2.8470995238073464	3.5676455423895947	2.609791518216501
404	0.7784102181305492	1.7082597142844076	2.229778463993497	4.8933590966559395
405	3.113640872522197	1.1388398095229384	4.459556927986994	1.6311196988853132
406	0.1447896139526107	0.4270649285711019	0.6636064234137643	1.9573436386623755
407	0.0	0.0	0.44595569279869934	0.4053015449668381
408	0.0	0.0	0.44595569279869934	0.19573436386623752
409	0.0	0.0	0.0	0.0
410	0.0	0.0	0.44595569279869934	0.9786718193311877
411	0.0	0.0	0.622131021950404	1.4680077289967814
412	0.0	0.0	0.20737700731680134	0.19573436386623752
413	0.0	0.0	0.0	0.0
414	0.0	0.0	0.8295080292672053	1.9573436386623755
415	0.0	0.0	0.8919113855973987	0.8106030899336762
416	0.7784102181305492	0.7074488993432246	0.8919113855973987	0.8106030899336762
417	0.7239480697630535	1.7082597142844076	0.0	0.0
418	0.24131602325435114	1.7082597142844076	0.1382513382112009	0.9786718193311877
419	0.7239480697630535	0.5694199047614692	0.8295080292672053	0.6524478795541252
420	0.0	0.0	0.2765026764224018	0.39146872773247504
421	0.4826320465087023	3.416519428568815	0.4147540146336026	2.936015457993563
422	0.0	0.0	0.8919113855973987	1.9573436386623755
423	0.0	0.0	0.8919113855973987	0.6524478795541252
424	0.0	0.0	0.8919113855973987	0.6524478795541252
425	0.36197403488152674	0.8541298571422038	0.20737700731680134	0.48933590966559387
426	0.7239480697630535	0.2847099523807346	0.8295080292672053	0.3262239397770626
427	1.5568204362610985	1.4148977986864493	0.44595569279869934	0.4053015449668381
428	0.0	0.0	0.8295080292672053	0.9786718193311877
429	0.7784102181305492	0.8541298571422038	1.337867078396098	1.4680077289967814
430	0.7784102181305492	0.7074488993432246	0.0	0.0
