gene_id	SRR1944912.genes.results	SRR1944913.genes.results	SRR1944914.genes.results	SRR1944915.genes.results	SRR1944916.genes.results	SRR1944917.genes.results
YBL017C	38.6	40.97	41.0	41.72	41.99	38.13
YBL018C	44.01	45.24	61.07	53.77	49.76	51.31
YBL019W	3.0	2.93	3.76	3.96	3.79	2.82
YBL020W	14.11	15.06	16.15	13.28	13.11	11.93
YBL021C	17.88	23.64	21.41	30.54	32.13	30.27
YBL022C	43.38	44.93	44.62	70.97	62.56	70.59
YBL023C	16.3	19.59	19.9	18.69	16.25	19.14
YBL024W	109.55	112.73	121.61	111.31	107.12	115.32
YBL025W	15.1	17.71	16.6	21.8	17.8	19.92
YBL026W	163.23	166.26	204.03	116.65	147.64	152.71
YBL027W	3181.55	3163.02	2960.31	3198.55	3172.87	3021.82
YBL028C	185.94	195.13	210.92	196.21	189.28	196.74
YBL029C-A	21.92	26.01	20.8	19.56	19.75	15.08
YBL029W	3.27	3.72	3.28	3.44	3.43	2.73
YBL030C	328.89	356.6	343.63	413.69	410.39	408.65
YBL031W	8.89	8.26	8.04	9.84	8.97	7.14
YBL032W	118.97	118.75	118.98	100.55	97.78	103.43
YBL033C	25.18	26.5	29.57	28.37	29.25	31.38
YBL034C	6.73	7.29	7.4	7.9	7.53	7.42
YBL035C	19.01	18.86	17.61	21.76	20.14	18.46
YBL036C	74.56	86.68	85.29	105.99	102.95	99.88
YBL037W	9.93	9.66	11.13	12.22	10.13	13.07
YBL038W	29.95	30.6	34.2	42.08	38.96	36.44
YBL039C	225.49	231.91	223.77	215.86	207.91	203.22
YBL039W-B	8.64	10.15	10.01	8.66	11.61	14.67
YBL040C	93.27	100.09	99.61	111.83	117.8	106.82
YBL041W	200.81	211.31	216.63	194.97	189.38	193.59
YBL042C	34.66	36.55	34.01	29.12	26.51	29.77
YBL043W	0.26	0.16	0.81	0.27	0.83	0.77
YBL044W	0.26	0.0	0.61	0.44	0.36	0.88
YBL045C	65.21	73.49	65.63	106.49	105.59	97.41
YBL046W	10.97	12.5	12.84	16.42	15.02	15.31
YBL047C	69.32	71.96	62.04	92.83	79.45	82.26
YBL048W	0.46	2.04	0.95	1.65	1.82	0.77
YBL049W	0.58	1.07	1.27	0.87	1.39	1.57
YBL050W	82.38	86.81	76.69	91.04	91.22	84.18
YBL051C	50.32	54.57	47.43	73.07	62.88	70.11
YBL052C	3.09	2.77	3.49	3.43	3.26	3.1
YBL054W	24.3	24.45	26.59	21.74	22.68	23.74
YBL055C	15.32	14.05	15.35	12.73	13.29	14.28
YBL056W	65.81	65.15	73.03	73.7	71.32	74.12
YBL057C	47.63	47.37	52.61	53.96	52.34	57.3
YBL058W	122.57	126.52	107.71	186.12	177.11	170.76
YBL059C-A	44.57	47.36	55.74	56.18	53.85	61.82
YBL059W	8.49	9.27	9.13	12.92	12.6	12.65
YBL060W	4.37	4.72	5.34	6.06	5.38	5.33
YBL061C	18.81	20.37	17.49	21.45	18.93	19.57
YBL063W	4.44	5.09	4.91	5.34	4.53	4.99
YBL064C	56.52	55.01	53.28	84.68	83.18	79.44
YBL066C	2.81	2.5	2.7	3.01	3.28	3.16
YBL067C	12.13	14.49	14.24	12.56	11.3	12.3
YBL068W	64.3	61.9	62.47	69.31	69.75	67.68
YBL069W	30.15	30.88	28.52	31.91	28.42	28.72
YBL071C	0.79	0.53	0.49	0.52	0.29	0.0
YBL071C-B	1.6	1.35	0.63	0.0	1.48	0.68
YBL071W-A	129.04	132.24	113.92	138.02	156.41	118.57
YBL072C	3769.23	3638.5	3313.93	3185.97	3251.83	3095.59
YBL074C	6.96	8.55	9.96	8.67	8.29	9.29
YBL075C	0.68	1.26	0.45	2.94	2.35	1.29
YBL076C	291.94	294.94	298.62	352.35	322.71	329.93
YBL078C	18.53	22.03	18.54	35.49	33.66	29.09
YBL079W	16.31	17.56	18.41	20.55	19.5	21.7
YBL080C	4.27	3.46	3.72	4.17	4.05	4.14
YBL081W	24.0	25.51	26.44	23.47	26.19	29.8
YBL082C	20.93	19.78	20.43	19.47	19.17	22.19
YBL084C	4.83	5.21	5.51	4.88	5.21	5.49
YBL085W	15.4	16.57	15.25	17.73	16.23	15.65
YBL086C	11.12	10.53	9.9	15.65	15.5	14.01
YBL087C	2109.32	2135.34	2290.66	2064.4	2121.37	2248.73
YBL088C	0.84	0.69	1.05	0.92	0.79	0.75
YBL089W	9.37	8.8	10.62	10.39	11.42	10.67
YBL090W	35.2	35.13	35.45	45.13	39.99	36.65
YBL091C	107.8	113.22	113.4	99.09	98.01	100.03
YBL091C-A	15.55	15.88	19.15	14.17	16.82	19.07
YBL092W	5429.28	5383.32	4817.55	5006.13	5311.8	4326.91
YBL093C	41.78	40.32	45.79	47.09	45.82	54.45
YBL095W	5.06	4.77	5.38	3.92	4.03	3.23
YBL097W	7.05	6.72	6.99	7.56	7.62	7.47
YBL098W	16.27	17.13	16.16	19.75	21.26	18.8
YBL099W	281.73	306.02	266.14	321.42	320.85	304.17
YBL100W-A	0.12	0.03	0.25	0.25	0.09	0.33
YBL100W-B	0.03	0.17	0.17	0.11	0.16	0.13
YBL100W-C	1.04	1.74	1.62	0.87	2.87	1.17
YBL101C	8.21	8.47	7.71	10.04	9.73	10.73
YBL102W	62.95	60.33	69.01	80.55	78.7	85.36
YBL103C	12.7	12.28	11.73	12.48	11.57	12.5
YBL104C	6.12	6.12	5.84	6.44	6.29	7.41
YBL105C	11.0	13.36	13.61	15.07	14.45	14.08
YBL106C	3.77	4.01	5.63	3.01	3.27	2.78
YBL107C	18.83	20.81	22.55	25.67	25.68	26.2
YBL108C-A	0.0	0.0	0.0	0.0	0.0	0.0
YBL111C	0.0	0.0	0.0	0.0	0.0	0.0
YBL112C	0.0	0.0	0.0	0.0	0.0	0.0
YBL113C	0.0	0.02	0.0	0.02	0.02	0.0
YBR001C	10.31	11.42	9.72	13.78	12.56	11.78
YBR002C	18.56	21.12	19.9	20.54	19.79	21.03
YBR003W	15.33	17.87	16.56	15.87	16.66	16.96
YBR004C	17.57	15.64	16.54	19.98	17.88	16.31
YBR005W	9.05	11.69	10.24	13.9	15.18	12.04
YBR006W	6.96	8.6	9.67	9.44	9.12	8.83
YBR007C	7.22	6.81	7.19	7.96	7.16	6.87
YBR008C	1.92	3.49	5.7	4.1	4.31	3.3
YBR009C	1193.08	1185.81	1257.58	1461.85	1385.79	1289.89
YBR010W	1576.78	1523.13	1621.61	1579.67	1555.99	1514.19
YBR011C	1429.7	1385.58	1500.51	1320.81	1419.66	1472.44
YBR012W-A	1.81	0.75	0.14	0.51	0.06	0.78
YBR012W-B	0.51	0.46	0.44	0.4	0.42	0.38
YBR013C	16.2	19.94	20.81	22.84	22.8	24.3
YBR014C	55.7	61.12	64.3	59.82	55.21	55.76
YBR015C	49.03	52.22	52.03	53.14	51.99	57.86
YBR016W	148.73	142.14	132.15	169.28	168.43	156.31
YBR017C	42.33	43.56	45.19	50.92	48.54	51.88
YBR018C	0.09	0.15	0.29	0.46	0.55	0.39
YBR019C	0.12	0.18	0.27	0.12	0.25	0.21
YBR020W	0.0	0.0	0.0	0.0	0.0	0.0
YBR021W	7.16	8.14	7.42	5.56	5.93	6.83
YBR022W	20.0	21.51	25.69	29.03	27.68	28.38
YBR023C	20.4	22.09	21.85	25.06	23.95	25.4
YBR024W	11.39	11.2	12.37	11.1	10.03	11.46
YBR025C	643.16	663.77	655.56	699.35	669.53	626.28
YBR026C	50.45	57.75	49.46	73.82	73.29	73.44
YBR027C	0.19	0.62	1.44	0.86	0.86	0.62
YBR028C	14.11	13.58	13.6	12.9	14.81	16.46
YBR029C	42.61	47.98	46.66	49.39	43.72	52.12
YBR030W	8.07	7.97	7.38	10.27	10.55	10.73
YBR031W	3461.3	3350.7	3015.75	2934.37	2966.91	2923.24
YBR032W	0.0	0.0	0.0	0.26	0.43	0.0
YBR033W	0.21	0.3	0.23	0.17	0.12	0.03
YBR034C	90.5	92.46	94.35	87.91	84.92	90.56
YBR035C	118.33	124.58	119.34	125.57	121.72	119.73
YBR036C	67.21	63.36	71.61	79.41	75.6	88.16
YBR037C	23.34	21.84	18.79	27.18	25.0	26.92
YBR038W	36.9	38.23	37.25	41.72	40.23	43.25
YBR039W	139.65	159.45	153.13	200.76	206.5	169.98
YBR040W	0.17	0.52	0.35	0.56	0.31	0.95
YBR041W	22.9	25.23	24.18	25.52	25.96	28.19
YBR042C	21.63	24.45	25.07	23.12	22.19	23.28
YBR043C	3.1	3.2	3.43	3.15	3.26	4.44
YBR044C	4.64	3.62	3.47	3.68	4.11	3.27
YBR045C	0.56	0.76	0.83	0.58	0.52	0.5
YBR046C	30.95	33.29	33.01	34.98	32.59	32.46
YBR047W	12.48	12.67	13.49	13.16	13.65	14.34
YBR048W	2611.97	2605.47	2292.52	2277.53	2453.11	2153.02
YBR049C	43.37	46.7	36.5	48.24	40.59	43.49
YBR050C	0.65	0.96	0.46	0.66	0.55	0.59
YBR052C	89.38	87.7	110.01	113.63	116.24	124.31
YBR053C	34.72	37.88	40.08	23.17	21.99	23.36
YBR054W	30.13	37.43	40.67	18.22	13.73	14.8
YBR055C	7.51	10.28	8.81	9.67	8.46	9.41
YBR056W	24.11	26.65	26.25	30.94	29.29	32.24
YBR056W-A	7.41	7.35	6.3	9.76	8.49	9.9
YBR057C	18.49	20.74	17.83	22.02	22.11	19.67
YBR058C	26.94	28.95	27.13	31.22	31.89	32.5
YBR058C-A	189.49	199.63	222.8	260.99	269.73	315.5
YBR059C	19.39	20.05	20.8	26.22	22.27	26.75
YBR060C	12.94	14.13	12.49	13.55	11.85	12.96
YBR061C	38.02	38.09	38.59	36.92	36.81	36.44
YBR062C	29.48	31.08	38.28	37.07	38.2	38.07
YBR063C	0.04	0.11	0.07	0.35	0.15	0.21
YBR065C	12.07	12.62	14.68	14.34	14.27	14.31
YBR066C	21.98	28.35	26.87	21.82	20.53	20.94
YBR067C	391.63	378.13	454.93	301.18	318.87	442.43
YBR068C	94.09	104.91	95.96	144.71	136.31	128.28
YBR069C	1.21	1.27	1.5	1.56	1.27	2.0
YBR070C	19.29	19.01	21.22	17.23	17.58	16.08
YBR071W	36.84	45.1	43.39	53.23	54.66	54.15
YBR072C-A	0.81	0.68	0.0	0.68	0.5	0.92
YBR072W	21.1	19.92	27.58	33.15	29.45	20.85
YBR073W	17.29	18.69	20.2	23.86	22.83	24.17
YBR074W	23.48	26.18	25.03	24.06	22.85	22.87
YBR076W	0.19	0.12	0.22	0.4	0.0	0.16
YBR077C	46.66	50.53	44.13	61.67	69.29	46.61
YBR078W	1484.86	1525.42	1411.14	1335.87	1316.54	1345.39
YBR079C	158.77	153.6	152.75	151.76	131.58	154.57
YBR080C	66.58	70.31	67.01	76.27	74.84	68.01
YBR081C	7.5	8.08	7.44	8.64	8.39	8.08
YBR082C	700.91	695.5	760.63	714.82	781.78	800.14
YBR083W	25.19	32.82	25.91	25.49	25.77	29.49
YBR084C-A	2420.84	2468.74	2259.03	2582.91	2607.23	2417.0
YBR084W	97.37	100.31	96.59	97.48	100.38	93.74
YBR085C-A	96.4	108.33	132.57	183.73	172.3	172.9
YBR085W	10.79	10.94	13.92	11.53	8.24	9.03
YBR086C	52.42	60.06	55.65	51.52	48.84	49.81
YBR087W	30.78	33.27	36.9	31.68	32.2	31.24
YBR088C	127.76	128.77	141.65	133.12	135.16	146.37
YBR089C-A	159.83	160.55	136.31	152.92	148.52	123.82
YBR090C	1.17	0.94	0.0	0.0	0.0	1.88
YBR091C	43.56	39.48	34.39	44.6	48.8	38.61
YBR092C	144.08	152.05	170.73	170.68	179.45	194.67
YBR093C	42.3	38.37	38.9	4.88	5.88	1.9
YBR094W	16.5	18.59	18.62	19.71	17.12	17.69
YBR095C	12.35	14.76	14.26	18.11	15.68	16.15
YBR096W	75.64	87.2	85.32	98.86	92.55	91.6
YBR097W	3.61	3.63	4.09	3.49	3.51	4.02
YBR098W	2.37	2.93	3.11	3.51	2.98	3.84
YBR101C	91.73	94.25	92.17	133.37	126.37	108.4
YBR102C	13.05	16.68	15.16	20.24	18.42	16.77
YBR103W	9.12	9.98	10.58	13.11	12.08	11.28
YBR104W	24.83	27.87	34.77	22.76	23.86	22.5
YBR105C	8.78	9.68	9.77	11.5	10.79	13.44
YBR106W	668.36	646.65	676.85	576.01	608.96	669.18
YBR107C	4.81	3.24	4.01	4.81	4.37	4.35
YBR108W	9.94	12.1	8.78	11.65	10.07	11.03
YBR109C	508.7	491.69	509.15	495.62	508.62	486.95
YBR110W	21.22	23.77	24.0	27.66	28.19	27.4
YBR111C	115.22	121.83	115.08	135.5	123.64	128.05
YBR111W-A	49.65	47.66	50.15	48.12	40.55	42.21
YBR112C	33.74	32.08	31.08	32.62	26.4	33.48
YBR114W	2.97	3.49	4.01	4.38	4.27	4.39
YBR115C	69.72	68.14	63.31	128.75	111.8	115.94
YBR117C	0.35	0.27	0.39	0.38	0.51	0.64
YBR118W	10614.12	10503.42	11311.44	10209.11	10084.45	11122.04
YBR119W	12.79	12.01	14.06	11.02	10.44	10.63
YBR120C	15.72	20.01	22.46	24.77	19.93	27.63
YBR121C	289.53	292.57	326.63	296.38	277.92	308.24
YBR122C	48.38	48.98	52.1	73.16	69.8	71.89
YBR123C	11.82	13.84	15.09	16.95	14.42	14.61
YBR125C	14.63	14.24	17.9	19.23	20.63	22.93
YBR126C	107.33	108.24	107.86	154.01	154.19	149.13
YBR126W-A	338.95	323.9	353.84	343.65	363.51	391.29
YBR127C	554.44	551.85	556.77	609.71	586.84	570.09
YBR128C	1.07	1.76	2.13	1.47	1.66	1.24
YBR129C	16.41	16.45	16.56	18.21	19.13	16.0
YBR130C	33.21	34.9	30.77	39.22	34.43	33.22
YBR131W	4.34	4.2	4.45	5.62	4.56	4.76
YBR132C	9.43	9.53	10.18	11.94	11.18	12.7
YBR133C	10.33	10.48	10.92	9.29	10.01	8.57
YBR135W	67.08	63.56	68.12	54.85	59.23	61.06
YBR136W	2.11	1.85	2.3	2.01	1.79	1.84
YBR137W	43.86	52.83	52.68	60.36	56.54	55.71
YBR138C	6.64	7.54	8.07	8.97	7.7	7.34
YBR139W	34.48	39.17	43.53	41.16	40.71	49.08
YBR140C	4.96	5.02	5.69	5.06	4.4	5.43
YBR141C	11.81	11.25	13.42	17.61	16.93	17.1
YBR142W	30.31	32.12	33.26	33.65	34.45	36.61
YBR143C	285.09	306.6	279.19	344.15	317.17	289.43
YBR144C	0.0	0.13	0.47	0.25	0.0	0.25
YBR145W	6.94	6.27	7.08	9.33	7.94	7.45
YBR146W	36.7	38.38	40.71	36.39	36.19	36.42
YBR147W	0.68	1.0	0.18	0.71	0.78	0.48
YBR148W	0.42	1.2	0.87	0.7	0.85	0.66
YBR149W	120.67	128.2	121.41	140.73	130.0	140.14
YBR150C	3.35	3.87	3.28	3.66	3.37	3.49
YBR151W	75.91	92.47	81.79	89.1	86.78	78.36
YBR152W	7.17	8.68	7.33	8.16	6.19	9.32
YBR153W	9.17	7.82	10.9	11.3	12.84	11.96
YBR154C	188.77	210.35	225.3	201.35	193.28	192.9
YBR155W	48.82	51.14	48.39	52.44	47.99	48.34
YBR156C	4.97	5.83	5.75	6.77	6.11	6.24
YBR157C	12.31	15.76	14.2	12.91	12.97	9.81
YBR158W	39.08	42.47	43.04	44.49	46.92	43.5
YBR159W	100.48	111.75	120.09	103.57	99.43	109.65
YBR160W	43.08	43.11	46.9	48.53	43.62	44.12
YBR161W	10.39	13.05	10.25	10.3	10.07	10.68
YBR162C	385.33	387.14	402.55	296.72	308.94	292.72
YBR162W-A	297.7	300.92	321.32	383.21	370.69	372.4
YBR163W	3.08	3.13	2.81	3.04	3.24	2.56
YBR164C	111.45	123.73	127.12	155.25	151.74	154.3
YBR165W	12.16	16.17	17.34	17.71	16.02	17.61
YBR166C	29.88	34.28	33.4	33.9	31.32	35.52
YBR167C	15.94	15.7	22.15	18.79	17.65	16.89
YBR168W	4.13	3.54	5.35	4.37	4.14	4.77
YBR169C	12.39	13.14	14.21	8.4	8.39	7.75
YBR170C	28.46	27.99	32.29	37.42	35.7	37.45
YBR171W	93.26	108.63	102.71	133.61	130.15	133.08
YBR172C	24.11	25.14	23.47	29.74	24.48	27.79
YBR173C	160.55	150.18	155.25	155.67	157.2	167.07
YBR175W	12.97	13.49	13.99	21.15	19.2	18.53
YBR176W	21.2	20.37	20.81	22.29	22.2	20.42
YBR177C	46.46	50.05	51.18	77.48	79.2	73.1
YBR179C	8.13	9.12	9.51	8.77	7.77	8.77
YBR180W	0.57	0.57	0.51	0.3	0.36	0.5
YBR181C	2969.51	2748.84	2835.61	2627.09	2643.14	2877.29
YBR182C	1.16	1.26	0.87	1.16	1.0	0.82
YBR182C-A	0.46	0.58	0.72	0.96	1.28	0.78
YBR183W	4.13	5.3	5.45	7.89	8.4	8.7
YBR184W	1.53	2.21	1.97	1.49	1.88	1.26
YBR185C	21.77	19.69	20.26	23.36	24.92	26.48
YBR186W	0.51	0.41	0.42	0.55	0.47	0.2
YBR187W	111.03	114.55	116.2	132.92	134.0	137.92
YBR188C	28.79	25.42	24.65	24.44	23.68	27.19
YBR189W	4221.68	4125.64	3962.73	4062.88	4148.43	3813.5
YBR191W	4013.48	3862.88	3872.21	3628.65	3665.9	3650.07
YBR192W	15.51	17.71	18.43	17.81	17.41	17.3
YBR193C	18.14	20.4	22.03	19.0	18.97	19.04
YBR194W	9.82	14.97	13.08	19.76	20.48	17.94
YBR195C	10.93	10.73	12.78	13.35	11.84	13.13
YBR196C	1409.06	1362.76	1491.95	1401.92	1378.04	1564.24
YBR196C-A	0.0	0.0	0.0	0.0	0.0	0.0
YBR196C-B	0.38	1.29	1.79	0.32	1.77	0.0
YBR197C	15.66	16.27	13.37	16.13	15.9	18.65
YBR198C	25.08	26.13	22.72	37.61	32.24	36.24
YBR199W	40.48	43.1	44.89	47.96	43.85	41.23
YBR200W	17.59	19.12	21.52	19.91	19.35	18.41
YBR200W-A	0.0	0.22	0.0	0.44	0.74	0.0
YBR201C-A	6.65	6.88	6.91	6.67	8.18	8.65
YBR201W	11.24	11.99	14.22	14.29	15.25	12.55
YBR202W	22.01	22.61	23.8	24.21	23.38	26.25
YBR203W	0.8	0.76	1.07	0.53	0.75	0.69
YBR204C	10.82	12.33	12.52	11.83	12.33	14.05
YBR205W	76.96	75.57	88.45	71.41	72.93	80.11
YBR207W	29.8	30.71	28.41	33.58	32.65	31.66
YBR208C	3.88	3.71	4.87	6.23	4.74	6.45
YBR209W	4.92	5.64	4.42	6.11	7.43	3.54
YBR210W	33.05	28.61	34.21	31.22	33.9	39.67
YBR211C	11.23	12.52	12.08	12.33	13.06	12.51
YBR212W	30.85	31.88	29.87	36.23	37.25	37.64
YBR213W	8.94	9.6	13.82	8.84	9.64	11.83
YBR214W	16.21	14.32	13.65	19.96	17.28	19.62
YBR215W	12.54	15.34	11.25	15.66	13.49	14.66
YBR216C	13.04	11.93	13.56	12.78	12.55	13.22
YBR217W	7.21	6.94	6.03	7.94	5.51	6.7
YBR218C	51.08	50.07	54.83	56.2	55.15	56.17
YBR219C	0.0	0.0	0.0	0.0	0.0	0.0
YBR220C	15.61	17.29	16.17	15.38	14.27	16.48
YBR221C	313.72	322.09	344.78	273.7	289.24	318.75
YBR221W-A	0.38	0.32	0.0	0.0	0.71	0.0
YBR222C	48.99	50.95	53.55	49.55	50.63	57.47
YBR223C	2.16	2.78	3.02	3.08	3.57	2.85
YBR225W	4.66	5.05	4.47	5.24	4.84	4.25
