R_GR_in_01d_1	TTS	28	0	0	0	0	0	0	0	2435	2763	2344	1829	4415	2964	1673	2030	2921	2259	2571	2293	2012	2365	2590	3036	3230	3538	2630	2202	741	256	206	154	94	87	46	31	2435	2763	2344	1829	4415	2964	1673	2030	2921	2259	2571	2293	2012	2365	2590	3036	3230	3538	2630	2202	741	256	206	154	94	87	46	31	107	0	0	0	0	0	0
R_GR_in_01d_1	TTS	29	0	0	0	0	0	0	6101	4593	3794	5734	5328	4287	4764	3264	4565	6649	4037	4219	6224	3879	3630	7205	5207	5809	8409	4687	1816	418	274	358	153	156	154	165	79	6101	4593	3794	5734	5328	4287	4764	3264	4565	6649	4037	4219	6224	3879	3630	7205	5207	5809	8409	4687	1816	418	274	358	153	156	154	165	79	223	0	0	0	0	0
R_GR_in_01d_1	TTS	30	0	0	0	0	0	10883	11805	4441	8564	16091	5013	6937	9134	4998	10183	10843	4521	9166	11034	4222	8948	10731	6349	13890	16531	3844	847	478	407	321	292	278	269	205	206	10883	11805	4441	8564	16091	5013	6937	9134	4998	10183	10843	4521	9166	11034	4222	8948	10731	6349	13890	16531	3844	847	478	407	321	292	278	269	205	206	234	0	0	0	0
R_GR_in_01d_1	TTS	31	0	0	0	0	8674	17723	5554	7815	19035	7997	5632	11258	8115	8710	14740	6593	8604	13390	6473	7852	13488	6606	13955	23763	11092	1690	737	555	302	359	302	249	325	357	161	8674	17723	5554	7815	19035	7997	5632	11258	8115	8710	14740	6593	8604	13390	6473	7852	13488	6606	13955	23763	11092	1690	737	555	302	359	302	249	325	357	161	205	0	0	0
R_GR_in_01d_1	TTS	32	0	0	0	4524	9862	4810	3837	12795	9040	3150	6326	5688	4559	8976	5404	4171	8667	5209	4001	9017	4676	6784	18243	10725	1760	381	377	271	237	179	246	138	240	170	114	4524	9862	4810	3837	12795	9040	3150	6326	5688	4559	8976	5404	4171	8667	5209	4001	9017	4676	6784	18243	10725	1760	381	377	271	237	179	246	138	240	170	114	104	0	0
R_GR_in_01d_1	TTS	33	0	0	687	2352	1389	778	2792	2148	1165	1753	1910	736	2037	1413	629	1929	1527	665	2132	1350	698	3687	4189	1455	157	83	104	36	21	36	51	26	36	23	10	687	2352	1389	778	2792	2148	1165	1753	1910	736	2037	1413	629	1929	1527	665	2132	1350	698	3687	4189	1455	157	83	104	36	21	36	51	26	36	23	10	19	0
R_GR_in_01d_1	TTS	34	0	96	145	208	83	242	590	70	363	393	110	101	348	57	168	195	50	150	181	77	139	484	147	73	17	13	8	3	4	0	16	0	10	4	2	96	145	208	83	242	590	70	363	393	110	101	348	57	168	195	50	150	181	77	139	484	147	73	17	13	8	3	4	0	16	0	10	4	2	0
R_GR_in_01d_2	TIS	27	0	0	0	0	0	0	0	0	191	146	102	263	207	216	257	186	108	121	89	140	272	459	1716	3937	3186	2459	3541	1988	1302	2298	1421	1031	2589	1746	790	191	146	102	263	207	216	257	186	108	121	89	140	272	459	1716	3937	3186	2459	3541	1988	1302	2298	1421	1031	2589	1746	790	6612	0	0	0	0	0	0	0
R_GR_in_01d_2	TIS	28	0	0	0	0	0	0	0	506	260	271	607	331	317	305	335	311	254	292	223	246	378	942	3235	7011	6863	5744	5183	3561	3300	2979	2693	2231	3620	3288	2152	506	260	271	607	331	317	305	335	311	254	292	223	246	378	942	3235	7011	6863	5744	5183	3561	3300	2979	2693	2231	3620	3288	2152	11706	0	0	0	0	0	0
R_GR_in_01d_2	TIS	29	0	0	0	0	0	0	767	468	529	924	711	735	977	708	696	695	591	621	526	486	637	1783	5592	18721	17911	7288	8456	8927	4412	5703	7192	2479	6629	9767	2503	767	468	529	924	711	735	977	708	696	695	591	621	526	486	637	1783	5592	18721	17911	7288	8456	8927	4412	5703	7192	2479	6629	9767	2503	20019	0	0	0	0	0
R_GR_in_01d_2	TIS	30	0	0	0	0	0	1965	898	804	1889	811	724	1485	1033	834	939	651	576	938	763	618	790	2681	13732	43191	17089	7156	20824	8379	4837	13509	7066	3272	14452	10611	2523	1965	898	804	1889	811	724	1485	1033	834	939	651	576	938	763	618	790	2681	13732	43191	17089	7156	20824	8379	4837	13509	7066	3272	14452	10611	2523	44549	0	0	0	0
R_GR_in_01d_2	TIS	31	0	0	0	0	1161	974	568	1878	682	664	957	847	767	762	551	597	456	751	572	491	995	4557	27738	33378	5181	13791	14501	3576	7929	10579	3582	4867	9459	4148	4009	1161	974	568	1878	682	664	957	847	767	762	551	597	456	751	572	491	995	4557	27738	33378	5181	13791	14501	3576	7929	10579	3582	4867	9459	4148	4009	30125	0	0	0
R_GR_in_01d_2	TIS	32	0	0	0	533	315	333	654	248	248	462	331	253	253	203	140	291	187	212	149	167	713	5210	11605	4267	3783	6842	2093	2382	4376	1832	3452	2116	1015	2022	2098	533	315	333	654	248	248	462	331	253	253	203	140	291	187	212	149	167	713	5210	11605	4267	3783	6842	2093	2382	4376	1832	3452	2116	1015	2022	2098	4321	0	0
R_GR_in_01d_2	TIS	33	0	0	56	97	76	117	25	36	51	17	30	69	68	17	20	63	39	16	38	110	579	1320	710	462	1035	432	243	468	350	455	618	81	59	363	169	56	97	76	117	25	36	51	17	30	69	68	17	20	63	39	16	38	110	579	1320	710	462	1035	432	243	468	350	455	618	81	59	363	169	1033	0
R_GR_in_01d_2	TIS	34	0	13	10	4	16	2	20	26	0	0	1	8	0	0	2	2	3	3	50	89	108	72	34	96	80	49	55	33	11	39	15	3	8	20	30	13	10	4	16	2	20	26	0	0	1	8	0	0	2	2	3	3	50	89	108	72	34	96	80	49	55	33	11	39	15	3	8	20	30	208
R_GR_in_01d_2	TTS	27	0	0	0	0	0	0	0	0	1856	1816	1025	1785	2540	1480	1524	1424	1423	1558	1553	1315	1614	1572	2031	2406	2034	1531	1568	583	272	127	92	119	84	36	18	1856	1816	1025	1785	2540	1480	1524	1424	1423	1558	1553	1315	1614	1572	2031	2406	2034	1531	1568	583	272	127	92	119	84	36	18	79	0	0	0	0	0	0	0
R_GR_in_01d_2	TTS	28	0	0	0	0	0	0	0	2981	2961	3502	2969	4763	4459	1998	2426	4291	3399	3085	3832	2945	2677	3881	3602	3571	5186	3528	2535	595	198	184	139	108	99	61	65	2981	2961	3502	2969	4763	4459	1998	2426	4291	3399	3085	3832	2945	2677	3881	3602	3571	5186	3528	2535	595	198	184	139	108	99	61	65	135	0	0	0	0	0	0
R_GR_in_01d_2	TTS	29	0	0	0	0	0	0	9211	4360	5162	9475	6428	7306	6434	3530	6242	9398	4539	5582	8106	4220	5214	9265	5043	8263	12755	5319	1541	416	222	408	190	279	188	191	104	9211	4360	5162	9475	6428	7306	6434	3530	6242	9398	4539	5582	8106	4220	5214	9265	5043	8263	12755	5319	1541	416	222	408	190	279	188	191	104	238	0	0	0	0	0
R_GR_in_01d_2	TTS	30	0	0	0	0	0	14461	10114	5084	11478	14690	6594	8052	7361	5298	13338	9682	5575	12440	8775	5343	10797	9033	8325	18482	15742	2337	829	502	553	285	320	328	315	231	136	14461	10114	5084	11478	14690	6594	8052	7361	5298	13338	9682	5575	12440	8775	5343	10797	9033	8325	18482	15742	2337	829	502	553	285	320	328	315	231	136	263	0	0	0	0
R_GR_in_01d_2	TTS	31	0	0	0	0	9304	11682	3843	8970	13352	6055	5755	7155	5277	8472	10770	4245	9123	9760	4455	8503	8943	5115	16024	18243	5751	864	511	509	203	217	281	204	244	206	90	9304	11682	3843	8970	13352	6055	5755	7155	5277	8472	10770	4245	9123	9760	4455	8503	8943	5115	16024	18243	5751	864	511	509	203	217	281	204	244	206	90	265	0	0	0
R_GR_in_01d_2	TTS	32	0	0	0	3236	5317	1816	2976	7721	4228	2041	3629	2058	3149	4540	2024	2703	4789	1933	2989	4535	1552	5190	11003	3627	805	227	193	125	113	82	182	73	65	68	26	3236	5317	1816	2976	7721	4228	2041	3629	2058	3149	4540	2024	2703	4789	1933	2989	4535	1552	5190	11003	3627	805	227	193	125	113	82	182	73	65	68	26	47	0	0
R_GR_in_01d_2	TTS	33	0	0	278	772	546	347	1338	551	407	702	532	164	675	394	267	872	412	178	715	325	231	1414	864	419	49	10	21	3	13	15	15	2	10	10	5	278	772	546	347	1338	551	407	702	532	164	675	394	267	872	412	178	715	325	231	1414	864	419	49	10	21	3	13	15	15	2	10	10	5	2	0
R_GR_in_01d_2	TTS	34	0	28	35	47	50	53	94	44	100	83	52	3	95	32	39	46	46	25	46	17	60	100	43	33	2	1	3	2	0	0	0	0	0	0	0	28	35	47	50	53	94	44	100	83	52	3	95	32	39	46	46	25	46	17	60	100	43	33	2	1	3	2	0	0	0	0	0	0	0	0
R_GR_in_01d_3	TIS	27	0	0	0	0	0	0	0	0	302	164	242	449	258	206	201	223	133	193	181	129	194	503	1726	4218	3846	3513	3446	2117	1986	2212	1521	1440	2746	2043	1137	302	164	242	449	258	206	201	223	133	193	181	129	194	503	1726	4218	3846	3513	3446	2117	1986	2212	1521	1440	2746	2043	1137	6612	0	0	0	0	0	0	0
R_GR_in_01d_3	TIS	28	0	0	0	0	0	0	0	694	408	342	1094	472	449	475	605	488	405	349	334	309	540	974	3759	10204	11212	6056	5956	5348	3505	3423	4218	2466	4140	5348	2304	694	408	342	1094	472	449	475	605	488	405	349	334	309	540	974	3759	10204	11212	6056	5956	5348	3505	3423	4218	2466	4140	5348	2304	10548	0	0	0	0	0	0
R_GR_in_01d_3	TIS	29	0	0	0	0	0	0	1151	565	673	1897	763	671	929	915	770	852	502	553	575	526	518	1511	7141	29839	17167	5958	12215	8696	3428	8982	7684	2690	9422	9346	2152	1151	565	673	1897	763	671	929	915	770	852	502	553	575	526	518	1511	7141	29839	17167	5958	12215	8696	3428	8982	7684	2690	9422	9346	2152	25120	0	0	0	0	0
R_GR_in_01d_3	TIS	30	0	0	0	0	0	1762	695	690	2099	784	828	1039	914	751	723	699	623	701	614	361	598	2544	19079	38798	9601	9148	18367	4675	6689	12563	4764	4156	12249	6800	3064	1762	695	690	2099	784	828	1039	914	751	723	699	623	701	614	361	598	2544	19079	38798	9601	9148	18367	4675	6689	12563	4764	4156	12249	6800	3064	33098	0	0	0	0
R_GR_in_01d_3	TIS	31	0	0	0	0	763	568	385	1327	437	365	629	509	404	487	410	361	449	401	259	276	604	4748	19252	13774	3775	9968	5858	2361	6625	4725	3225	4046	3636	2279	3374	763	568	385	1327	437	365	629	509	404	487	410	361	449	401	259	276	604	4748	19252	13774	3775	9968	5858	2361	6625	4725	3225	4046	3636	2279	3374	9749	0	0	0
R_GR_in_01d_3	TIS	32	0	0	0	194	137	125	225	100	69	137	110	65	114	56	66	112	66	64	70	96	434	2491	3491	1033	1740	1937	516	1025	1364	625	1629	610	183	863	592	194	137	125	225	100	69	137	110	65	114	56	66	112	66	64	70	96	434	2491	3491	1033	1740	1937	516	1025	1364	625	1629	610	183	863	592	1049	0	0
R_GR_in_01d_3	TIS	33	0	0	17	25	10	29	45	30	29	9	10	14	12	1	1	12	4	4	24	109	209	273	143	146	187	96	73	144	57	127	122	49	26	102	35	17	25	10	29	45	30	29	9	10	14	12	1	1	12	4	4	24	109	209	273	143	146	187	96	73	144	57	127	122	49	26	102	35	267	0
R_GR_in_01d_3	TIS	34	0	0	1	1	15	11	8	1	0	0	4	0	2	0	1	1	0	8	73	63	20	8	16	9	17	9	3	3	2	14	6	0	2	1	1	0	1	1	15	11	8	1	0	0	4	0	2	0	1	1	0	8	73	63	20	8	16	9	17	9	3	3	2	14	6	0	2	1	1	51
R_GR_in_01d_3	TTS	27	0	0	0	0	0	0	0	0	1858	2009	1704	2233	2792	2350	1340	1601	2107	2130	2055	1798	1722	1837	2298	2245	2521	2023	1412	423	128	154	96	81	42	78	50	1858	2009	1704	2233	2792	2350	1340	1601	2107	2130	2055	1798	1722	1837	2298	2245	2521	2023	1412	423	128	154	96	81	42	78	50	101	0	0	0	0	0	0	0
R_GR_in_01d_3	TTS	28	0	0	0	0	0	0	0	3229	3680	5658	3058	5082	7080	1984	2705	6503	3594	3626	5763	2759	3290	6259	3978	3907	7659	4467	1587	297	189	205	212	133	133	210	97	3229	3680	5658	3058	5082	7080	1984	2705	6503	3594	3626	5763	2759	3290	6259	3978	3907	7659	4467	1587	297	189	205	212	133	133	210	97	167	0	0	0	0	0	0
R_GR_in_01d_3	TTS	29	0	0	0	0	0	0	8816	4076	8274	9123	5070	10958	5675	3024	8848	9991	4273	8994	8163	3765	8244	8736	4897	11874	12584	3848	873	344	328	342	261	319	227	289	136	8816	4076	8274	9123	5070	10958	5675	3024	8848	9991	4273	8994	8163	3765	8244	8736	4897	11874	12584	3848	873	344	328	342	261	319	227	289	136	292	0	0	0	0	0
R_GR_in_01d_3	TTS	30	0	0	0	0	0	12760	5479	7066	11243	8552	8897	6517	4115	7349	12573	5618	7502	10741	5239	7480	10645	5527	10957	18173	9475	1221	538	405	355	267	427	265	275	240	231	12760	5479	7066	11243	8552	8897	6517	4115	7349	12573	5618	7502	10741	5239	7480	10645	5527	10957	18173	9475	1221	538	405	355	267	427	265	275	240	231	228	0	0	0	0
R_GR_in_01d_3	TTS	31	0	0	0	0	7845	5451	2598	7448	7166	4050	3822	2965	3366	7379	4814	3140	7737	4459	2952	6496	4331	3846	13393	9579	2008	397	273	245	201	105	196	196	229	174	52	7845	5451	2598	7448	7166	4050	3822	2965	3366	7379	4814	3140	7737	4459	2952	6496	4331	3846	13393	9579	2008	397	273	245	201	105	196	196	229	174	52	121	0	0	0
R_GR_in_01d_3	TTS	32	0	0	0	1485	1605	552	1498	2594	1396	930	1300	519	1458	1442	471	1214	1663	548	1276	1371	550	2641	3935	949	134	93	91	21	53	56	65	35	32	24	23	1485	1605	552	1498	2594	1396	930	1300	519	1458	1442	471	1214	1663	548	1276	1371	550	2641	3935	949	134	93	91	21	53	56	65	35	32	24	23	22	0	0
R_GR_in_01d_3	TTS	33	0	0	92	328	99	95	484	150	98	223	141	111	176	95	87	191	108	50	194	33	117	460	304	50	9	5	3	4	5	2	7	2	6	0	0	92	328	99	95	484	150	98	223	141	111	176	95	87	191	108	50	194	33	117	460	304	50	9	5	3	4	5	2	7	2	6	0	0	1	0
R_GR_in_01d_3	TTS	34	0	10	13	8	1	20	22	7	10	16	13	26	10	29	7	8	1	7	30	7	15	48	16	1	1	0	0	0	0	0	2	1	0	1	0	10	13	8	1	20	22	7	10	16	13	26	10	29	7	8	1	7	30	7	15	48	16	1	1	0	0	0	0	0	2	1	0	1	0	0
R_GR_un_01d_1	TIS	27	0	0	0	0	0	0	0	0	234	303	94	227	157	67	112	189	25	138	84	153	183	451	1142	2484	1778	1129	2863	1580	961	1696	946	519	1668	703	292	234	303	94	227	157	67	112	189	25	138	84	153	183	451	1142	2484	1778	1129	2863	1580	961	1696	946	519	1668	703	292	4218	0	0	0	0	0	0	0
R_GR_un_01d_1	TIS	28	0	0	0	0	0	0	0	325	179	112	469	195	268	468	315	321	187	184	227	137	322	598	2355	4990	3495	3339	3843	1946	2066	2192	1632	1475	2442	1896	1096	325	179	112	469	195	268	468	315	321	187	184	227	137	322	598	2355	4990	3495	3339	3843	1946	2066	2192	1632	1475	2442	1896	1096	8340	0	0	0	0	0	0
R_GR_un_01d_1	TIS	29	0	0	0	0	0	0	925	421	257	849	541	383	528	384	589	319	232	487	319	187	458	1466	4115	9869	11743	5869	4780	6637	3728	3383	5581	2042	3681	5936	2012	925	421	257	849	541	383	528	384	589	319	232	487	319	187	458	1466	4115	9869	11743	5869	4780	6637	3728	3383	5581	2042	3681	5936	2012	10963	0	0	0	0	0
R_GR_un_01d_1	TIS	30	0	0	0	0	0	1376	603	364	1170	577	928	905	810	487	657	513	617	388	475	570	784	1857	6292	28777	16421	5171	13577	9940	3152	9555	6805	1385	9143	9714	1969	1376	603	364	1170	577	928	905	810	487	657	513	617	388	475	570	784	1857	6292	28777	16421	5171	13577	9940	3152	9555	6805	1385	9143	9714	1969	27951	0	0	0	0
R_GR_un_01d_1	TIS	31	0	0	0	0	817	898	424	1308	844	515	989	796	610	475	658	639	473	527	508	252	784	2962	18679	38362	6589	8182	17779	4141	5652	12298	2775	3555	11398	4120	2779	817	898	424	1308	844	515	989	796	610	475	658	639	473	527	508	252	784	2962	18679	38362	6589	8182	17779	4141	5652	12298	2775	3555	11398	4120	2779	33916	0	0	0
R_GR_un_01d_1	TIS	32	0	0	0	584	527	292	814	302	262	418	697	297	658	508	397	157	471	345	164	330	717	4864	16778	8316	3933	9506	4067	2648	5746	3118	2859	2482	1935	2303	2971	584	527	292	814	302	262	418	697	297	658	508	397	157	471	345	164	330	717	4864	16778	8316	3933	9506	4067	2648	5746	3118	2859	2482	1935	2303	2971	7585	0	0
R_GR_un_01d_1	TIS	33	0	0	299	250	82	289	77	46	44	28	126	22	124	17	19	106	57	54	102	233	729	2593	1706	657	1694	1021	517	966	696	952	1162	359	286	1455	414	299	250	82	289	77	46	44	28	126	22	124	17	19	106	57	54	102	233	729	2593	1706	657	1694	1021	517	966	696	952	1162	359	286	1455	414	1332	0
R_GR_un_01d_1	TIS	34	0	10	6	31	42	0	0	35	0	0	3	15	0	6	2	0	0	0	72	102	423	247	75	261	166	60	26	93	30	229	71	45	14	24	106	10	6	31	42	0	0	35	0	0	3	15	0	6	2	0	0	0	72	102	423	247	75	261	166	60	26	93	30	229	71	45	14	24	106	330
R_GR_un_01d_1	TTS	27	0	0	0	0	0	0	0	0	1326	1470	623	1515	1282	531	1168	1277	570	1121	906	1002	769	1104	826	1313	1275	778	764	567	277	119	4	135	135	91	70	1326	1470	623	1515	1282	531	1168	1277	570	1121	906	1002	769	1104	826	1313	1275	778	764	567	277	119	4	135	135	91	70	5	0	0	0	0	0	0	0
R_GR_un_01d_1	TTS	28	0	0	0	0	0	0	0	1746	2853	1959	2250	3266	2764	1399	2149	2341	1870	1999	1830	1849	1393	1730	2176	2692	2729	1910	1993	449	173	65	178	4	88	58	9	1746	2853	1959	2250	3266	2764	1399	2149	2341	1870	1999	1830	1849	1393	1730	2176	2692	2729	1910	1993	449	173	65	178	4	88	58	9	94	0	0	0	0	0	0
R_GR_un_01d_1	TTS	29	0	0	0	0	0	0	5163	3636	2521	5256	3902	4050	4723	2564	3487	5387	3361	2975	4205	2807	2857	5021	3332	3796	6620	4062	1307	388	186	118	50	46	51	218	286	5163	3636	2521	5256	3902	4050	4723	2564	3487	5387	3361	2975	4205	2807	2857	5021	3332	3796	6620	4062	1307	388	186	118	50	46	51	218	286	147	0	0	0	0	0
R_GR_un_01d_1	TTS	30	0	0	0	0	0	8665	10668	2923	7851	12622	3282	6678	7082	3189	7475	9316	3440	7939	7257	2707	6550	7988	4429	10385	13024	2713	471	352	154	280	155	98	198	161	117	8665	10668	2923	7851	12622	3282	6678	7082	3189	7475	9316	3440	7939	7257	2707	6550	7988	4429	10385	13024	2713	471	352	154	280	155	98	198	161	117	153	0	0	0	0
R_GR_un_01d_1	TTS	31	0	0	0	0	5840	14076	4145	5847	13895	7004	4396	8210	5630	5895	11590	4220	5395	9027	4082	5342	9251	4610	9623	15892	7122	991	496	368	132	176	210	242	165	106	108	5840	14076	4145	5847	13895	7004	4396	8210	5630	5895	11590	4220	5395	9027	4082	5342	9251	4610	9623	15892	7122	991	496	368	132	176	210	242	165	106	108	222	0	0	0
R_GR_un_01d_1	TTS	32	0	0	0	2823	5925	3076	3095	9682	6254	2141	3952	3750	3280	6096	2835	2802	6809	3940	2687	4694	3912	4800	11270	6419	1092	269	250	88	429	130	170	117	102	31	6	2823	5925	3076	3095	9682	6254	2141	3952	3750	3280	6096	2835	2802	6809	3940	2687	4694	3912	4800	11270	6419	1092	269	250	88	429	130	170	117	102	31	6	155	0	0
R_GR_un_01d_1	TTS	33	0	0	416	1896	860	329	1911	1702	973	1499	1289	248	1040	1030	418	1150	979	674	1305	747	346	2838	2325	608	70	44	49	16	48	25	20	0	7	0	22	416	1896	860	329	1911	1702	973	1499	1289	248	1040	1030	418	1150	979	674	1305	747	346	2838	2325	608	70	44	49	16	48	25	20	0	7	0	22	8	0
R_GR_un_01d_1	TTS	34	0	60	406	66	71	140	262	29	375	42	104	146	226	23	136	151	104	18	114	48	56	438	102	63	0	0	0	0	0	5	2	19	0	0	0	60	406	66	71	140	262	29	375	42	104	146	226	23	136	151	104	18	114	48	56	438	102	63	0	0	0	0	0	5	2	19	0	0	0	0
R_GR_un_01d_2	TIS	27	0	0	0	0	0	0	0	0	137	87	134	222	112	105	84	107	86	77	90	104	116	291	931	2262	1799	1472	2084	1307	918	1346	953	606	1538	955	514	137	87	134	222	112	105	84	107	86	77	90	104	116	291	931	2262	1799	1472	2084	1307	918	1346	953	606	1538	955	514	3763	0	0	0	0	0	0	0
R_GR_un_01d_2	TIS	28	0	0	0	0	0	0	0	345	234	253	559	252	257	274	233	249	211	163	118	154	216	517	1991	4679	4713	3882	3244	2232	2318	2245	1892	1499	2365	2272	1265	345	234	253	559	252	257	274	233	249	211	163	118	154	216	517	1991	4679	4713	3882	3244	2232	2318	2245	1892	1499	2365	2272	1265	6559	0	0	0	0	0	0
R_GR_un_01d_2	TIS	29	0	0	0	0	0	0	617	438	402	846	427	384	490	443	398	351	334	329	319	347	365	940	3504	12470	11623	4563	5606	6343	2626	3982	4913	1733	4239	5961	1704	617	438	402	846	427	384	490	443	398	351	334	329	319	347	365	940	3504	12470	11623	4563	5606	6343	2626	3982	4913	1733	4239	5961	1704	11747	0	0	0	0	0
R_GR_un_01d_2	TIS	30	0	0	0	0	0	1152	541	488	1222	563	539	784	762	568	681	531	433	438	617	388	600	1582	9010	30433	12625	4865	14564	6057	3330	10118	5135	2352	10067	7608	1672	1152	541	488	1222	563	539	784	762	568	681	531	433	438	617	388	600	1582	9010	30433	12625	4865	14564	6057	3330	10118	5135	2352	10067	7608	1672	27610	0	0	0	0
R_GR_un_01d_2	TIS	31	0	0	0	0	843	673	398	1372	695	453	799	635	436	482	495	459	385	540	320	301	655	3108	19428	24579	4202	9900	10799	2540	6450	8064	2546	3910	7557	2833	2970	843	673	398	1372	695	453	799	635	436	482	495	459	385	540	320	301	655	3108	19428	24579	4202	9900	10799	2540	6450	8064	2546	3910	7557	2833	2970	20983	0	0	0
R_GR_un_01d_2	TIS	32	0	0	0	409	253	210	526	230	216	278	220	199	227	168	111	212	144	127	107	206	490	4150	9679	3206	3235	5747	1739	2078	3384	1378	2665	1665	780	1950	1464	409	253	210	526	230	216	278	220	199	227	168	111	212	144	127	107	206	490	4150	9679	3206	3235	5747	1739	2078	3384	1378	2665	1665	780	1950	1464	2966	0	0
R_GR_un_01d_2	TIS	33	0	0	27	91	42	98	53	51	53	74	19	16	22	21	30	19	19	28	28	56	376	953	572	349	853	380	236	479	228	357	598	96	55	409	111	27	91	42	98	53	51	53	74	19	16	22	21	30	19	19	28	28	56	376	953	572	349	853	380	236	479	228	357	598	96	55	409	111	660	0
R_GR_un_01d_2	TIS	34	0	9	1	9	27	5	9	11	6	4	7	4	7	2	0	2	9	8	37	59	68	38	42	72	40	67	34	33	38	32	26	0	9	12	4	9	1	9	27	5	9	11	6	4	7	4	7	2	0	2	9	8	37	59	68	38	42	72	40	67	34	33	38	32	26	0	9	12	4	179
R_GR_un_01d_2	TTS	27	0	0	0	0	0	0	0	0	1193	1143	684	1278	1562	806	684	872	758	1192	922	872	896	1067	1086	1332	1149	947	916	576	127	80	48	50	26	12	9	1193	1143	684	1278	1562	806	684	872	758	1192	922	872	896	1067	1086	1332	1149	947	916	576	127	80	48	50	26	12	9	42	0	0	0	0	0	0	0
R_GR_un_01d_2	TTS	28	0	0	0	0	0	0	0	2117	1834	2348	1764	3185	3253	1444	1429	2721	1983	1918	2325	1610	1835	2579	2462	2354	2979	2426	1332	349	145	128	76	99	60	51	44	2117	1834	2348	1764	3185	3253	1444	1429	2721	1983	1918	2325	1610	1835	2579	2462	2354	2979	2426	1332	349	145	128	76	99	60	51	44	77	0	0	0	0	0	0
