name	R_WT_1_sum	R_WT_2_sum	R_WT_3_sum	R_KO_1_sum	R_KO_2_sum	R_KO_3_sum	R_WT_1_mean	R_WT_2_mean	R_WT_3_mean	R_KO_1_mean	R_KO_2_mean	R_KO_3_mean	R_WT_1_CoV	R_WT_2_CoV	R_WT_3_CoV	R_KO_1_CoV	R_KO_2_CoV	R_KO_3_CoV
EAA26580	65	77	110	156	143	121	0.23381294964028776	0.27697841726618705	0.39568345323741005	0.5611510791366906	0.5143884892086331	0.4352517985611511	3.0384248044208224	2.312821954358022	2.6057713742868267	2.2674743258687573	2.346171030722632	2.4937393452592533
EAA26585	29	32	30	45	40	52	0.03562653562653563	0.03931203931203931	0.036855036855036855	0.05528255528255528	0.04914004914004914	0.06388206388206388	6.377261409091396	5.6944319130553405	5.934732249826896	4.935014063840625	5.529924741863719	4.807414316875475
EAA26591	45	43	57	72	44	38	0.05306603773584906	0.05070754716981132	0.06721698113207547	0.08490566037735849	0.05188679245283019	0.04481132075471698	5.667481530925106	5.196927214387803	4.986848847894204	4.356509063642065	5.202400801002877	5.5451033347400855
EAA26596	72	63	63	69	58	82	0.33488372093023255	0.2930232558139535	0.2930232558139535	0.3209302325581395	0.26976744186046514	0.3813953488372093	2.7830767862938592	3.2705137983036	2.603422437647284	3.0036659337434597	3.6576653463122457	2.3826893870852204
EAA26599	36	43	41	104	63	79	0.05341246290801187	0.06379821958456973	0.06083086053412463	0.1543026706231454	0.09347181008902077	0.1172106824925816	5.404342138237723	5.064396614784664	5.089420608625859	3.313727359522787	4.385961001230078	4.1304434591650265
EAA26601	57	65	81	86	81	98	0.1144578313253012	0.13052208835341367	0.16265060240963855	0.17269076305220885	0.16265060240963855	0.19678714859437751	3.8890298809177146	3.4110753925847	3.635989536999384	3.5911889123394314	4.496393246474543	3.7365509982434197
EAA26606	132	119	166	146	146	171	0.4012158054711246	0.3617021276595745	0.5045592705167173	0.44376899696048633	0.44376899696048633	0.5197568389057751	3.005814822079088	2.8475744164795436	2.3013435227817616	2.818730531376154	3.1800389672973153	3.6183837013210023
EAA26607	59	83	86	140	59	94	0.0889894419306184	0.12518853695324283	0.1297134238310709	0.21116138763197587	0.0889894419306184	0.14177978883861236	5.088641295423584	3.681404542253626	4.117545625492265	3.071286192763432	4.362025030618622	3.2743652296331645
EAA26612	15	17	31	45	32	43	0.16853932584269662	0.19101123595505617	0.34831460674157305	0.5056179775280899	0.3595505617977528	0.48314606741573035	3.3749373357444754	3.0441337931318944	2.2112180771110337	1.9120387694532388	2.1067850261255465	2.498423712710168
EAA26613	55	67	62	89	55	67	0.04211332312404288	0.05130168453292496	0.04747320061255743	0.0681470137825421	0.04211332312404288	0.05130168453292496	6.048884841122225	5.491171190943688	5.803474428657514	4.923913541971908	6.048884841122225	5.85056832035136
EAA26615	39	45	46	90	42	49	0.0975	0.1125	0.115	0.225	0.105	0.1225	4.452568788151742	3.877833671647406	3.959084054032769	3.283296591998758	3.919814149888878	3.3946432571051166
EAA26616	94	80	128	166	143	140	0.27089337175792505	0.23054755043227665	0.3688760806916426	0.4783861671469741	0.41210374639769454	0.4034582132564842	2.7821763443766474	2.832566820123124	3.1622211512118787	2.5042714498066236	3.3004171910016358	2.6094864640370683
EAA26617	74	74	87	103	81	111	0.5	0.5	0.5878378378378378	0.6959459459459459	0.5472972972972973	0.75	2.0537008240807464	2.528746294733668	2.4777775595360576	1.9157998142000403	1.748846595930353	1.903968088555409
EAA26624	26	29	34	67	51	66	0.10970464135021098	0.12236286919831224	0.14345991561181434	0.28270042194092826	0.21518987341772153	0.27848101265822783	3.8062005690765837	3.506683883495029	3.114776985509909	3.3372463197982554	3.2016972142760634	2.761993292488559
EAA26626	33	45	60	50	51	60	0.022649279341111873	0.03088538091969801	0.04118050789293068	0.03431708991077557	0.035003431708991076	0.04118050789293068	7.521275705626188	6.4404451086603105	6.537532699054656	6.402322466654811	6.663646063989036	5.675326319331016
EAA26627	179	178	202	235	255	265	0.5028089887640449	0.5	0.5674157303370787	0.6601123595505618	0.7162921348314607	0.7443820224719101	4.787399165803698	4.177741151239574	4.406568076918635	3.8390462443866933	5.572673590628232	5.5209180235703075
EAA26635	102	105	153	165	124	150	0.32075471698113206	0.330188679245283	0.4811320754716981	0.5188679245283019	0.389937106918239	0.4716981132075472	2.4090906610117737	2.4075836748665544	2.243606758481714	2.1469574239742664	2.6545456963455867	2.306555190197249
EAA26636	10	34	25	52	32	29	0.09090909090909091	0.3090909090909091	0.22727272727272727	0.4727272727272727	0.2909090909090909	0.2636363636363636	4.355740702133241	2.429998335018646	2.9596677224855723	2.250949048589835	2.688826480834473	2.552378140665745
EAA26637	38	27	27	45	35	37	0.11764705882352941	0.08359133126934984	0.08359133126934984	0.1393188854489164	0.10835913312693499	0.11455108359133127	5.0024838550960755	4.041088205663104	4.149613391025202	3.4578922241071037	3.8212487415084158	3.7921673832769605
EAA26639	103	132	136	172	128	146	0.2724867724867725	0.3492063492063492	0.35978835978835977	0.455026455026455	0.3386243386243386	0.3862433862433862	2.921613427576585	2.5795283915732043	2.5165744755415997	2.2798913717733393	2.436615134735265	2.4134917954152884
EAA26642	102	87	112	99	102	104	0.18478260869565216	0.15760869565217392	0.2028985507246377	0.1793478260869565	0.18478260869565216	0.18840579710144928	3.8381527195737064	5.481722768757118	4.8029758081785765	3.1264961154247337	3.668207860213606	3.461896765857256
EAA26643	231	219	275	431	403	427	0.65625	0.6221590909090909	0.78125	1.2244318181818181	1.1448863636363635	1.2130681818181819	2.94091453459157	2.5833788053001183	3.517160211650293	2.846984438610603	2.699854678520094	3.2788824302445447
EAA26644	64	90	82	110	101	129	0.0675818373812038	0.09503695881731784	0.08658922914466737	0.11615628299894404	0.10665258711721225	0.13621964097148892	6.002518988710565	4.608253980668367	4.937278861265699	4.200663671373348	5.19341177063808	5.471056110647037
EAA26651	29	28	26	45	38	49	0.0847953216374269	0.08187134502923976	0.07602339181286549	0.13157894736842105	0.1111111111111111	0.14327485380116958	4.262168221455039	4.061676632703006	4.1549363183328705	3.7058723313236754	4.3531766134130105	3.5452238366454023
EAA26658	16	29	40	36	19	42	0.014311270125223614	0.0259391771019678	0.03577817531305903	0.03220035778175313	0.01699463327370304	0.03756708407871199	8.813560869051729	8.012274394487498	6.719962178028022	6.222276843204293	9.09349726335346	6.491162736951708
EAA26662	139	178	206	180	124	133	0.23679727427597955	0.303236797274276	0.35093696763202725	0.30664395229982966	0.21124361158432708	0.22657580919931858	5.388502239471812	3.4892260425465476	2.986525200090964	2.508758705807336	3.4420119567700866	4.394155409966025
EAA26670	224	280	296	364	354	382	0.40950639853747717	0.5118829981718465	0.5411334552102377	0.6654478976234004	0.6471663619744058	0.6983546617915904	2.464824642549768	2.418303411886398	2.2946162970423747	2.3767281676516467	2.5941398269117033	2.8881800415881376
EAA26671	270	312	291	375	293	325	0.503731343283582	0.582089552238806	0.542910447761194	0.6996268656716418	0.5466417910447762	0.6063432835820896	2.9532391498314317	2.2532988373007585	2.42720142986282	2.0332868428370885	2.78821868551206	2.3583104636797194
EAA26674	216	311	299	340	254	321	0.6	0.8638888888888889	0.8305555555555556	0.9444444444444444	0.7055555555555556	0.8916666666666667	1.8874227382876527	1.7836059662424562	2.094747620428507	1.6884387860422192	1.9286944729756594	1.8649863615178386
EAA26676	46	67	70	131	84	94	0.07931034482758621	0.11551724137931034	0.1206896551724138	0.22586206896551725	0.14482758620689656	0.16206896551724137	4.755182922776144	3.474260809827245	3.5710781964821234	3.2574313685105962	3.5358565130621096	3.251301984876874
EAA26681	347	397	398	577	500	587	0.3276676109537299	0.37488196411709157	0.37582625118035884	0.5448536355051936	0.4721435316336166	0.554296506137866	3.183594744735187	2.39681905916113	2.6738761829662394	2.0935544666414745	2.4657374422706706	2.4389420565266633
EAA26682	168	207	208	281	280	315	0.39344262295081966	0.4847775175644028	0.48711943793911006	0.65807962529274	0.6557377049180327	0.7377049180327869	2.5592117438009625	2.5532494782239943	2.610166491742187	2.045727585808331	2.4753556438177284	2.2044579483659286
EAA26683	31	37	44	51	43	56	0.1409090909090909	0.16818181818181818	0.2	0.2318181818181818	0.19545454545454546	0.2545454545454545	2.9806535782554806	2.9189212043084387	3.044569984857315	2.960891336971478	3.2541523999463817	2.5703230210213146
EAA26684	150	168	200	201	212	190	0.0591016548463357	0.06619385342789598	0.07880220646178093	0.07919621749408984	0.08353033884948778	0.07486209613869188	5.323454324405196	4.899814688245814	4.466134691826266	4.217849866594229	4.4989774578772925	4.576387347205709
EAA26697	89	83	78	49	45	49	0.20135746606334842	0.18778280542986425	0.17647058823529413	0.11085972850678733	0.10180995475113122	0.11085972850678733	3.056850101013952	2.9290422019541755	3.055710158941751	3.6338412502301596	4.1419024895605885	4.154992783804303
EAA26698	121	145	130	180	124	169	0.18701700154559506	0.2241112828438949	0.2009273570324575	0.2782071097372488	0.19165378670788252	0.26120556414219476	3.5849180203816124	3.2204387760797584	2.6840110657564034	2.7997273313650965	3.1013972153723106	2.985507426183361
EAA26699	178	177	196	319	281	318	1.5478260869565217	1.5391304347826087	1.7043478260869565	2.773913043478261	2.4434782608695653	2.765217391304348	1.9367725852811577	1.9074570295696072	1.9397210180561955	1.549517434412861	1.6927740886776101	1.9035741336313274
EAA26701	27	26	42	43	45	58	0.03901734104046243	0.03757225433526012	0.06069364161849711	0.06213872832369942	0.06502890173410404	0.0838150289017341	6.1623001270084075	5.639446342973338	5.070788333502984	5.13408265005354	4.826632505208673	4.037695937388471
EAA26703	41	56	59	92	74	83	0.01830357142857143	0.025	0.026339285714285714	0.04107142857142857	0.033035714285714286	0.03705357142857143	8.659576532401593	7.86668735787824	7.5030681273561015	5.916761543677409	7.053039298026873	6.400266959827673
EAA26707	423	494	512	835	784	894	4.23	4.94	5.12	8.35	7.84	8.94	1.6309149414230257	1.4465835575747077	1.412047009075706	1.4880759476760759	1.5586696948733318	1.500954231799161
EAA26709	58	57	51	85	70	89	0.11812627291242363	0.11608961303462322	0.10386965376782077	0.17311608961303462	0.1425661914460285	0.18126272912423624	3.6511581198972403	3.6995739544474042	3.4712989553138596	3.24135475115535	3.5288395927420133	2.9157064565447466
EAA26713	59	59	85	87	79	96	0.053057553956834536	0.053057553956834536	0.0764388489208633	0.07823741007194245	0.0710431654676259	0.08633093525179857	6.343897825041149	5.87280105349432	4.941367578440664	4.85345201926798	4.766331309972194	4.553833411519793
EAA26716	90	99	123	161	94	141	0.4147465437788018	0.45622119815668205	0.5668202764976958	0.7419354838709677	0.43317972350230416	0.6497695852534562	2.6990607860249316	2.385486045002741	2.2370120567306793	2.460010632891582	3.5793672920069715	3.1264090169624255
EAA26717	57	56	63	59	70	80	0.05268022181146026	0.051756007393715345	0.05822550831792976	0.054528650646950096	0.06469500924214418	0.07393715341959335	5.415942593295098	5.357118408824875	5.100265036945586	5.044212980425636	5.936872310476377	5.172134340436512
EAA26719	12	4	9	109	101	101	0.016172506738544475	0.005390835579514825	0.012129380053908356	0.14690026954177898	0.13611859838274934	0.13611859838274934	9.585083158913791	13.592239986633952	9.03074503988506	3.382824404635532	3.7322991398168104	3.9411231523384873
EAA26720	26	29	32	44	34	44	0.03278688524590164	0.03656998738965952	0.0403530895334174	0.05548549810844893	0.04287515762925599	0.05548549810844893	6.425171459410891	7.002632853810175	5.6182911468828935	5.263787677376133	6.341125733837195	6.127842325933341
EAA26722	66	73	100	94	88	89	0.16793893129770993	0.18575063613231552	0.2544529262086514	0.23918575063613232	0.22391857506361323	0.22646310432569974	3.2796370444295304	3.5809771023447765	2.740055488787163	2.6502371915541705	2.7652815119475225	2.7392057746182834
EAA26727	84	78	78	138	103	154	0.4883720930232558	0.45348837209302323	0.45348837209302323	0.8023255813953488	0.5988372093023255	0.8953488372093024	2.0594201840188733	2.2411217494908664	1.9273197560230775	1.7863947853715172	2.194519407239682	2.0105279987473685
EAA26729	276	345	331	444	379	438	0.6188340807174888	0.773542600896861	0.742152466367713	0.9955156950672646	0.8497757847533632	0.9820627802690582	2.79700804678289	2.572494529541245	2.5972211772913325	1.9035270463026155	2.7013511723720933	2.381377397443928
EAA26730	125	129	116	183	195	212	0.7396449704142012	0.7633136094674556	0.6863905325443787	1.0828402366863905	1.1538461538461537	1.2544378698224852	2.103178003471345	2.042940334215606	1.8206998692770922	1.7171542966225422	1.6432964675989787	1.6388661060667533
EAA26731	27	37	30	33	36	24	0.03260869565217391	0.04468599033816425	0.036231884057971016	0.03985507246376811	0.043478260869565216	0.028985507246376812	7.2419649748923876	5.9947882392434435	6.712258453227661	5.496366006161405	5.791416740291959	6.26876867505335
EAA26737	57	53	78	102	90	102	0.40714285714285714	0.37857142857142856	0.5571428571428572	0.7285714285714285	0.6428571428571429	0.7285714285714285	2.0175795287387968	2.1129190789943175	2.045578678825481	1.7643610264758913	2.1605346829781196	1.9329810427733842
EAA26738	1025	1170	1309	1947	1684	1965	4.324894514767933	4.936708860759493	5.523206751054852	8.215189873417721	7.105485232067511	8.291139240506329	2.5525713633192146	2.4102996958580936	2.3886510173624096	1.9702079025331898	2.56182280774042	2.300099332359997
EAA26744	104	130	116	187	144	165	0.10855949895615867	0.13569937369519833	0.12108559498956159	0.1951983298538622	0.15031315240083507	0.1722338204592902	4.3017744367103825	3.536158023973811	4.254310077872127	3.135532084822924	3.4700036451035032	3.4330213612814844
EAA26746	40	42	40	79	75	61	0.1951219512195122	0.2048780487804878	0.1951219512195122	0.3853658536585366	0.36585365853658536	0.2975609756097561	3.006299554236724	2.449911731810787	2.54219899600604	2.2144043567016496	3.0712667970337724	2.3155599030144316
EAA26747	44	55	52	109	59	74	0.15120274914089346	0.18900343642611683	0.17869415807560138	0.3745704467353952	0.2027491408934708	0.2542955326460481	3.0418532489869987	3.326080263216054	2.915411210449583	2.5672848789797182	2.9964743669162663	2.6042058992200205
EAA26749	45	71	64	95	95	95	0.062154696132596686	0.09806629834254144	0.08839779005524862	0.13121546961325967	0.13121546961325967	0.13121546961325967	4.794404755316984	4.291205475452655	5.226756489687427	3.8292906266628335	3.5004985083028632	3.5911210384013126
EAA26753	383	453	465	857	721	857	0.9341463414634147	1.104878048780488	1.1341463414634145	2.0902439024390245	1.7585365853658537	2.0902439024390245	2.0672354900096903	2.0627726818578975	2.0788750002995857	1.7796581559290967	2.1698578792028234	1.883835129429405
EAA26755	106	116	126	186	125	158	0.058954393770856504	0.06451612903225806	0.07007786429365963	0.10344827586206896	0.06952169076751946	0.0878754171301446	5.120372355745502	5.099592441733581	4.983515861795897	3.8749864120169546	4.631519239070579	4.346153551691604
EAA26757	48	68	76	93	58	68	0.10434782608695652	0.14782608695652175	0.16521739130434782	0.20217391304347826	0.12608695652173912	0.14782608695652175	3.9755744801662702	3.340799472605615	3.2635222155705232	2.8482149716776948	3.446675310310899	3.2192172173063036
EAA26759	29	29	34	45	49	38	0.053703703703703705	0.053703703703703705	0.06296296296296296	0.08333333333333333	0.09074074074074075	0.07037037037037037	4.907771514228529	5.524405974409293	5.0205425050187795	4.045199174779452	4.312921746071925	4.469768011980422
EAA26762	518	723	760	1055	906	1069	1.3350515463917525	1.8634020618556701	1.958762886597938	2.7190721649484537	2.3350515463917527	2.7551546391752577	2.018523905844312	1.807005163006885	1.7971004901951577	1.596680207294135	1.6508161470744336	1.841845966672454
EAA26763	869	919	975	1694	1411	1620	1.9440715883668904	2.0559284116331096	2.1812080536912752	3.7897091722595078	3.156599552572707	3.6241610738255035	1.7854720549832808	1.6569332365449678	1.6686588707196968	1.453595289012575	1.7079158840967652	1.6817885101764942
EAA26764	627	703	775	1202	1024	1145	0.4060880829015544	0.45531088082901555	0.5019430051813472	0.7784974093264249	0.6632124352331606	0.741580310880829	2.622788720141866	2.4158582538857263	2.25110162266116	2.214565570328523	2.39681094749799	2.4587416364290275
EAA26765	2236	2557	2583	3062	2684	3112	4.358674463937622	4.984405458089668	5.035087719298246	5.968810916179337	5.23196881091618	6.0662768031189085	2.053314578733289	2.0858661650095787	1.9156790186928447	1.825060011742987	1.9834219770705064	1.8123334808079912
EAA26766	950	995	1232	1878	1693	1970	11.30952380952381	11.845238095238095	14.666666666666666	22.357142857142858	20.154761904761905	23.452380952380953	1.9126416752106394	2.06015184993306	1.7817824168795875	1.6347312300759187	1.8903200144771402	2.0319569163816236
EAA26767	1535	1749	2053	2903	2555	2991	13.11965811965812	14.948717948717949	17.54700854700855	24.811965811965813	21.837606837606838	25.564102564102566	1.59429212274122	1.4634136938808753	1.51594667031228	1.3857514881172899	1.4465386903222426	1.3294680179659908
EAA26769	16	25	22	44	38	48	0.03404255319148936	0.05319148936170213	0.04680851063829787	0.09361702127659574	0.08085106382978724	0.10212765957446808	6.84353869390761	5.866619822776086	4.929466019343596	3.8800462206218196	4.232757492999394	4.934261939822832
EAA26770	161	172	194	281	250	283	0.09571938168846611	0.10225921521997622	0.11533888228299644	0.1670630202140309	0.14863258026159334	0.16825208085612367	4.121223300619316	3.979762968503841	3.768749186764128	3.600040204246492	3.7593811279516887	3.513314271309238
EAA26772	256	326	344	473	354	441	0.3798219584569733	0.4836795252225519	0.5103857566765578	0.701780415430267	0.5252225519287834	0.6543026706231454	2.4160956993557585	2.130008387817072	2.168553315339293	2.1351666199939365	2.114495570459701	2.116336832200401
EAA26774	63	60	81	89	82	94	0.06984478935698447	0.06651884700665188	0.08980044345898004	0.09866962305986696	0.09090909090909091	0.10421286031042129	4.924722267877077	4.479834374085481	4.659196143770072	3.9116516305360802	5.215447047217595	4.07143078862503
EAA26775	43	47	57	67	93	74	0.0780399274047187	0.0852994555353902	0.10344827586206896	0.12159709618874773	0.16878402903811252	0.13430127041742287	4.559786775748085	4.270776374956984	4.103361519239532	3.692063536536193	4.5983290516866395	4.164670500433748
EAA26778	568	691	663	788	695	817	0.5358490566037736	0.6518867924528302	0.6254716981132076	0.7433962264150943	0.6556603773584906	0.7707547169811321	3.851060819569838	3.1986981304538635	3.505918937831409	3.248045819744596	2.980176081702903	3.7335169640696364
EAA26781	68	78	73	111	83	102	0.027309236947791166	0.03132530120481928	0.029317269076305223	0.04457831325301205	0.03333333333333333	0.04096385542168675	8.68887696360037	6.937705388528415	6.728773520178455	6.1659880078547955	7.221736307238149	5.989272431921169
EAA26791	36	38	44	93	87	72	0.16289592760180996	0.17194570135746606	0.19909502262443438	0.42081447963800905	0.3936651583710407	0.3257918552036199	3.5636272017106627	2.757725349997464	3.089539986036644	2.112531214219178	2.289739520799083	2.945147440854636
EAA26798	28	42	54	53	34	44	0.07909604519774012	0.11864406779661017	0.15254237288135594	0.1497175141242938	0.096045197740113	0.12429378531073447	3.672475824857787	3.726872177455433	3.8816561185995853	3.4295186162847906	4.247012062829017	3.492814313987352
