name	aa_num	SRR1944912	SRR1944913	SRR1944914	SRR1944915	SRR1944916	SRR1944917
NM_001178242.1	126	114.39795918367348	113.36842105263159	116.10382255781029	111.64317617866006	114.22106986899563	117.42384105960264
NM_001178243.1	127	117.7184247538678	116.76682926829268	122.61904761904762	115.80928074245939	121.08497568466855	123.40936309199782
NM_001178244.1	2488	2551.3653846153848	2558.769230769231	2536.3971631205673	2575.8459422283354	2561.7223796033995	2519.3142857142857
NM_001178245.1	971	1025.9166666666667	975.4100000000001	980.8214285714286	954.8916666666668	958.1411764705882	986.4583333333334
NM_001178246.1	175	165.7528735632184	171.80708661417324	178.0081300813008	163.94285714285715	165.76444444444445	168.25714285714287
NM_001178247.1	1239	1243.6839323467232	1241.3493975903614	1250.055737704918	1233.2199389058596	1240.6384120171674	1240.189024390244
NM_001178248.2	835	838.3986486486486	846.4148471615721	836.34375	853.4978165938865	851.1043956043957	855.6422018348624
NM_001178249.1	671	674.3655589123866	685.82	662.5279999999999	659.9724310776942	668.8984615384616	681.4556213017751
NM_001178250.1	275	273.24050632911394	266.6875	260.2962962962963	266.8288288288288	257.0725806451613	256.5777777777778
NM_001178251.1	754	746.0	751.7910447761194	740.0	739.2698412698412	745.0	730.0
NM_001178254.2	889	865.0000000000001	884.2222222222222	906.1904761904764	872.8636363636364	893.2065217391305	864.9999999999999
NM_001178255.1	521	516.4901960784314	523.968992248062	525.4904458598726	530.6949152542372	524.7653631284916	521.85
NM_001178256.1	348	332.7174887892377	336.375	343.6363636363636	346.8705882352941	333.4945054945055	341.56626506024094
NM_001178257.1	1574	1580.6573589296102	1590.8083140877598	1583.1846565566457	1567.5418741511996	1572.0776031434184	1586.3992172211351
NM_001178258.1	128	113.90476190476191	121.33333333333333	122.19999999999999	115.97122302158274	116.0	111.87878787878789
NM_001178260.1	569	555.7920792079208	552.4657534246575	557.7485380116959	573.9380530973451	568.1367924528302	572.2499999999999
NM_001178261.1	139	137.5892857142857	138.79310344827587	135.125	128.37209302325581	129.77064220183487	133.0392156862745
NM_001178262.1	1128	1112.2696629213483	1108.9813874788495	1110.3962920046351	1108.1209406494959	1111.976878612717	1114.1643059490086
NM_001178263.1	863	847.4110275689222	863.5560975609757	855.6688741721855	856.5400696864111	859.554565701559	857.9248120300753
NM_001178264.1	679	689.6425073457394	692.8397070789259	686.3220815752461	682.2000838926174	680.6438679245283	683.2057416267943
NM_001178265.1	140	117.78461538461539	131.06493506493504	121.94871794871796	131.01176470588237	133.6949152542373	118.89999999999999
NM_001178266.1	90	71.28	76.24137931034484	74.75138121546962	72.97797356828194	73.33333333333333	73.66071428571429
NM_001178267.1	184	172.16797965386763	172.6391382405745	175.57506960805313	170.2629944087803	170.51750715701385	174.27463149728473
NM_001178268.1	101	98.66295264623956	102.36038186157518	91.05555555555554	92.46062992125985	95.72972972972973	90.72608695652174
NM_001178270.1	313	304.7307833762413	304.571468453378	307.8955049620549	302.77189163038224	301.51903386715674	306.70338527673294
NM_001178271.1	333	313.9047619047619	312.63529411764705	309.0	325.70270270270277	328.55696202531647	351.9166666666667
NM_001178272.1	376	370.18323586744646	372.1298299845441	369.71069182389937	375.19770773638965	369.421822272216	374.0430528375734
NM_001178273.1	340	334.8440366972477	332.74911660777383	328.9356725146199	339.956678700361	342.66666666666663	324.0509554140127
NM_001178274.1	1508	1489.3	1499.9142091152812	1484.0	1483.9999999999998	1497.25	1491.7696335078535
NM_001178275.1	700	697.125	699.1605995717345	698.5333333333334	697.5609756097562	686.3093681917212	685.2181818181818
NM_001178276.1	252	245.70352941176472	247.35185185185185	252.50814332247555	250.859375	248.98595943837753	244.04692082111436
NM_001178277.1	1020	1012.6555183946488	1016.267441860465	1024.3222748815167	1008.3267326732673	1014.9113924050632	1015.7227722772277
NM_001178278.1	227	215.68749999999997	220.61187214611874	217.60431654676256	219.24	224.112	222.41739130434783
NM_001178279.1	574	568.2515337423313	567.2452407614782	578.0104712041885	563.0345182895414	569.1143497757847	571.118530884808
NM_001178280.1	214	210.77534791252484	209.78512396694217	211.03806228373702	208.06338028169014	216.2627986348123	207.11180124223603
NM_001178281.1	236	221.14880952380952	220.23178016726402	220.28327228327228	218.92995330220145	220.12321562734786	220.06521739130434
NM_001178282.1	634	633.1136738056014	630.1013941698353	621.5718157181572	640.6093189964158	640.0223713646532	622.1999999999999
NM_001178285.1	452	447.2950819672131	444.46153846153845	445.56371490280776	448.1943661971831	443.7447447447447	445.6557610241821
NM_001178286.1	436	434.4727272727273	428.964705882353	442.51851851851853	436.4752475247525	425.2903225806451	434.1505376344086
NM_001178287.1	1376	1369.006289308176	1374.1509654768872	1378.6316480630335	1364.158273381295	1368.8199052132702	1367.849133537207
NM_001178290.1	287	274.89859594383773	271.0056369785795	270.90437158469945	274.82022471910113	271.8430884184309	279.78723404255317
NM_001178291.1	663	665.4413793103447	659.1966637401229	675.5142857142857	654.4500929944204	660.723880597015	671.0800542740841
NM_001178292.1	826	828.2950819672133	813.4571428571429	819.4347826086956	859.9759036144579	857.310344827586	865.3157894736842
NM_001178294.1	520	511.8144927536232	509.9065420560747	524.2085308056871	518.9364161849711	514.2018348623853	507.48148148148147
NM_001178295.1	413	391.0691489361702	396.5533980582524	391.83941605839414	398.15294117647056	395.82456140350877	396.13761467889907
NM_001178296.2	463	464.45747422680415	462.60703205791106	466.78481012658233	467.5013525698828	470.90130151843823	462.4580152671756
NM_001178297.2	203	197.15942028985506	197.76612903225805	213.9609375	195.86231884057972	201.285140562249	202.96062992125985
NM_001178298.1	418	408.80992907801414	406.3599339570721	414.2598105548038	405.4357585139319	401.7496647295485	401.97009674582233
NM_001178299.1	188	164.0	166.6031746031746	164.0	165.56190476190477	164.0	167.72727272727272
NM_001178300.1	682	696.7058823529412	693.0	693.25	698.0521739130435	695.9615384615386	714.7241379310345
NM_001178301.1	691	677.9643835616438	677.672	681.6916299559472	681.2743190661478	687.4023529411766	669.8382978723404
NM_001178303.1	1106	1095.5249999999999	1098.3115577889448	1082.0	1087.5204081632655	1101.6727272727273	1082.0000000000002
NM_001178304.1	256	257.9294117647059	246.68354430379745	245.32057416267943	252.17391304347828	254.42530755711775	250.59233449477352
NM_001178306.1	1143	1153.2551020408164	1156.3	1138.9821428571427	1137.1951219512196	1137.8067226890757	1154.5238095238096
NM_001178307.2	742	724.0336134453781	740.0546075085324	735.9499999999999	749.4661354581674	737.6712328767123	735.0952380952381
NM_001178308.2	321	318.7725563909774	315.74271844660194	311.1850746268656	317.31463748290014	316.2369668246445	317.9032258064516
NM_001178309.1	424	423.6559139784946	422.9665071770335	411.8226600985222	418.8235294117647	414.7727272727273	425.24271844660194
NM_001178312.1	195	184.8835904628331	183.58995154834633	188.9917657822507	185.51412022542266	185.68965851452202	189.41872421453508
NM_001178314.1	350	330.86567164179104	339.8723404255319	333.40909090909093	333.9512195121951	349.566265060241	326.0
NM_001178316.1	1067	1064.7703984819736	1064.2659870250232	1062.1493268053855	1068.6082279520447	1070.4106460244648	1060.900457665904
NM_001178318.1	112	95.03999999999999	100.73684210526316	119.67999999999998	119.16666666666667	101.78313253012047	99.4074074074074
NM_001178319.1	1497	1487.3407510431155	1488.0819112627985	1497.9133192389006	1497.2880698351116	1494.4194630872485	1508.141153081511
NM_001178320.2	536	533.6338028169014	512.0	530.9629629629629	519.7575757575758	512.0	527.5151515151515
NM_001178321.1	363	354.1585365853658	358.37142857142857	356.4967741935484	361.51171875	352.83673469387753	348.48251748251744
NM_001178322.1	453	455.48148148148147	445.9139784946237	437.4117647058823	444.54347826086956	453.9211618257262	451.98214285714283
NM_001178324.2	753	735.5089285714286	752.328	729.0	748.0173913043478	740.9508196721312	729.0000000000001
NM_001178325.1	975	966.7375886524823	970.1243144424133	965.409090909091	954.2793103448276	972.9040307101727	962.412
NM_001178326.1	461	465.75	453.916129032258	452.42352941176466	461.5046728971963	453.3582887700535	465.588785046729
NM_001178327.1	132	120.47715133531158	121.22343149807938	125.90602752729	121.15118715083798	122.72490598785075	123.38896020539153
NM_001178328.2	2782	2758.0	2808.145454545455	2815.4583333333335	2758.0000000000005	2758.0	2758.0
NM_001178329.1	454	437.10743801652893	439.55555555555554	440.2380952380953	444.14473684210526	448.0419580419581	440.75
NM_001178330.1	172	159.2405063291139	165.30994152046782	163.25773195876292	156.36521739130436	161.2934131736527	160.20618556701032
NM_001178331.2	416	407.1140278917145	406.9088524590164	412.09	411.8481012658228	411.71696504688833	410.52880354505174
NM_001178332.1	125	113.13315718323707	114.86847619998004	115.31531232725264	111.79789874733014	111.97983759597857	113.77938607436987
NM_001178333.1	215	212.4978354978355	211.17605633802816	221.15789473684214	201.1715976331361	204.68941979522185	203.14450867052025
NM_001178337.2	749	745.863309352518	744.078947368421	742.6829268292684	754.591836734694	778.5234899328858	732.3979591836736
NM_001178338.1	455	438.18333333333334	439.45098039215685	454.2076923076923	434.15750915750914	443.9624060150376	460.3863636363636
NM_001178339.2	540	531.3231204336554	534.1344809037117	536.682208588957	531.5661698689173	534.7996164908916	526.5267759562842
NM_001178341.1	1112	1103.5428571428572	1103.5428571428572	1095.3513513513515	1096.079207920792	1120.094395280236	1109.3333333333333
NM_001178342.1	210	199.79821958456975	201.70448548812666	200.3076923076923	195.7704280155642	194.38823529411766	200.88
NM_001178343.1	481	459.38020833333337	470.5073891625616	469.6944444444444	459.19711538461536	464.8342857142857	481.8369565217391
NM_001178344.1	1033	1081.9397590361446	1076.5885167464116	1025.5409836065573	1030.1974789915967	1032.6854460093898	1057.8225806451612
NM_001178345.2	1146	1142.944	1140.2934782608695	1167.043795620438	1140.3333333333335	1136.025	1126.2022471910113
NM_001178346.2	1005	1006.1538461538462	994.2567567567569	1011.978947368421	1000.8181818181818	1009.8529411764705	1004.3571428571429
NM_001178347.1	191	173.59210526315792	181.64912280701753	188.20634920634922	178.5972222222222	184.68235294117645	194.83333333333334
NM_001178349.1	775	783.9707317073171	776.314606741573	772.6115107913669	774.1076923076923	784.2546125461255	779.1625
NM_001178350.1	281	290.8157894736842	279.3478260869565	266.1785714285714	284.4325842696629	271.7324840764331	276.037037037037
NM_001178351.1	468	462.8936170212766	476.32183908045977	457.9842519685039	463.38864628820966	476.375	462.49999999999994
NM_001178352.2	428	446.88268156424584	438.6285714285714	454.5	436.2521008403362	428.42790697674417	415.65384615384613
NM_001178353.1	208	188.08888888888887	189.25714285714287	201.25	193.0864197530864	184.0	193.94594594594594
NM_001178354.1	492	495.2093023255814	505.27433628318585	495.52941176470586	502.1605839416058	502.5245901639344	480.64864864864865
NM_001178355.2	731	726.7762237762238	718.4648648648649	707.0	707.0	711.1834319526627	734.9078947368421
NM_001178356.1	543	519.0	558.9230769230769	519.0	519.0	540.0405405405406	536.8965517241379
NM_001178357.1	98	84.38866902728599	83.62643478260868	87.15972473741397	85.31156595191683	86.17562993606619	90.94923258559622
NM_001178358.1	131	114.61232329440689	114.25896934116112	115.51796329800982	114.46656027854344	113.79544426006939	115.79540646721064
NM_001178359.1	282	270.8575700189375	272.324776119403	275.1627475247525	272.9613074726789	272.65438049333716	274.30196208846024
NM_001178362.1	198	185.2258064516129	194.9009009009009	203.82857142857142	196.22429906542055	198.9485294117647	200.76923076923075
NM_001178363.1	592	589.6916548797736	594.234156820623	585.4233128834356	592.5091693635383	592.5661861074706	588.8339768339769
NM_001178364.1	123	108.87983706720978	109.42105263157895	108.68936170212766	109.42105263157895	111.01538461538462	104.3625
NM_001178365.1	913	914.8215767634855	916.2142857142858	918.2099999999999	914.1372413793104	904.9137510170871	908.7830319888735
NM_001178369.1	628	615.0825688073394	614.8502994011975	612.6285714285714	615.1851851851852	628.6530612244898	631.4545454545454
NM_001178370.1	172	156.22222222222223	156.22222222222223	159.74603174603175	165.18709677419352	167.5702479338843	170.76923076923077
NM_001178371.1	1160	1180.05540166205	1171.381535038932	1182.119658119658	1162.6340468909277	1177.5149501661128	1196.7216035634744
NM_001178372.1	296	304.1720430107527	296.2376237623762	295.0508474576271	303.16666666666663	294.05405405405406	284.6511627906977
NM_001178373.1	389	382.49111145462973	381.797434930215	383.59872611464965	381.46069515385574	382.54611514812746	381.079295154185
NM_001178374.1	375	370.9756097560976	371.6774668630338	396.78260869565213	367.3436807095344	368.4604591836735	381.83720930232556
NM_001178376.1	520	503.11961722488036	511.5	539.8938053097345	517.4615384615385	508.0388349514563	522.1052631578948
NM_001178377.1	452	453.5406871609403	448.6906077348066	445.9329608938547	443.85185185185185	448.48547008547007	446.03370786516854
NM_001178378.1	547	559.2475247524752	553.5401459854014	548.3064516129032	540.5307262569833	544.2848837209301	544.3469387755102
NM_001178379.1	357	349.42607845874636	347.8101578586136	353.9078299196267	347.8573964209298	348.24921024033966	354.5538047836958
NM_001178382.1	343	332.19172932330827	340.78046218487395	328.45185185185187	338.5226438188495	341.07462686567163	343.80345572354213
NM_001178383.1	223	224.64600326264275	216.75972540045765	223.87499999999997	215.64736164736166	216.4661870503597	219.8583569405099
NM_001178384.1	405	411.26635514018693	407.6034912718204	422.5790645879733	408.1485507246377	416.9956395348837	419.17791411042947
NM_001178385.1	290	283.16129032258067	273.35483870967744	287.6511627906977	282.26200873362444	280.5753424657534	289.963963963964
NM_001178386.1	958	961.7236438075743	962.8552845528455	961.0034013605442	961.839046199702	956.2192013593883	965.9197622585439
NM_001178387.1	306	304.05151793928246	302.9311740890688	301.6	294.7515592515593	298.9624060150376	297.90225563909775
NM_001178389.1	664	718.5066666666667	673.6210131332083	674.7286821705426	681.009708737864	669.4560669456067	668.2993197278912
NM_001178390.1	392	405.42372881355936	398.8724832214765	383.2426035502959	409.81818181818187	427.86602870813397	414.3622047244095
NM_001178391.2	684	660.0	683.5714285714286	660.0	680.0	670.6451612903227	660.0
NM_001178392.2	567	623.4444444444445	559.7076923076924	543.0	574.3269230769231	590.6315789473684	542.9999999999999
NM_001178394.1	329	327.46124031007747	334.2215568862276	346.59090909090907	331.04683195592287	320.7121212121212	334.57575757575756
NM_001178395.1	170	159.77358490566036	162.84615384615387	160.2439024390244	154.11111111111111	153.68421052631578	150.2941176470588
NM_001178396.1	151	135.00181749337372	135.7611641713991	135.79142451246287	134.87518832765045	137.40950244371444	136.1404330017554
NM_001178397.1	805	788.4776595744681	787.4492155243599	796.7777777777777	789.3849693251534	796.313725490196	790.6590106007068
NM_001178400.1	205	196.40425531914894	205.1597374179431	198.72027972027973	200.50554675118858	201.72053872053874	200.98051948051946
NM_001178401.1	353	346.1039755351682	352.15776699029124	348.27196652719664	345.83858267716533	354.0807174887892	355.20353982300884
NM_001178402.1	339	519.9029126213592	505.7412060301508	372.0135746606335	621.3461538461538	794.8598130841121	356.7469879518072
NM_001178403.1	894	903.0379746835442	905.054945054945	882.8888888888889	900.9608540925267	894.739336492891	870.0
NM_001178404.1	496	494.0560747663552	503.7692307692308	493.1659192825112	489.55798687089714	488.6981132075472	479.8666666666667
NM_001178405.1	361	363.50561797752806	354.8089430894309	351.65217391304344	357.22	345.60425531914893	342.91228070175436
NM_001178406.1	776	783.3333333333334	764.9655172413793	773.1020408163265	777.035758323058	767.625974025974	776.7717647058824
NM_001178407.1	1103	1082.6638370118847	1088.3962264150944	1108.005376344086	1093.5508298755187	1088.301724137931	1102.9246119733925
NM_001178408.1	615	644.4414893617021	621.732	637.9047619047619	627.9375	669.8	664.875
NM_001178409.3	305	293.36070381231673	291.64393939393943	303.25742574257424	292.82425742574253	295.2754010695187	291.6902173913044
NM_001178410.1	175	165.43382352941174	160.4375	165.01030927835052	166.93467336683418	159.11157024793388	166.40816326530611
NM_001178413.3	359	398.95454545454544	388.2954545454545	387.89473684210526	358.10344827586204	378.5772357723577	354.4202898550725
NM_001178414.1	215	195.98260869565217	208.64673913043478	203.87640449438203	200.0236220472441	212.4051724137931	213.03846153846152
NM_001178415.1	205	194.59249033683048	194.4988631195998	197.23027259684363	193.2616532007458	194.56414868105517	196.9407526020817
NM_001178416.4	604	613.1763122476447	602.7075471698113	599.8190954773869	603.3443102817416	607.8496868475992	608.2813749000799
NM_001178418.1	232	223.84761904761905	227.177304964539	218.14634146341464	221.86666666666667	216.52459016393442	229.51724137931035
NM_001178419.3	206	190.66666666666666	189.91304347826087	211.44117647058823	190.22289156626508	185.08474576271186	201.0987654320988
NM_001178420.1	209	205.55555555555557	214.6	204.68085106382978	200.41666666666666	205.6907894736842	202.07692307692307
NM_001178421.4	953	938.0369649805448	934.4566813509546	939.5568181818181	933.5206812652068	931.5734072022161	933.351288056206
NM_001178422.2	971	988.7596017069701	986.8170454545455	973.9289099526068	983.896103896104	988.6568914956013	987.5857142857144
NM_001178425.3	157	146.61417322834646	143.33009708737865	155.67045454545456	149.2030456852792	157.77450980392157	146.1358024691358
NM_001178426.2	424	417.62490584986193	417.51128696799066	424.81058692797257	416.9077306733167	416.86475001659915	422.2222222222222
NM_001178427.1	959	949.7399999999999	952.64859437751	953.9720520673814	950.3498871331828	950.4687500000001	950.6150712830957
NM_001178428.3	753	760.6719101123596	750.177653631285	748.2475247524752	753.05428419372	752.6148770245951	746.9262295081968
NM_001178429.1	1327	1337.9463601532566	1371.156923076923	1435.6407185628743	1383.3907455012854	1382.349358974359	1391.3389830508474
NM_001178430.1	143	133.2530487804878	135.20900562851784	134.9176848874598	135.06273764258555	135.3089430894309	132.4670781893004
NM_001178431.3	481	472.2842809364549	469.82164328657313	459.2401960784314	466.0271604938271	465.9108635097493	470.4978902953586
NM_001178432.1	970	949.109569028488	953.1021021021021	953.3596648713346	950.9483076923077	952.5456342668864	957.6942094990239
NM_001178433.3	302	299.62222222222226	314.037037037037	289.5833333333333	291.1132075471698	302.17391304347825	297.85714285714283
NM_001178434.1	941	938.5089913995308	938.4252336448598	944.0590163934427	937.2747946936198	936.0904522613065	946.374651810585
NM_001178435.3	349	342.1654929577465	353.5410764872521	356.3451776649746	350.4518072289157	358.3609271523179	350.32467532467535
NM_001178436.1	253	254.44444444444446	264.4549310710498	260.63505154639176	262.62593783494106	257.19593147751607	259.73534971644614
NM_001178438.4	117	97.34	98.47058823529412	104.34146341463413	99.23463687150837	95.87628865979381	103.33333333333334
NM_001178439.1	104	91.72413793103449	106.06741573033707	88.42105263157895	99.99999999999999	96.29629629629629	104.28571428571429
NM_001178440.1	462	455.1534334763948	461.4150943396226	463.4012539184953	454.58171745152356	461.47476552032157	457.3506311360449
NM_001178441.3	462	455.9794754846066	449.2094786729858	450.9721254355401	440.8318965517241	444.7644787644788	438.0
NM_001178442.2	748	748.2066869300912	781.5140186915887	775.4691943127962	742.3291139240505	756.6126126126126	741.6585365853657
NM_001178443.1	425	416.18939393939394	410.82843137254906	435.49462365591404	411.46086956521737	409.1421319796954	429.64285714285717
NM_001178444.3	225	251.77894736842106	247.5313092979127	236.56153846153845	241.0530164533821	250.9157427937916	228.67391304347828
NM_001178445.2	1449	1447.8	1491.279069767442	1451.1467889908256	1441.9642857142858	1456.9029850746267	1425.0
NM_001178446.1	686	662.0000000000001	700.9411764705883	703.375	680.6478873239437	672.5079365079365	729.8974358974359
NM_001178449.3	285	269.8801775147929	276.53948967193196	276.3923076923077	279.94900605012964	275.4856293359762	271.44
NM_001178450.1	748	729.153024911032	736.575682382134	749.725888324873	729.5692307692307	731.115479115479	737.7904761904763
NM_001178451.1	530	528.4888888888888	535.0804597701149	510.6000000000001	542.6666666666666	535.6063829787233	521.0297029702971
NM_001178452.3	324	309.8130841121495	331.0344827586207	331.5789473684211	312.34567901234567	319.71830985915494	307.7586206896552
NM_001178453.1	357	337.0609756097561	333.0	338.12307692307695	358.1848739495798	344.1	349.11290322580646
NM_001178454.1	183	177.36713686618376	171.20458715596328	174.48817567567568	173.65522560740456	174.63510767980495	176.84262948207174
NM_001178456.2	942	927.5625	945.2918918918919	948.1973684210527	934.0649999999999	929.1951219512194	928.1999999999999
NM_001178457.1	142	134.98987626546682	132.19420289855074	128.12064090480678	128.64878048780488	134.7866108786611	131.59447004608296
NM_001178458.3	444	425.50218340611355	436.2057877813504	429.7674418604651	441.16710875331563	432.3529411764706	442.6347305389222
