Gene	R_GR_in_01d_1	R_GR_in_01d_2	R_GR_in_02d_1	R_GR_in_02d_2	R_GR_in_04d_1	R_GR_in_04d_2	R_GR_in_07d_1	R_GR_in_07d_2	R_GR_in_10d_1	R_GR_in_10d_3	R_GR_in_15d_1	R_GR_in_15d_2	R_GR_in_20d_1	R_GR_in_20d_3	R_GR_in_25d_1	R_GR_in_25d_2	R_GR_un_01d_2	R_GR_un_01d_3	R_GR_un_02d_1	R_GR_un_02d_2	R_GR_un_04d_2	R_GR_un_04d_3	R_GR_un_07d_1	R_GR_un_07d_3	R_GR_un_10d_1	R_GR_un_10d_3	R_GR_un_15d_1	R_GR_un_15d_3	R_GR_un_20d_1	R_GR_un_20d_3	R_GR_un_25d_1	R_GR_un_25d_2
I638_mgp001	12.8336692299453	9.72460407490085	10.2631279401529	7.46994398008886	18.861093566205	12.2003790251084	14.9290103602941	7.695002684198	75.024575907508	22.7530797152001	8.71244010600781	7.34742825635624	7.90752665654503	14.8835175326483	24.180656667137	30.5951962881376	8.72944821157855	16.182438912483	7.76431424120813	6.18239491712024	12.5508871235967	14.7603722750392	12.1826421714341	9.60734330423071	11.6659618481383	11.2558577359634	18.8898250951326	13.5490543512788	17.2018375281796	2.74135732276851	26.1617594891806	1.30780498012136
I638_mgp038	14.8080798807061	9.72460407490085	4.19855233915346	7.93681547884442	10.5806134639686	5.42239067782595	6.58632810012975	7.695002684198	102.890846958868	111.189578230884	11.6165868080104	13.0975895004611	11.7249533183254	13.8010798939103	17.8870610962384	14.6324851812832	12.1242336271924	18.086255255128	9.22012316143465	8.56023911601264	17.0333468105955	10.6090175726845	9.02417938624751	4.574925382967	12.9158863318674	11.2558577359634	3.97680528318582	0	0	20.286044188487	0	10.8983748343447
I638_mgp046	6.41683461497265	8.75214366741076	10.2631279401529	6.53620098257776	14.2608268427403	17.1709038131155	23.2716926204585	0	78.0255589438083	81.996947652891	16.7795142782373	11.5003224882098	18.2691133099489	12.7186422551722	35.1116384481716	42.2346731368856	5.81963214105236	12.8507603128541	11.1612017217367	3.32898187844936	17.9298387479952	25.8306514813187	10.829015263497	12.3522985340109	10.8326788589856	9.58832325656144	14.9130198119468	17.0617721460548	13.4825213058705	0	1.33025895707698	5.66715491385925
I638_mgp052	2100.77293240951	1362.90326109735	1001.58798579583	917.869366553419	2616.63171230668	1620.84294678014	973.020204659168	1227.57925173794	12641.8553963463	11077.7446975665	2218.12271439621	2271.63314482388	1719.75071113205	1908.60816650489	1488.60097345361	1740.60062360991	1325.42122012468	2318.37235125602	1649.91677625673	1113.30665392142	3545.17736644735	3090.91420671994	1130.2784681275	1218.30262948411	2071.12486953913	2218.2377412245	746.148091257739	708.063544061274	355.19469923052	1127.24613112241	479.78006385243	512.659552207575
I638_mgp053	231.499648801705	128.364773788691	115.226936418989	104.579215721244	340.879764208729	183.909417156263	165.097291043252	148.015639866632	1190.10412982424	895.526873319009	217.165636716417	235.7566110083	199.596879744516	217.56996538635	153.696228678789	157.299215698794	139.186202040169	255.111389914438	176.152879347409	152.182028729114	410.145061360391	377.312016280691	148.447750903772	151.430030176208	221.653275114628	240.958732273587	83.015810286504	81.796142935498	69.7371791682958	4.38617171642961	73.1642426392338	64.5183790193206
I638_mgp059	55.2834982213028	46.191869355779	40.5860059451501	33.6147479103999	59.8034674050401	47.8977843207959	46.9824737809256	38.0223662042725	224.645015860195	175.585086858809	35.4951263578096	46.3207433552894	58.624766591627	72.5233217954501	95.3976591799379	100.432057380626	51.4067505792959	59.4942607076581	59.202896089212	41.3744890607278	129.094838985566	103.322605925275	49.6329866243613	45.74925382967	70.8290540779828	92.5481636068104	54.681072643805	27.5999255303827	57.6494014457912	0	22.1709826179496	43.157564344005
I638_mgp075	20.2377091702983	15.0731363160963	11.6626453865374	9.80430147386663	25.7614936514019	21.6895627113038	26.7844009405277	37.5697189875549	277.805286788944	116.77052231197	54.8561043711603	47.2791035626402	65.1689265832504	70.0878371082895	85.1291611432084	89.4576934946631	11.6392642821047	28.0812910540146	9.70539280151016	9.03580795579112	34.9631855585907	37.3621923211931	17.5971498031826	17.3847164552746	46.247205897977	52.5273361011626	37.7796501902653	35.628994775585	21.850982806066	47.1513459516183	21.7275629655906	27.0279695891749
NM_001248017.2	74.5340020662208	146.355291327258	157.678965625985	226.899548395199	298.557310352854	253.044898298544	246.767759484861	214.554780724109	421.852472531359	336.144555037768	466.276887154862	430.942639905416	22.6318866376979	23.0017998231838	135.477925710398	131.692366631549	388.945414760333	614.932678674354	229.532539755715	204.970169944525	415.524012984789	336.259730890738	481.439970256305	390.241135167085	502.053000964525	453.569378397341	85.5013135884951	89.3233953528751	265.001280839524	117.330093414492	67.8432068109258	124.24147311153
NM_001248034.2	319.854525423252	315.563402230532	418.922222284423	440.259823326487	693.260195226119	564.380496383717	513.733591810121	483.427227454321	14.576203319173	30.909844141404	0	0	0	0	0	0	370.516579647001	303.182752566225	530.884986242606	530.734825192784	497.553025256867	501.391395717739	504.902836660548	606.635105781425	61.6629411973027	72.954633473837	478.210835303095	549.991243296354	212.465939199408	0	583.983682156793	611.180860710051
NM_001248043.2	0.493602662690204	0	6.99758723192243	7.46994398008886	5.52032006815755	9.94104957601424	51.8124477210207	57.9388437398437	0	2.14651695426416	14.520733510013	13.4170429029114	0	0	4.63738621013587	10.9743638859624	1.93987738035079	0	2.42634820037754	4.7556883977848	6.72368953049821	0	31.5846278518663	32.9394627573624	16.2490182884784	17.9259956535714	17.398523113938	18.0654058017051	97.6320508356141	27.4135732276851	90.0141894288755	60.5949640789566
NM_001248075.2	69.1043727766285	67.5859983205609	54.1146745935335	53.6902223568887	29.9017337025201	40.6679300836946	30.7361978006055	30.780010736792	92.6017622629813	94.876049378476	19.6836609802399	24.9173653911212	23.7225799696351	24.8960656909754	6.62483744305124	17.2929370324256	56.7414133752605	67.1095260782383	39.7921104861917	36.618800662943	38.1009073394898	71.4955532072213	30.2310009439292	30.6520000658789	25.8317726637349	25.8467844307308	24.8550330199114	26.5962918747325	8.83337602798414	0.548271464553702	17.7367860943597	20.488944688568
NM_001248082.1	163.382481350457	161.914657847099	156.745953995062	129.790276654044	172.97002880227	93.9881050823164	99.6730985819636	110.445920879077	52.7315590664199	135.659871509495	120.360746649663	102.863995588987	71.4404132418896	53.3100537078495	85.1291611432084	80.8112249784503	166.34448536508	169.915608581071	152.859936623785	154.559872928006	167.195746325055	64.5766287032967	123.631257591591	139.077731642197	49.580337854588	65.4507283165281	153.107003402654	162.086835387521	86.0091876408982	13.1585151492888	156.527137282724	150.833507707331
NM_001248089.3	47.8794582809497	47.6505599670141	50.849133885303	42.4853063867554	42.782480528221	51.5127114393465	33.809817580666	23.085008052594	0	0	1.93609780133507	1.91672041470163	0	0	0.662483744305124	4.988347220892	81.9598193198208	58.0663984506743	29.601448044606	29.0096992264873	32.2737097463914	35.5171457868132	42.8648520846757	45.2917612913733	7.91618839695102	2.08441809925249	13.4217178307521	30.1090096695085	35.7984186397252	0	88.2405108194395	54.0559391783497
NM_001248106.1	1.97441065076081	0.972460407490085	0.933011630922991	1.40061449626666	0	0.903731779637658	22.3935155404412	38.9276606377075	224.216303997867	271.31974301899	339.139798200526	311.467067389015	305.394132942429	312.553868185615	452.807639232552	458.262831359278	0.969938690175394	0.951908171322529	0.485269640075508	1.42670651933544	0	0	1.8048358772495	1.3724776148901	0	0	1.98840264159291	0	0	0	0	3.4874799469903
NM_001248108.2	13.3272718926355	33.0636538546629	116.159948049912	98.9767577361775	123.747174861198	85.8545190655775	146.655572362889	107.730037578772	164.625355134189	82.8555544345967	79.3800098547378	62.9323202827035	0	0.270609409684515	11.5934655253397	13.302259255712	67.8957083122776	72.3450210205122	67.9377496105711	71.335325966772	78.4430445224791	53.9676111306122	92.497838709037	83.7211345082962	79.9951669586629	33.7675732078903	100.414333400442	104.377900187629	85.0793585853209	37.8307310542054	227.030862007804	203.145706912185
NM_001248110.2	175.228945255022	133.713306029887	90.5021281995301	92.9074282523552	91.5453077969461	119.74446080199	33.809817580666	56.1282548729736	59.5909488636778	67.8299357547476	76.153180185846	68.0435747219078	69.5316999109994	56.8279760337482	64.260923197597	76.4879907203439	104.753378538943	102.330128417172	91.715961974271	104.149575911487	147.472923702261	165.592926460596	129.045765223339	110.713194267801	255.817877669891	253.465240869102	84.0100116073004	78.7852419685471	108.789999502541	205.053527743084	47.0024831500532	48.3887842644905
NM_001248118.2	106.124572478394	91.4112783040679	58.7797327481484	55.0908368531554	51.0629606304574	56.9351021171724	19.3198957603806	2.71588330030517	0	0	2.58146373511342	3.83344082940326	5.18079332670192	7.84767288085095	11.2622236531871	9.64413796039119	91.174236876487	63.7778474786094	89.774883413969	58.494967292753	48.4105646195871	11.0702792062794	47.3769417777994	56.7290747487909	62.9128656810318	28.7649697696843	70.5882937765483	98.8579150815528	47.8861963622298	196.281184310225	130.365377793544	92.8541535886169
NM_001248127.1	311.463280157519	319.939474064238	253.312657795592	269.384854781955	303.617603748665	311.787463974992	297.262941585856	406.929847829059	371.693184638911	279.476507445194	273.312472955134	284.632981583192	97.0717065424149	135.575314251942	192.782769592791	161.955006438293	291.951545742794	289.380084082049	298.926098286513	321.484535690252	315.565161964716	310.890341043014	240.043171674184	258.025791599339	377.893835580767	478.16551196852	321.624127277653	329.693655881118	151.097221531308	327.31806433856	211.511174175239	168.270907442282
NM_001248151.2	604.663261795499	608.273984885048	398.395966404117	365.560383525599	383.202218064603	351.551662279049	286.724816625648	260.272149612579	610.485691955951	525.467350403867	272.344424054466	289.744236022396	211.049159729857	209.451683095815	198.745123291537	227.801189754068	551.410145364712	524.025448313052	469.255741953016	466.05746298291	450.48719854338	494.01120958022	318.553532334537	364.62155302247	190.405163021401	155.080706584385	481.193439265484	457.155130148703	226.878289560856	332.800778984097	250.088683930472	289.460835600195
NM_001248155.2	3.45521863883142	8.26591346366572	9.33011630922991	7.46994398008886	3.22018670642524	13.104110804746	0	0.452647216717529	0	0	11.6165868080104	14.0559497078119	20.7231733068077	32.7437385718264	15.2371261190179	20.2859453649608	5.33466279596467	7.61526537058023	0.970539280151016	4.28011955800632	1.34473790609964	0	2.70725381587425	0	0	2.08441809925249	2.48550330199114	3.01090096695085	0	0	7.98155374246187	4.79528492711167
NM_001248161.1	8.88484792842367	6.32099264868555	0.933011630922991	10.2711729726222	10.1205867916222	7.22985423710126	1.31726562002595	0	0	0	0.322682966889178	1.27781360980109	2.4540599968588	1.89426586779161	1.98745123291537	0	6.78957083122776	11.4228980558703	14.5580892022652	9.5113767955696	5.82719759309845	0	9.02417938624751	10.5223283808241	4.58305644034006	5.83637067790696	10.4391138683628	12.5454206956285	3.71931622230911	0	24.3880808797446	23.5404896421846
NM_001248166.1	8.39124526573346	12.1557550936261	5.13156397007645	15.4067594589333	4.60026672346463	15.815306143659	4.82997394009515	20.8217719690063	16.7197626308161	2.575820345117	14.8434164769022	9.58360207350814	20.995846639792	7.57706347116643	23.8494147949845	19.2882759207824	11.154294937017	8.09121945624149	10.1906624415857	7.1335325966772	13.4473790609964	0	5.41450763174851	5.0324179212637	2.91649046203459	7.08702153745845	20.8782277367255	5.01816827825141	9.76320508356141	0	19.5104647037957	13.5139847945874
NM_001248173.2	690.550125103595	682.667206058039	456.242687521343	505.154961653509	416.324138473549	323.9878430001	379.372498567474	520.544299225159	372.550608363568	331.85152112924	137.46294389479	166.435222676591	151.606373139277	166.695396365662	147.40263310789	144.329512924475	519.402168588923	422.171273981542	395.494756661539	426.109680441518	340.218690243209	466.335511564521	366.832892050961	328.937135035328	302.898366557021	310.16141316877	364.871884732299	388.908041564484	500.248031900575	166.126253759772	339.659453706988	328.694985003836
NM_001248184.2	267.0390405154	199.354383535467	226.255320498825	240.43882185911	212.992349296412	264.793411433834	177.830858703503	158.879173067853	125.612575662285	175.155783467956	181.993193325496	208.922525202478	209.685793064935	225.95885708657	338.197951467766	345.193627685726	145.005834181221	126.603786785896	139.272386701671	145.524064972215	216.054556913342	234.320909866248	268.469336740863	250.248418448295	195.821502450894	178.426189296013	86.4955149092916	121.941489161509	136.68487116986	29.6066590858999	266.495211067755	250.226686196554
NM_001248193.2	35.5393917136947	23.8252799835071	39.6529943142271	29.8797759203555	23.9213869620161	21.237696821485	42.591588380839	60.6547270401489	62.5919318999781	72.1229696632759	19.3609780133507	14.3754031102622	18.2691133099489	24.0842374619219	25.8368660278998	20.6185018463536	30.0680993954372	29.5091533109984	47.0711550873243	36.1432318231645	25.9982661845931	27.2144363821036	26.1701202201178	19.6721791467581	27.081697147464	19.5935301329734	71.0853944369465	54.6980342329404	21.3860682782774	0	50.5498403689252	51.440329218107
NM_001248204.2	167.331302651979	158.024816217139	124.557052728219	122.787204172711	183.090615593892	136.463498725286	174.318150383434	209.575661340216	91.3156266759954	209.500054736182	79.702692821627	68.6824815268084	61.6241732544544	75.7706347116643	85.7916448875136	81.4763379412359	174.588964231571	178.958736208635	144.610352742501	131.732568618639	144.783447890061	228.785770263108	180.934796694263	193.061851161208	123.742523889182	110.474159260382	177.962036422565	215.279419136985	99.02679441898	245.077344655505	177.811280595956	156.50066262119
NM_001248208.2	1.97441065076081	0.972460407490085	2.79903489276897	0.933742997511108	5.06029339581109	0.903731779637658	44.3479425408737	8.60029711763305	20.5781693917736	27.0461136237285	13.8753675762347	6.06961464655516	18.5417866429332	5.95340701305934	13.2496748861025	5.6534601836776	0.484969345087697	0.951908171322529	5.33796604083059	3.80455071822784	0	0	9.47538835555989	16.0122388403845	108.326788589856	47.5247326629567	607.954107667032	605.19109435712	460.730297038541	741.263020076604	828.751330258957	751.987863569784
NM_001248211.2	69.5979754393187	104.539493805184	257.044704319284	262.381782300621	172.510002129923	180.294490037713	160.706405643166	331.337762637231	18.8633219424592	22.3237763243473	342.366627869418	316.897775230669	44.7184266094271	33.0143479815109	211.001072561182	214.166374016963	144.035895491046	135.170960327799	175.182340067258	180.716159115822	105.786048613172	145.758676216013	190.410185049822	151.887522714505	90.8278458176485	62.1156593577241	143.164990194689	187.679493606603	226.413375033067	96.4957777614515	319.705569350834	317.796610169491
NM_001248213.3	401.298964767136	426.423888684402	184.736302922752	157.335695080622	191.371095696128	153.634402538402	219.544270004325	181.058886687012	106.749253719826	154.119917316167	87.4470840269673	105.100169406139	36.5382266198977	44.650552597945	90.0977892254969	88.7925805318775	358.877315364896	241.308721430261	164.021138345522	186.898554032943	203.951915758446	334.414684356358	161.53281101383	162.867343633625	60.8296582081499	109.22350840083	191.880854913716	235.352092249991	99.02679441898	114.588736091724	45.6722241929762	86.31512868801
NM_001248214.2	643.657872148025	650.089782407121	676.433432419169	669.493729215464	1247.13230873126	1125.14606564888	1137.2393186224	1106.26979765764	996.755079914035	1114.0422992631	808.320832057391	774.674500941908	219.502033052371	224.605810038148	344.822788910817	276.354436037417	613.971190881024	734.873108260992	584.264646650912	589.705361325315	1115.2359701253	940.973732533752	1590.51161682612	1617.69361541713	7500.79682685838	7655.23391131468	889.810182112827	877.677631866172	5032.23484878423	6369.8178751849	1131.16353316779	1212.3352165725
NM_001248216.3	116.983831057578	95.3011199340283	113.827418972605	118.118489185155	58.8834140603472	85.8545190655775	36.0052602807093	58.8441381732788	47.1583048561479	64.8248120187777	158.114653775697	144.073484505072	101.16180653718	105.537669776961	178.539369090231	180.245612914897	112.997857405433	114.228980558703	124.22902785933	121.745622983291	96.8211292391742	65.4991519704866	130.399392131277	117.118089803955	121.6593164163	120.896249756644	143.662090855088	129.468741578886	163.649913781601	6.03098611009072	137.460092231288	138.191392899491
NM_001248217.1	1218.70497418211	1057.06446294172	965.200532189834	909.932551074575	862.550010649617	807.484345106247	1007.26911077984	988.128874094366	502.450302649139	342.154802509708	298.159061405601	304.758545937559	264.765806327766	273.586113191045	300.767619914526	301.628728623269	1307.96232370152	1333.62334802286	771.578727720058	810.36930298253	846.736634874074	892.079999372684	906.930028317875	878.385673529665	651.210656022865	609.066968601576	655.178670404864	639.816455477055	1435.19114728353	637.091441811401	584.870521461511	618.155820604032
NM_001248220.2	144.62558016823	145.869061123513	116.159948049912	121.8534611752	54.2831473368826	100.766093429599	142.264686962803	86.9082656097656	106.320541857497	151.54409697105	12.9073186755671	14.0559497078119	4.90811999371761	5.95340701305934	15.5683679911704	10.9743638859624	136.276385969643	158.492710525201	109.670938657065	126.025742541297	121.474657517668	239.394787835793	100.61960015666	98.8183882720873	53.3301113057753	46.2740818034052	169.511325195796	173.126805599674	88.79867480763	6.57925757464442	204.416459737496	224.506521587501
NM_001248222.1	52.8154849078518	44.2469485407988	30.7893838204587	46.6871498755554	11.960693481008	56.4832362273536	18.0026301403547	29.4220690866394	0	17.6014390249661	46.7890301989308	41.209488916085	14.9970333141371	25.1666751006599	15.5683679911704	15.6301546254616	29.5831300503495	29.9851073966597	45.6153461670977	32.8142499447151	20.6193145601945	42.8973319243328	29.7797919746168	26.0770746829119	18.3322257613603	25.4299008108803	41.2593548130529	53.6944005772901	17.2018375281796	0	43.4551259311813	37.4904094301458
NM_001248247.1	53.309087570542	44.7331787445439	60.6457560099944	33.1478764116443	27.1415736684413	33.8899417364122	32.0534634206315	18.1058886687012	0	61.8196882828079	51.9519576691577	59.7377862582008	22.0865399717292	30.3082538846657	57.3048438823932	63.8508444274175	39.2825169521035	39.9801431955462	49.9827729277773	63.7262245303163	40.3421371829892	8.30270940470957	55.4987032254222	41.174328446703	37.4977345118732	19.5935301329734	87.9868168904862	71.25798955117	39.5177348620343	46.0548030225109	31.0393756651295	34.0029294831555
NM_001248257.2	33.0713784002436	25.2839705947422	47.5835931770725	33.1478764116443	54.2831473368826	39.7641983040569	63.6678383012543	75.5920851918274	117.89576214037	112.906791794295	176.50758288838	144.712391309973	22.9045599706822	19.7544869069696	28.8180428772729	28.267300918388	37.3426395717527	51.4030412514166	33.4836051652101	29.4852680662658	64.5474194927828	16.6054188094191	62.7180467344202	64.9639404381315	58.3298092406917	95.4663489457639	63.1317838705749	60.7198361668421	60.438888612523	10.965429291074	37.2472507981554	28.77170956267
NM_001248261.1	432.889535179309	421.075356443207	432.917396748268	424.853063867554	308.21787047213	348.388601050317	281.016665605536	254.387735795251	127.756134973928	132.654747773525	210.389294411744	203.811270763273	308.393539605256	230.288607641523	316.335987905697	337.212272132299	397.674862971912	405.036926897736	338.232939132629	376.174952264778	317.806391808215	383.76967915102	321.711995119724	312.467403656646	269.983688485487	241.375615893438	360.895079449113	356.28994775585	234.781836533263	269.201289095867	253.636041149344	250.662621189928
NM_001248273.1	65.6491541377971	61.7512358756204	47.117087361611	62.5607808332442	35.8820804430241	22.1414286011226	38.2007029807526	66.0864936407593	46.7295929938193	13.7377085072906	34.2043944902529	28.7508062205244	53.9893199308937	47.3566466947902	48.6925552064266	34.918430546244	47.0420264735066	51.8789953370778	53.8649300483814	51.8370035358543	24.2052823097935	7.38018613751962	44.6696879619252	39.8018508318129	32.4980365769568	40.0208275056477	65.617287172566	72.2616232068203	36.7282476953025	53.182332061709	35.0301525363604	27.0279695891749
NM_001248290.2	1920.60796052758	1822.39080363642	1510.54583046432	1587.36309576888	978.01670540858	1154.06548259729	878.1770800173	943.316799639331	336.967523790293	239.980595486733	139.721724663014	139.920590273219	143.153499816764	107.161326235068	112.953478404024	109.411082378231	1720.67123637115	1743.89576986287	1533.93733227868	1590.30220021924	1185.61058721118	1440.98134335071	1058.98745097615	1018.37839024845	815.784046380531	819.593196626077	711.351045029863	793.372404791548	1144.15465288784	2115.23131024818	847.374955658035	780.323638139081
NM_001248292.2	79.963631355813	83.1453648404022	114.760430603528	137.260220634133	162.389415338301	147.760145970757	140.947421342777	162.95299801831	112.751219792426	99.5983866778572	60.6643977751655	72.8353757586619	4.36277332774898	33.0143479815109	28.8180428772729	31.2603092509232	96.5088996724517	95.6667712179141	121.802679658952	112.7098150275	124.612379298567	95.0198965205651	171.910617308015	148.227582408131	297.482027127528	323.501689003986	99.4201320796455	106.886984326755	215.720340893928	94.3026919032367	86.0234125576445	82.8276487410197
NM_001248304.2	1093.3298978588	1695.48472045896	4668.79020113865	4734.54386888007	5765.97431119056	5740.05239836858	8137.1888234403	7769.23682773967	1896.19256707947	2255.13071214993	2644.06423068993	2760.07739717035	61.8968465874387	59.2634607209089	868.184946911865	890.253700688525	2767.2350830704	3345.00531402737	3939.41893813297	4124.13297855898	4978.21972838087	5019.44909678053	6903.94843944866	7003.75326878419	11804.7034658323	11793.2207219507	4968.02400001988	4850.56145775781	9573.51995622365	9819.54193015679	8244.05817665839	8301.07414382367
