Gene	T_GR_in_01d_1	T_GR_in_01d_2	T_GR_in_02d_1	T_GR_in_02d_2	T_GR_in_04d_1	T_GR_in_04d_2	T_GR_in_07d_1	T_GR_in_07d_2	T_GR_in_10d_1	T_GR_in_10d_3	T_GR_in_15d_1	T_GR_in_15d_2	T_GR_in_20d_1	T_GR_in_20d_3	T_GR_in_25d_1	T_GR_in_25d_2	T_GR_un_01d_2	T_GR_un_01d_3	T_GR_un_02d_1	T_GR_un_02d_2	T_GR_un_04d_2	T_GR_un_04d_3	T_GR_un_07d_1	T_GR_un_07d_3	T_GR_un_10d_1	T_GR_un_10d_3	T_GR_un_15d_1	T_GR_un_15d_3	T_GR_un_20d_1	T_GR_un_20d_3	T_GR_un_25d_1	T_GR_un_25d_2
NM_001248017.2	0.643478260869565	0.640350877192982	0.969135802469136	1.43037974683544	1.37962962962963	0.903571428571429	0.773584905660377	0.764285714285714	1.24556213017751	1.03384615384615	1.05429864253394	1.04116222760291	0.271604938271605	0.280487804878049	1.39175257731959	1.54117647058824	1	1.02504173622704	1.84677419354839	1.25925925925926	0.969626168224299	0.666666666666667	1.04565217391304	0.864745011086475	0.86551724137931	0.769100169779287	0.977011494252874	0.773913043478261	2.43119266055046	1.20618556701031	0.728260869565217	1.22772277227723
NM_001248075.2	1.68292682926829	1.39583333333333	1.92857142857143	3.53333333333333	4.83333333333333	1.9047619047619	0.789473684210526	2.5	0.844036697247706	1.08045977011494	0.612903225806452	0.96	0.5	0.452830188679245	0.375	0.708333333333333	1.27272727272727	1.81081081081081	2.29411764705882	2	2	2.84	1.36363636363636	1.11111111111111	1.38888888888889	1.38888888888889	1.26315789473684	2.36363636363636	0.5	0	1.21428571428571	2
NM_001248082.1	0.63921568627451	0.649193548387097	0.975	1.01574803149606	1.11688311688312	0.528409090909091	0.5	0.916666666666667	0.684210526315789	2.5	1.81818181818182	1.17241379310345	0.972602739726027	0.557894736842105	1.04938271604938	0.784313725490196	0.757990867579909	0.778801843317972	1.04827586206897	0.916666666666667	1.36885245901639	0.547008547008547	0.691011235955056	0.817647058823529	0.96078431372549	0.833333333333333	0.556363636363636	0.642857142857143	0.318518518518519	0.0459363957597173	0.78	0.797872340425532
NM_001248108.2	0.684210526315789	0.942857142857143	1.52631578947368	1.55555555555556	1.64	1.23188405797101	1	0.849206349206349	3.2156862745098	1.86363636363636	1	0.826666666666667	0	0	3.66666666666667	6.5	1.48888888888889	1.09090909090909	1.26415094339623	1.57777777777778	1.01298701298701	0.67948717948718	0.958333333333333	0.965116279069767	0.975308641975309	0.492537313432836	1.49253731343284	1.79310344827586	3.69565217391304	1.85	1.99122807017544	1.43971631205674
NM_001248110.2	0.634057971014493	0.651960784313726	1.21621621621622	0.85981308411215	0.654676258992806	0.952	0.6	1.12	0.842857142857143	1.046875	2.23529411764706	2.83333333333333	5.75	8	1.33333333333333	2	0.464285714285714	0.593023255813954	0.947916666666667	1.00970873786408	0.659192825112108	0.982142857142857	1.02380952380952	0.852713178294574	0.85	0.961977186311787	1.68	2.05263157894737	0.964285714285714	1.89814814814815	1.11904761904762	1.45454545454545
NM_001248127.1	1.26938775510204	1.14336917562724	0.65374677002584	0.632941176470588	0.812332439678284	0.951070336391437	0.863372093023256	1.04102564102564	0.870892018779343	0.699248120300752	1.76129032258065	1.78616352201258	0.551136363636364	0.985401459854015	0.860986547085202	0.781553398058252	1.03928571428571	0.979661016949153	0.505084745762712	0.594444444444444	0.667372881355932	0.62	0.885608856088561	1.09322033898305	0.561847988077496	0.686781609195402	0.75886524822695	0.896457765667575	0.445427728613569	0.92112676056338	0.837301587301587	0.724137931034483
NM_001248151.2	0.827397260273973	0.863636363636364	0.594029850746269	0.508356545961003	0.808016877637131	0.70059880239521	0.609808102345416	0.661577608142494	1.42191142191142	1.16926503340757	2.8936170212766	3.17582417582418	1.06030150753769	0.912663755458515	1.35616438356164	1.89166666666667	0.869085173501577	0.783258594917788	0.624500665778961	0.574599260172626	0.757575757575758	0.845890410958904	0.781326781326781	0.879227053140097	1.03260869565217	0.62	0.954365079365079	0.989177489177489	0.366288492706645	0.585537918871252	0.663129973474801	0.835260115606936
NM_001248173.2	1.21908127208481	1.43578947368421	1.89211618257261	1.77816901408451	1.75527426160338	1.01572327044025	2.3109756097561	4	1.00540540540541	1.04416403785489	1.39795918367347	1.80434782608696	0.766497461928934	0.772093023255814	1.56382978723404	1.25217391304348	0.936823104693141	0.816247582205029	1.44160583941606	2.01895734597156	1.17241379310345	1.40361445783133	1.78536585365854	1.82222222222222	1.51	1.75141242937853	3.19298245614035	2.91729323308271	2.53807106598985	0.694560669456067	2.56818181818182	2.58267716535433
NM_001248184.2	1.01520912547529	1.03645833333333	3.47692307692308	3.87096774193548	3.59322033898305	4.63157894736842	2.42465753424658	2.82142857142857	1.76056338028169	1.98863636363636	3.93478260869565	4	3.8	4.24528301886792	1.43220338983051	1.33720930232558	1.08208955223881	1.44827586206897	4.48387096774194	4.39393939393939	4.40816326530612	4.25454545454545	2	2.06611570247934	5.41666666666667	5.08571428571429	3.90909090909091	3.90322580645161	2.72	0.852941176470588	3.325	4.23728813559322
NM_001248193.2	1.20689655172414	0.884615384615385	1.56	1.93333333333333	1.27777777777778	0.724137931034483	0.646153846153846	1.2	1.05084745762712	0.827586206896552	0.633333333333333	0.4375	0.620689655172414	0.827586206896552	0.735294117647059	0.333333333333333	1	0.659090909090909	2.35	0.972972972972973	0.806451612903226	1.92857142857143	1	0.791666666666667	1.17391304347826	0.95	1.22413793103448	0.710526315789474	0.456521739130435	0	1.25	1.54545454545455
NM_001248204.2	0.769585253456221	0.672340425531915	0.369047619047619	0.426573426573427	0.785407725321888	0.623853211009174	0.920634920634921	1.16759776536313	0.471502590673575	0.839357429718876	0.68695652173913	0.390804597701149	0.544642857142857	0.510204081632653	0.388127853881279	0.468208092485549	0.756521739130435	0.81651376146789	0.573705179282869	0.435215946843854	0.59504132231405	1.00884955752212	0.918367346938776	1.00520833333333	0.884892086330935	0.628571428571429	0.670454545454545	0.986238532110092	0.327814569536424	0.787781350482315	0.907692307692308	0.760975609756098
NM_001248211.2	0.556451612903226	0.8	1.54819277108434	1.64779874213836	1.1025641025641	1.45161290322581	0.54421768707483	1.58373205741627	0.6	0.6875	3.52577319587629	2.48818897637795	3.38461538461538	2.0625	5.55263157894737	4.11538461538461	0.85207100591716	0.741758241758242	1.63551401869159	1.25	0.789473684210526	1.35514018691589	0.892018779342723	0.770408163265306	1.01123595505618	0.696629213483146	1.3	1.42748091603053	2.26	1	1.92168674698795	1.53140096618357
NM_001248213.3	0.582848837209302	0.617391304347826	0.323374340949033	0.419786096256685	0.737451737451737	0.784615384615385	0.845559845559846	1.23972602739726	0.345276872964169	0.48125	0.533742331288344	0.570652173913043	0.346153846153846	0.379310344827586	0.576923076923077	0.745762711864407	0.599664991624791	0.510593220338983	0.2793867120954	0.319039451114923	0.491525423728814	0.869791666666667	0.62890625	0.611320754716981	0.392156862745098	0.630057803468208	0.387423935091278	0.55952380952381	0.240875912408759	0.241525423728814	0.25	0.5
NM_001248214.2	1.67447916666667	1.71957671957672	1.42315789473684	1.45751633986928	1.58248730964467	1.32352941176471	1.34397163120567	1.1048951048951	1.29182879377432	1.68024132730015	5.05	4.25274725274725	2.3804347826087	2.66666666666667	2.40559440559441	1.79220779220779	1.60052219321149	1.9945652173913	1.32126696832579	1.4330900243309	1.57932011331445	1.30193905817175	1.19819140919367	1.22407267221802	1.11408199643494	1.18005241251734	2.81329113924051	3.01374570446735	6.84625850340136	9.20375722543353	1.28376844494892	1.66255144032922
NM_001248216.3	0.703030303030303	0.659722222222222	0.818840579710145	0.702380952380952	0.337209302325581	0.559210526315789	0.272727272727273	0.513274336283186	0.311258278145695	0.474074074074074	2.72413793103448	1.82278481012658	1.50746268656716	1.43835616438356	1.22758620689655	1.09090909090909	0.783216783216783	0.655172413793103	0.779874213836478	0.630208333333333	0.685714285714286	0.403726708074534	1.08333333333333	0.906976744186046	0.565420560747664	0.481927710843373	0.621739130434783	0.602803738317757	0.779904306220096	0.0363636363636364	0.901315789473684	0.745945945945946
NM_001248217.1	1.10526315789474	1.07637474541752	1.17682926829268	1.35671641791045	1.07481296758105	0.827692307692308	1.30271668822768	1.24120603015075	2.42512077294686	1.52678571428571	5.84313725490196	6.60869565217391	2.64	1.84459459459459	1.92307692307692	2.10489510489511	1.06001622060016	1.22970479704797	1.42513863216266	1.31493506493506	1.1205298013245	1.17989417989418	1.03542857142857	1.05275779376499	1.20110701107011	1.01839464882943	2.27430555555556	1.81534090909091	3.77631578947368	1.90718562874252	1.07352941176471	1.12979890310786
NM_001248222.1	1.18181818181818	1.375	1.07142857142857	3.53846153846154	1.57142857142857	2.24	1.63636363636364	2.9	0	1.13333333333333	1.24324324324324	1.46428571428571	2.33333333333333	2.77777777777778	1.36363636363636	2.14285714285714	0.966666666666667	0.783783783783784	4.5	4.57142857142857	2	4.66666666666667	2.41666666666667	1.44444444444444	1.05882352941176	2.77777777777778	2.73333333333333	2.94444444444444	1.88888888888889	0	5.375	3.36363636363636
NM_001248247.1	0.981481481481482	0.8	1.2	0.507692307692308	0.613636363636364	0.568965517241379	1.06666666666667	0.305084745762712	0	1.60526315789474	1	1.4390243902439	0.814814814814815	0.833333333333333	1.39024390243902	1.28571428571429	0.764705882352941	0.565217391304348	0.532608695652174	0.759036144578313	0.769230769230769	0.0987654320987654	0.932203389830508	0.803921568627451	0.649122807017544	0.358490566037736	0.674418604651163	0.563492063492063	0.397959183673469	0.348484848484849	1	1
NM_001248257.2	1.06451612903226	1.19047619047619	2.23809523809524	2.53846153846154	2.25	2.29411764705882	10.5	4.6875	3.65625	6.58823529411765	1.83333333333333	1.69411764705882	2.44444444444444	1.72727272727273	14	28	0.822222222222222	1.5	1.94117647058824	2.07142857142857	1.52380952380952	0.64	2.38461538461538	2.66666666666667	1.61111111111111	2.71428571428571	1.3125	0.845070422535211	2.4	0.526315789473684	2.3125	4.66666666666667
NM_001248261.1	1.23076923076923	1.29141104294479	1.3416149068323	1.40863787375415	1.17557251908397	1.57466063348416	2.32231404958678	1.73972602739726	1.13392857142857	1.51724137931034	0.53030303030303	0.424686192468619	4.33802816901408	4.10714285714286	2.06535947712418	2.18831168831169	1.25236593059937	1.1671469740634	1.22463768115942	1.32394366197183	1.585	1.78971962616822	1.71657754010695	1.83529411764706	1.43085106382979	1.43452380952381	0.46814044213264	0.442236024844721	1.3448275862069	1.51123595505618	1.96124031007752	1.98412698412698
NM_001248273.1	0.546218487394958	0.66304347826087	0.47	0.639175257731959	0.546875	0.34375	0.644067796610169	1.32	0.534883720930233	0.142857142857143	0.265625	0.256880733944954	0.430894308943089	0.443396226415094	0.676056338028169	0.653846153846154	0.510869565217391	0.548387096774194	0.53	0.739130434782609	0.3	0.175	0.771929824561403	0.65	1.33333333333333	2	0.457746478873239	0.436363636363636	0.356435643564356	0.430894308943089	0.777777777777778	0.84375
NM_001248290.2	1.22840690978887	1.24029952348536	1.55509783728115	1.64285714285714	1.24744897959184	1.27654867256637	1.65973534971645	1.46428571428571	2.52631578947368	1.8968253968254	2.35593220338983	3.30952380952381	2.07246376811594	1.27380952380952	1.6231884057971	1.47297297297297	1.27031019202363	1.29591078066915	1.61198738170347	1.5727002967359	1.37470997679814	1.78217821782178	1.51142857142857	1.38315217391304	1.20206489675516	1.1203830369357	2.00847457627119	1.80637813211845	1.63195435092725	3.45588235294118	1.68055555555556	1.45794392523364
NM_001248292.2	0.459302325581395	0.471590909090909	0.658959537572254	0.582978723404255	0.597785977859779	0.508650519031142	0.49469964664311	0.50625	0.746666666666667	0.6875	0.397350993377483	0.447204968944099	0.0388349514563107	0.532258064516129	0.424242424242424	0.46969696969697	0.75	0.616883116883117	0.630208333333333	0.622222222222222	0.599033816425121	0.516304347826087	0.515060240963855	0.459627329192547	0.588118811881188	0.674321503131524	0.532258064516129	0.517073170731707	1.20786516853933	0.508108108108108	0.540880503144654	0.529032258064516
NM_001248304.2	0.887896019496344	1.09708737864078	0.851669403393541	0.898462706395901	0.966309084813946	1.22179650915283	0.997915133676723	1.02710206240085	1.04347826086957	1.48648648648649	2.80084745762712	3.18339100346021	0.170391061452514	0.178247734138973	2.01860465116279	2.3989218328841	1.26174190606475	1.28210042161748	0.751861042183623	0.865295845572807	0.97037037037037	0.965006729475101	0.950041288191577	0.882101020279632	0.808271706381813	0.818844604915984	0.804013594432756	0.808333333333333	2.83476458395025	2.99086201644837	0.881239978621058	0.89219690455718
NM_001248307.2	1.2037037037037	0.846153846153846	2.66666666666667	1.48148148148148	0.777777777777778	1.20588235294118	0.796296296296296	1.31034482758621	0.564356435643564	1.06451612903226	0.87719298245614	1.5	1.39	1.35443037974684	2.09803921568627	1.54098360655738	0.849056603773585	0.924528301886792	3.11111111111111	2	1.22857142857143	0.459459459459459	1.33333333333333	1.4390243902439	1.19512195121951	1.38461538461538	2.29166666666667	1.22641509433962	3.15789473684211	0	1.85	0.866666666666667
NM_001248339.2	0.8	0.791666666666667	0.986928104575163	1.11538461538462	0.98744769874477	0.909090909090909	0.889705882352941	1.5	0.265895953757225	0.830882352941177	0.774752475247525	0.695652173913043	0.333333333333333	4	0.662650602409639	0.725165562913907	1.29824561403509	1.453125	0.828767123287671	0.953947368421053	0.935251798561151	0.487577639751553	0.84765625	0.860759493670886	0.64339908952959	0.835483870967742	3.14285714285714	9	20	0	0.954128440366973	0.794117647058823
NM_001248344.2	0.413333333333333	0.535353535353535	0.512820512820513	0.538461538461538	0.680851063829787	0.602564102564103	1.625	1	0.511627906976744	0.378640776699029	0.627906976744186	0.574074074074074	1.7037037037037	0.944444444444444	0.758620689655172	0.868852459016393	0.396551724137931	0.546296296296296	0.816666666666667	0.727272727272727	0.617283950617284	0.830769230769231	0.506329113924051	0.613333333333333	0.432835820895522	0.828571428571429	0.94	0.689655172413793	0.571428571428571	0.0297029702970297	0.405405405405405	0.283950617283951
NM_001248346.1	1.22033898305085	1	1.10714285714286	0.75	1.95833333333333	1.88	1.54054054054054	1.3	1.44642857142857	1.36206896551724	2.4	0.352941176470588	1.5	1	0.176470588235294	0.421052631578947	0.954545454545455	2.24	0.742857142857143	0.935483870967742	1.225	0.585365853658537	1.28571428571429	2.16	0.846153846153846	0.428571428571429	1.4375	1	1.60869565217391	0	2.38461538461538	0.56
NM_001248358.1	0.4	0.347826086956522	1.22222222222222	0.37037037037037	0.526315789473684	1.1	0.842105263157895	0	0.714285714285714	1.72727272727273	0.953488372093023	3	1.11111111111111	0.277777777777778	2.1	16	0.578947368421053	0.45	0.411764705882353	0.666666666666667	0.857142857142857	0	0.823529411764706	0.909090909090909	0.588235294117647	1	0.683544303797468	0.298850574712644	0.439759036144578	0.232227488151659	0.970588235294118	1.02325581395349
NM_001248361.2	2	0.916666666666667	1.2	1.55	0.882352941176471	1.60869565217391	1.45945945945946	1.59259259259259	1.69491525423729	1.68852459016393	2.4375	1.875	2.86666666666667	3.58333333333333	1.21875	1.8	0.861111111111111	1.91666666666667	0.851851851851852	1.36	1.53846153846154	0.5	2.16666666666667	2	2.33333333333333	3.42857142857143	4.3	1.66666666666667	0.694915254237288	0	2.40740740740741	1.66666666666667
NM_001248366.2	0.588235294117647	1.02325581395349	0.72	0.976744186046512	0.680851063829787	1.16	0.475	0.592592592592593	0.826086956521739	1	1.20952380952381	1.38297872340426	0.839160839160839	1.4	0.980769230769231	0.683333333333333	0.796296296296296	0.650793650793651	0.957446808510638	0.76	1.54545454545455	0	1	0.75	0.727272727272727	0.714285714285714	1.22666666666667	0.902439024390244	0.32	0.028169014084507	1.37037037037037	0.693877551020408
NM_001248431.1	0.916666666666667	1.76744186046512	0.805555555555556	1.02380952380952	0.991935483870968	1.17699115044248	1.81538461538462	1.42028985507246	0.12	2.96774193548387	3	4.125	2.66666666666667	1.45454545454545	1.78571428571429	6	1.15384615384615	1.24657534246575	0.923566878980892	1.075	1.32941176470588	0.991304347826087	1.4	1.25663716814159	1.12121212121212	0.926940639269406	1.13114754098361	1.38655462184874	0.6	0.84	0.584070796460177	1.33628318584071
NM_001248453.2	0.714285714285714	0.807174887892377	1.31521739130435	1.14141414141414	0.857142857142857	0.555555555555556	0.547770700636943	0.907407407407407	0.566433566433566	0.771604938271605	2.225	2.32432432432432	1.44329896907216	1.46601941747573	0.360086767895879	0.350114416475973	0.5	0.559782608695652	1.15172413793103	0.782608695652174	0.784090909090909	1.0625	0.838095238095238	0.584507042253521	0.953125	1.12574850299401	0.839729119638826	0.9775	0.353407290015848	0.476056338028169	0.748251748251748	0.563291139240506
NM_001248480.2	0.266666666666667	0.305084745762712	0.818181818181818	0.41025641025641	0.448275862068966	0.333333333333333	0.4375	0.684210526315789	0	0.454545454545455	0.212765957446809	0.352941176470588	0.346153846153846	0.827586206896552	0.119402985074627	0.207792207792208	0.23728813559322	0.368421052631579	0.444444444444444	0.387096774193548	1.04761904761905	0	0.257142857142857	0.941176470588235	0.473684210526316	0.263157894736842	0.577777777777778	0.756756756756757	1.22222222222222	0	0.807692307692308	0.551724137931034
NM_001248492.2	0.754716981132076	1.02189781021898	1.0952380952381	1.55555555555556	2.09090909090909	0.941176470588235	0.710743801652893	0.408759124087591	1.4375	0.941605839416058	0.8	1.1304347826087	1.51851851851852	1.28571428571429	0.573770491803279	0.777777777777778	0.89344262295082	0.941666666666667	1.98275862068966	1.51515151515152	0.929292929292929	0.963963963963964	0.753731343283582	0.71523178807947	0.932203389830508	1.20833333333333	0.891472868217054	0.75796178343949	0.438144329896907	0	0.871212121212121	0.797101449275362
NM_001248507.2	1.12941176470588	0.917525773195876	0.815217391304348	1.4	1.62962962962963	1.234375	1.11111111111111	0.506849315068493	1.07272727272727	0.720930232558139	0.904761904761905	1.1219512195122	1.81481481481481	1.0625	1.3125	1.21052631578947	1	0.966666666666667	0.797872340425532	1.14864864864865	0.728395061728395	3.81132075471698	1.25396825396825	0.766233766233766	1.5	1.24528301886792	1.1046511627907	1.03571428571429	1.04225352112676	0.636363636363636	1.28070175438596	1.24
NM_001248535.2	0.132203389830508	0.127388535031847	0.18978102189781	0.123595505617978	0.111650485436893	0.169902912621359	0.165876777251185	0.44131455399061	0.208333333333333	0.122950819672131	0.123456790123457	0.0588235294117647	0.122641509433962	0.0769230769230769	0.0573770491803279	0.117647058823529	0.129496402877698	0.136546184738956	0.161616161616162	0.15609756097561	0.140221402214022	0.0898876404494382	0.120689655172414	0.141078838174274	0.161931818181818	0.154054054054054	0.146907216494845	0.0856353591160221	0.228013029315961	0.388888888888889	0.0936170212765957	0.137777777777778
