name	from_tis	region	wt_mock_1	wt_mock_2	ssb1_wt_flag_1	ssb1_wt_flag_2	enrich	collision	peak
YMR290C_mRNA	230	cds	2	5	3	5	1.5031370927216594		
YMR290C_mRNA	231	cds	2	5	5	6	1.2803123037565123		
YMR290C_mRNA	232	cds	2	8	6	6	1.1650591087799838		
YMR290C_mRNA	233	cds	6	30	5	18	1.008625028362873		
YMR290C_mRNA	234	cds	6	19	10	16	0.8294575724502393		
YMR290C_mRNA	235	cds	3	0	2	11	0.8864050268193469		
YMR290C_mRNA	236	cds	6	5	4	6	1.0556748256562267	1.0556748256562267	
YMR290C_mRNA	237	cds	7	8	13	11	1.728729522620693	1.728729522620693	
YMR290C_mRNA	238	cds	2	2	6	6	3.199945950117523	3.199945950117523	3.199945950117523
YMR290C_mRNA	239	cds	1	5	13	12	2.8123967940885573		2.8123967940885573
YMR290C_mRNA	240	cds	26	29	7	16	4.475273197299396		4.475273197299396
YMR290C_mRNA	241	cds	1	1	5	14	2.997500594041135		2.997500594041135
YMR290C_mRNA	242	cds	8	14	6	17	3.4024675890071197		3.4024675890071197
YMR290C_mRNA	243	cds	3	9	6	15	1.422065060796923		1.422065060796923
YMR290C_mRNA	244	cds	0	3	3	13	3.326576623760157		3.326576623760157
YMR290C_mRNA	245	cds	1	2	7	17	3.347158996703749		3.347158996703749
YMR290C_mRNA	246	cds	1	0	4	6	3.664685121703107	3.664685121703107	3.664685121703107
YMR290C_mRNA	247	cds	1	1	3	3	1.5942888124765537	1.5942888124765537	
YMR290C_mRNA	248	cds	0	0	2	4	1.1083446167424407	1.1083446167424407	
YMR290C_mRNA	249	cds	0	0	1	2	0.7921718199656174		
YMR290C_mRNA	250	cds	1	3	3	5	1.4368252689366856		
YMR290C_mRNA	251	cds	2	1	1	6	1.6433191750725702		
YMR290C_mRNA	252	cds	7	10	7	8	1.1366027373215701		
YMR290C_mRNA	253	cds	4	10	3	2	0.5960333003611136		
YMR290C_mRNA	254	cds	8	11	6	8	0.4932674989654777		
YMR290C_mRNA	255	cds	0	4	1	4	0.93213309204245		
YMR290C_mRNA	256	cds	2	6	3	13	1.5676090724881169		
YMR290C_mRNA	257	cds	1	6	5	9	1.664639113233477		
YMR290C_mRNA	258	cds	6	17	10	7	1.5179910605736147		
YMR290C_mRNA	259	cds	3	5	4	8	0.9883991144702104		
YMR290C_mRNA	260	cds	5	13	6	14	0.8698796704411083		
YMR290C_mRNA	261	cds	7	11	3	6	0.8474856096693241		
YMR290C_mRNA	262	cds	7	22	10	28	1.2709140628815927		
YMR290C_mRNA	263	cds	1	6	2	12	1.6230282212705425		
YMR290C_mRNA	264	cds	0	4	5	9	1.5007306342498667		
YMR290C_mRNA	265	cds	3	4	2	5	1.2222406197605487		
YMR290C_mRNA	266	cds	2	14	7	8	1.117900604051513		
YMR290C_mRNA	267	cds	4	13	4	19	1.143125037088804		
YMR290C_mRNA	268	cds	4	16	6	11	0.977617423650373		
YMR290C_mRNA	269	cds	3	4	2	6	1.1816046004500942		
YMR290C_mRNA	270	cds	3	6	9	8	1.1134518683376475		
YMR290C_mRNA	271	cds	10	12	7	10	1.5850766502613518		
YMR290C_mRNA	272	cds	0	2	7	4	1.3563069317028345		
YMR290C_mRNA	273	cds	2	24	6	7	1.55488584277952		
YMR290C_mRNA	274	cds	1	8	2	6	1.0419434441218327		
YMR290C_mRNA	275	cds	4	9	5	6	1.5859706708922547		
YMR290C_mRNA	276	cds	0	2	4	12	1.5125313253390877		
YMR290C_mRNA	277	cds	6	10	10	8	1.5957221461893774		
YMR290C_mRNA	278	cds	2	8	2	9	0.9506149923261588		
YMR290C_mRNA	279	cds	8	17	9	13	0.8573051864727463		
YMR290C_mRNA	280	cds	0	12	4	11	0.899096070412716		
YMR290C_mRNA	281	cds	1	4	0	7	1.541685375582742		
YMR290C_mRNA	282	cds	1	3	5	6	1.3471664817619184		
YMR290C_mRNA	283	cds	12	18	2	5	1.2345167229428022		
YMR290C_mRNA	284	cds	1	0	2	3	0.572453518274622		
YMR290C_mRNA	285	cds	1	0	1	4	0.8758974640395528		
YMR290C_mRNA	286	cds	2	10	6	4	0.8780915458410418		
YMR290C_mRNA	287	cds	3	12	4	8	1.127225245610354		
YMR290C_mRNA	288	cds	14	26	27	41	0.9661914729024386		
YMR290C_mRNA	289	cds	1	2	1	1	0.8432855214715926		
YMR290C_mRNA	290	cds	1	4	1	1	0.4693314725175546		
YMR290C_mRNA	291	cds	2	2	0	2	0.3935043166433421		
YMR290C_mRNA	292	cds	6	7	2	4	1.2475057445756523		
YMR290C_mRNA	293	cds	1	1	1	7	1.4404186543247537		
YMR290C_mRNA	294	cds	3	4	1	8	1.7025732694071345		
YMR290C_mRNA	295	cds	4	15	8	14	1.0643869172929659		
YMR290C_mRNA	296	cds	0	4	3	8	0.8588255057579732		
YMR290C_mRNA	297	cds	3	8	1	3	0.5712556093567797		
YMR290C_mRNA	298	cds	0	4	1	2	0.3693973391426605		
YMR290C_mRNA	299	cds	12	31	8	16	0.359686842028375		
YMR290C_mRNA	300	cds	3	15	2	2	0.7684405586967461		
YMR290C_mRNA	301	cds	3	10	7	14	1.1948546090804415		
YMR290C_mRNA	302	cds	2	13	11	6	1.7410936624926987		
YMR290C_mRNA	303	cds	7	3	7	8	1.3802685245212063		
YMR290C_mRNA	304	cds	0	6	3	2	1.1342274360294196		
YMR290C_mRNA	305	cds	0	2	3	2	0.818212411268938		
YMR290C_mRNA	306	cds	3	4	3	5	1.1626788978142846		
YMR290C_mRNA	307	cds	3	3	4	6	1.1898454078117704		
YMR290C_mRNA	308	cds	6	15	10	16	1.0415036865230372		
YMR290C_mRNA	309	cds	10	11	3	11	0.8875925602506951		
YMR290C_mRNA	310	cds	8	22	12	22	0.6470360127961012		
YMR290C_mRNA	311	cds	14	43	11	11	2.536427562963248		
YMR290C_mRNA	312	cds	2	1	7	9	2.7049873258143418		
YMR290C_mRNA	313	cds	0	10	9	17	2.806914163161241		
YMR290C_mRNA	314	cds	12	38	17	17	1.2063738270373714		
YMR290C_mRNA	315	cds	3	9	9	7	0.8542615117209542		
YMR290C_mRNA	316	cds	3	5	1	4	0.9513606306605304		
YMR290C_mRNA	317	cds	3	5	4	5	1.4615947725199108		
YMR290C_mRNA	318	cds	1	1	2	5	1.6299421009912924		
YMR290C_mRNA	319	cds	2	4	1	7	1.5698237151707803		
YMR290C_mRNA	320	cds	2	11	4	4	0.8270062467662882		
YMR290C_mRNA	321	cds	18	44	17	32	0.6227366399011312		
YMR290C_mRNA	322	cds	8	24	4	9	0.587613838767338		
YMR290C_mRNA	323	cds	0	4	2	5	0.5812916396683094		
YMR290C_mRNA	324	cds	1	2	0	3	0.6007852944776422		
YMR290C_mRNA	325	cds	7	8	2	6	1.0095201061484438		
YMR290C_mRNA	326	cds	1	3	2	7	0.8105176041439048		
YMR290C_mRNA	327	cds	2	10	0	1	1.4164295521718069		
YMR290C_mRNA	328	cds	1	15	5	10	0.8533917686820154		
YMR290C_mRNA	329	cds	7	20	4	2	1.4145386852032693		
YMR290C_mRNA	330	cds	2	2	3	5	0.8308766654291109		
YMR290C_mRNA	331	cds	2	10	2	3	1.1403041173475068		
YMR290C_mRNA	332	cds	4	17	11	10	1.0638007767605404		
YMR290C_mRNA	333	cds	3	7	7	10	0.9745068965857624		
YMR290C_mRNA	334	cds	10	19	1	8	0.873765839825256		
YMR290C_mRNA	335	cds	5	12	3	16	0.866985632743706		
YMR290C_mRNA	336	cds	2	12	4	14	2.4026780906179352	2.4026780906179352	2.4026780906179352
YMR290C_mRNA	337	cds	1	16	13	18	3.7700105189724162		3.7700105189724162
YMR290C_mRNA	338	cds	2	3	13	15	3.5620972149333374		3.5620972149333374
YMR290C_mRNA	339	cds	6	8	5	10	2.9605726139565887		2.9605726139565887
YMR290C_mRNA	340	cds	2	3	8	9	6.456129713953562		6.456129713953562
YMR290C_mRNA	341	cds	1	2	27	22	7.643601457540168		7.643601457540168
YMR290C_mRNA	342	cds	3	16	21	53	9.821638037284133		9.821638037284133
YMR290C_mRNA	343	cds	0	5	43	60	9.635439275751057		9.635439275751057
YMR290C_mRNA	344	cds	1	11	33	61	12.123324653189648		12.123324653189648
YMR290C_mRNA	345	cds	2	10	51	68	11.685465244447961		11.685465244447961
YMR290C_mRNA	346	cds	4	8	34	88	8.453449805711852		8.453449805711852
YMR290C_mRNA	347	cds	3	9	24	43	4.9468269195485055		4.9468269195485055
YMR290C_mRNA	348	cds	8	18	16	25	4.324361294721324		4.324361294721324
YMR290C_mRNA	349	cds	3	12	32	61	3.5724637349381694		3.5724637349381694
YMR290C_mRNA	350	cds	5	9	23	22	4.825028066283404		4.825028066283404
YMR290C_mRNA	351	cds	7	1	7	8	3.6372660958371013		3.6372660958371013
YMR290C_mRNA	352	cds	4	16	28	20	2.9557058996856274	2.9557058996856274	2.9557058996856274
YMR290C_mRNA	353	cds	10	14	9	17	1.6817619420080079	1.6817619420080079	
YMR290C_mRNA	354	cds	9	8	8	18	1.451236873761906	1.451236873761906	
YMR290C_mRNA	355	cds	2	4	4	12	1.3663342876700928	1.3663342876700928	
YMR290C_mRNA	356	cds	2	11	1	7	1.1311394013827527	1.1311394013827527	
YMR290C_mRNA	357	cds	7	14	6	9	1.2610074926929506	1.2610074926929506	
YMR290C_mRNA	358	cds	1	2	3	6	1.677274062265539	1.677274062265539	
YMR290C_mRNA	359	cds	2	1	2	3	2.0985171852891873	2.0985171852891873	
YMR290C_mRNA	360	cds	2	6	2	17	1.4385279096608101	1.4385279096608101	
YMR290C_mRNA	361	cds	0	2	1	2	1.184459931890448	1.184459931890448	
YMR290C_mRNA	362	cds	6	7	8	8	1.2352996355150812		
YMR290C_mRNA	363	cds	0	1	1	6	1.398268369209553		
YMR290C_mRNA	364	cds	17	46	22	52	1.3423420780456756		
YMR290C_mRNA	365	cds	35	63	38	76	1.0026172618614493		
